,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU35379,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g_Steroidobacter
OTU3539,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__uncultured_bacterium_f_Beijerinckiaceae,s__uncultured_bacterium_f_Beijerinckiaceae
OTU354,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU35483,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Psychroglaciecola,s__uncultured_bacterium_g_Psychroglaciecola
OTU355,k__Bacteria,p__Chloroflexi,c__KD4-96,o__uncultured_bacterium_c_KD4-96,f__uncultured_bacterium_c_KD4-96,g__uncultured_bacterium_c_KD4-96,s__uncultured_bacterium_c_KD4-96
OTU3551,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__uncultured_bacterium_o_Gammaproteobacteria_Incertae_Sedis,g__uncultured_bacterium_o_Gammaproteobacteria_Incertae_Sedis,s__uncultured_bacterium_o_Gammaproteobacteria_Incertae_Sedis
OTU35524,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured_bacterium_f_Rhizobiaceae,s__uncultured_bacterium_f_Rhizobiaceae
OTU35533,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__uncultured_bacterium_g_Variovorax
OTU35538,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__uncultured_bacterium_f_Enterobacteriaceae,s__uncultured_bacterium_f_Enterobacteriaceae
OTU3555,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU35588,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU35598,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU356,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Polycyclovorans,s__uncultured_bacterium_g_Polycyclovorans
OTU3566,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__uncultured_bacterium_f_Xanthobacteraceae,s__uncultured_bacterium_f_Xanthobacteraceae
OTU35694,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU357,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__uncultured_bacterium_o_Saccharimonadales,g__uncultured_bacterium_o_Saccharimonadales,s__uncultured_bacterium_o_Saccharimonadales
OTU3572,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__uncultured_bacterium_o_Acidobacteriales,g__uncultured_bacterium_o_Acidobacteriales,s__uncultured_bacterium_o_Acidobacteriales
OTU3576,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU358,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU35816,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU359,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__uncultured_bacterium_g_Pedomicrobium
OTU35923,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU3596,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__uncultured_bacterium_o_Frankiales,g__uncultured_bacterium_o_Frankiales,s__uncultured_bacterium_o_Frankiales
OTU36,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__uncultured_bacterium_o_Azospirillales,g__uncultured_bacterium_o_Azospirillales,s__uncultured_bacterium_o_Azospirillales
OTU360,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__uncultured_bacterium_o_Saccharimonadales,g__uncultured_bacterium_o_Saccharimonadales,s__uncultured_bacterium_o_Saccharimonadales
OTU3600,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU3608,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__uncultured_bacterium_f_Micromonosporaceae,s__uncultured_bacterium_f_Micromonosporaceae
OTU361,k__Bacteria,p__Acidobacteria,c__Subgroup_11,o__uncultured_bacterium_c_Subgroup_11,f__uncultured_bacterium_c_Subgroup_11,g__uncultured_bacterium_c_Subgroup_11,s__uncultured_bacterium_c_Subgroup_11
OTU36150,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__uncultured_bacterium_g_Variovorax
OTU36188,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU362,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g_Steroidobacter
OTU3624,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Hydrogenophaga,s__uncultured_bacterium_g_Hydrogenophaga
OTU36255,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU363,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Parasegetibacter,s__uncultured_bacterium_g_Parasegetibacter
OTU36362,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20,g__uncultured_bacterium_f_TRA3-20,s__uncultured_bacterium_f_TRA3-20
OTU36377,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU364,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__uncultured_bacterium_g_Helicobacter
OTU36481,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__uncultured_bacterium_g_Gaiella
OTU365,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__uncultured_bacterium_o_Thalassobaculales,g__uncultured_bacterium_o_Thalassobaculales,s__uncultured_bacterium_o_Thalassobaculales
OTU3659,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__uncultured_bacterium_c_Deltaproteobacteria,f__uncultured_bacterium_c_Deltaproteobacteria,g__uncultured_bacterium_c_Deltaproteobacteria,s__uncultured_bacterium_c_Deltaproteobacteria
OTU366,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,s__Roseimicrobium_gellanilyticum
OTU3661,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__uncultured_bacterium_c_Anaerolineae,f__uncultured_bacterium_c_Anaerolineae,g__uncultured_bacterium_c_Anaerolineae,s__uncultured_bacterium_c_Anaerolineae
OTU36668,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__uncultured_bacterium_c_MB-A2-108,f__uncultured_bacterium_c_MB-A2-108,g__uncultured_bacterium_c_MB-A2-108,s__uncultured_bacterium_c_MB-A2-108
OTU367,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__Globodera_pallida
OTU368,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_bacterium_g_Gemmatimonas
OTU3680,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU369,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU37,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__uncultured_bacterium_g_Streptomyces
OTU370,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Brachyspira_sp
OTU37055,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU371,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__uncultured_bacterium_g_Terrimonas
OTU37121,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__uncultured_bacterium_g_Devosia
OTU37132,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__uncultured_bacterium_g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU37141,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU37191,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU372,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__uncultured_bacterium_o_Rokubacteriales,g__uncultured_bacterium_o_Rokubacteriales,s__uncultured_bacterium_o_Rokubacteriales
OTU373,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU37345,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU374,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__uncultured_bacterium_f_Sphingobacteriaceae,s__uncultured_bacterium_f_Sphingobacteriaceae
OTU37468,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g_Lachnospiraceae_NK4A136_group
OTU375,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__uncultured_bacterium_g_Pseudonocardia
OTU376,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20,g__uncultured_bacterium_f_TRA3-20,s__uncultured_bacterium_f_TRA3-20
OTU377,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU3774,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,s__uncultured_bacterium_g_Adhaeribacter
OTU378,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,s__uncultured_bacterium_g_Rubellimicrobium
OTU379,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU3794,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU37991,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__uncultured_bacterium_g_Pseudolabrys
OTU38,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU380,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU38030,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium_g_Altererythrobacter
OTU381,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Cellvibrionaceae,g__Cellvibrio,s__uncultured_bacterium_g_Cellvibrio
OTU382,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__uncultured_bacterium_g_Subgroup_10
OTU38263,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU383,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Aquabacterium,s__uncultured_bacterium_g_Aquabacterium
OTU38308,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Micromonospora,s__uncultured_bacterium_g_Micromonospora
OTU3835,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__uncultured_bacterium_c_Subgroup_5,f__uncultured_bacterium_c_Subgroup_5,g__uncultured_bacterium_c_Subgroup_5,s__uncultured_bacterium_c_Subgroup_5
OTU384,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU385,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,s__uncultured_bacterium_g_Segetibacter
OTU38578,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU386,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU38628,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__uncultured_bacterium_g_Cavicella
OTU38672,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__uncultured_bacterium_g_RB41
OTU387,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g_Steroidobacter
OTU3870,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU3872,k__Bacteria,p__uncultured_bacterium_k_Bacteria,c__uncultured_bacterium_k_Bacteria,o__uncultured_bacterium_k_Bacteria,f__uncultured_bacterium_k_Bacteria,g__uncultured_bacterium_k_Bacteria,s__uncultured_bacterium_k_Bacteria
OTU38742,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20,g__uncultured_bacterium_f_TRA3-20,s__uncultured_bacterium_f_TRA3-20
OTU38749,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU3879,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU388,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,s__uncultured_bacterium_g_Dietzia
OTU3880,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__uncultured_bacterium_f_BIrii41,s__uncultured_bacterium_f_BIrii41
OTU389,k__Bacteria,p__GAL15,c__uncultured_bacterium_p_GAL15,o__uncultured_bacterium_p_GAL15,f__uncultured_bacterium_p_GAL15,g__uncultured_bacterium_p_GAL15,s__uncultured_bacterium_p_GAL15
OTU38923,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__uncultured_bacterium_f_Xanthobacteraceae,s__uncultured_bacterium_f_Xanthobacteraceae
OTU3893,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU39,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Skermanella,s__uncultured_bacterium_g_Skermanella
OTU390,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__uncultured_bacterium_g_Flavobacterium
OTU391,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Serratia,s__uncultured_bacterium_g_Serratia
OTU3910,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU392,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__uncultured_bacterium_o_Rokubacteriales,g__uncultured_bacterium_o_Rokubacteriales,s__uncultured_bacterium_o_Rokubacteriales
OTU393,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__uncultured_bacterium_g_Hymenobacter
OTU3932,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU39349,k__Bacteria,p__Chloroflexi,c__KD4-96,o__uncultured_bacterium_c_KD4-96,f__uncultured_bacterium_c_KD4-96,g__uncultured_bacterium_c_KD4-96,s__uncultured_bacterium_c_KD4-96
OTU394,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__uncultured_bacterium_g_Vibrio
OTU3940,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU39455,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU3946,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU39468,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU395,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides_dilutus
OTU39506,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Massilia,s__uncultured_bacterium_g_Massilia
OTU39511,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU396,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__uncultured_bacterium_g_Paracoccus
OTU397,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__uncultured_bacterium_o_Elsterales,g__uncultured_bacterium_o_Elsterales,s__uncultured_bacterium_o_Elsterales
OTU3974,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae,g__uncultured_bacterium_f_Blastocatellaceae,s__uncultured_bacterium_f_Blastocatellaceae
OTU39797,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU398,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__uncultured_bacterium_g_Dorea
OTU39803,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__uncultured_bacterium_f_Xanthobacteraceae,s__uncultured_bacterium_f_Xanthobacteraceae
OTU3981,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_bacterium_g_Candidatus_Solibacter
OTU39811,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__uncultured_bacterium_g_Nocardioides
OTU39863,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU399,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU39906,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU4,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__uncultured_bacterium_g_Pseudomonas
OTU40,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium_g_Altererythrobacter
OTU400,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU4004,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU401,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU402,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU4028,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto_1,s__uncultured_bacterium_g_Clostridium_sensu_stricto_1
OTU403,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured_bacterium_f_Chitinophagaceae,s__uncultured_bacterium_f_Chitinophagaceae
OTU404,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured_bacterium_f_Microscillaceae,s__uncultured_bacterium_f_Microscillaceae
OTU405,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__uncultured_bacterium_o_Acidobacteriales,g__uncultured_bacterium_o_Acidobacteriales,s__uncultured_bacterium_o_Acidobacteriales
OTU40555,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU406,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Terrimonas,s__uncultured_bacterium_g_Terrimonas
OTU407,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__uncultured_bacterium_g_SWB02
OTU40701,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__Dongia,s__uncultured_bacterium_g_Dongia
OTU40705,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
