a,b,bray_b,bray_f,dist_geo,dist_climate,dist_soil
CCCSF1,HSPCSF3,26.94698418,21.41430004,118.7150386,172.3160203,106.5868035
CCCSF1,HSPCSF5,25.00951722,20.15863038,118.7150386,172.3160203,113.3352958
CCCSF1,HSPMEF3,26.88011335,22.47325198,117.4997666,172.3160203,107.4397187
CCCSF1,HSPMEF4,26.42969285,19.92750256,117.4997666,172.3160203,109.3029347
CCCSF1,HSPMEF5,29.04698376,17.3713142,117.4997666,172.3160203,114.8979272
CCCSF1,SSBCHF1,82.50061116,22.34001806,14.84837483,91.40002673,46.24106514
CCCSF1,SSBCHF3,82.89505671,28.19334985,14.84837483,91.40002673,49.54903314
CCCSF1,SSBCHF4,12.9594114,20.51029712,14.84837483,91.40002673,48.75329605
CCCSF1,SSBCSF1,82.96434829,20.85927816,14.84837483,91.40002673,143.4696709
CCCSF1,SSBCSF3,82.55483827,14.48581121,14.84837483,91.40002673,138.5117507
CCCSF1,SSBCSF4,82.14258694,17.59963633,14.84837483,91.40002673,138.0012211
CCCSF1,SSBMEF2,82.76235184,34.28214545,12.67627241,91.40002673,63.86971023
CCCSF1,SSBMEF4,82.48698133,43.79176669,12.67627241,91.40002673,58.36826664
CCCSF1,SSBMEF5,81.97664182,35.27068622,12.67627241,91.40002673,65.29682266
CCCSF1,XGCHF1,79.62652382,29.1085081,34.66539971,101.8312005,166.1905794
CCCSF1,XGCHF3,82.56540397,22.6044226,34.66539971,101.8312005,205.6862713
CCCSF1,XGCHF4,82.77355159,14.32988946,34.66539971,101.8312005,168.9020592
CCCSF1,XGCSF1,82.64665803,19.09478764,34.44545085,101.8312005,81.42358479
CCCSF1,XGCSF2,82.31556237,14.23924622,34.44545085,101.8312005,64.40517401
CCCSF1,XGCSF3,82.06098843,14.78734944,34.44545085,101.8312005,64.26916758
CCCSF1,XGMEF1,82.85060267,15.01786294,36.2446224,101.8312005,112.6795649
CCCSF1,XGMEF2,82.62806048,13.98567457,36.2446224,101.8312005,97.27746314
CCCSF1,XGMEF3,82.0632921,17.49290286,36.2446224,101.8312005,75.42211477
CCCSF1,YSCHF1,17.45003178,48.04672746,38.73616893,83.03735115,95.4302451
CCCSF1,YSCHF4,9.02913776,27.65757038,38.73616893,83.03735115,97.7321005
CCCSF1,YSCHF5,13.53175987,23.84778126,38.73616893,83.03735115,98.29202986
CCCSF1,YSCSF1,28.14586093,18.40751048,33.85679581,77.00725583,104.2250384
CCCSF1,YSCSF3,26.03382626,23.47123947,33.85679581,77.00725583,105.8458672
CCCSF1,YSCSF5,25.66391546,13.20997728,33.85679581,77.00725583,107.7629604
CCCSF1,YSMEF1,33.97738356,12.28411173,38.73616893,77.00725583,87.48792307
CCCSF1,YSMEF3,30.06677868,11.01901714,38.73616893,77.00725583,88.72346046
CCCSF1,YSMEF4,30.0898099,14.53559004,38.73616893,77.00725583,94.72828005
CCCSF3,CCCHF2,82.04057777,60.41533338,0,0,42.66391498
CCCSF3,CCCHF3,81.81780411,71.89254495,0,0,33.29874857
CCCSF3,CCCHF5,61.15547205,49.82103125,0,0,29.4163421
CCCSF3,CCCSF1,83.43032888,70.02664269,0,0,16.73200372
CCCSF3,CCCSF3,0,0,0,0,0
CCCSF3,CCCSF4,83.04176597,73.14440471,0,0,50.62351356
CCCSF3,CCMEF1,72.09403789,65.72341457,0,0,32.11287798
CCCSF3,CCMEF4,74.78210246,78.33914166,0,0,23.9338569
CCCSF3,CCMEF5,58.51348267,48.66342059,0,0,24.5924654
CCCSF3,HDCHF2,8.767090249,38.59225173,73.55307958,29.76084727,148.8977592
CCCSF3,HDCHF4,14.04052462,39.94678435,73.55307958,29.76084727,171.634267
CCCSF3,HDCHF5,12.29135053,38.85434161,73.55307958,29.76084727,142.2006218
CCCSF3,HDCSF1,16.54238408,16.34231714,73.55307958,29.76084727,106.0960797
CCCSF3,HDCSF2,11.67787436,28.75252126,73.55307958,29.76084727,105.5973261
CCCSF3,HDCSF4,5.155493717,28.1378302,73.55307958,29.76084727,121.2027836
CCCSF3,HDMEF2,22.37974344,27.06623351,73.55307958,29.76084727,134.7487845
CCCSF3,HDMEF3,22.58458082,26.09885891,73.55307958,29.76084727,131.9028857
CCCSF3,HDMEF5,26.57834211,22.81662645,73.55307958,29.76084727,146.6310762
CCCSF3,HSPCHF1,25.6684307,17.64705882,116.6382244,172.3160203,118.7422454
CCCSF3,HSPCHF2,26.27390199,24.38015342,116.6382244,172.3160203,110.334005
CCCSF3,HSPCHF3,25.10853087,20.91766466,116.6382244,172.3160203,89.38652097
CCCSF3,HSPCSF2,23.32301342,27.18713221,118.7150386,172.3160203,121.5151967
CCCSF3,HSPCSF3,27.25062082,23.72719484,118.7150386,172.3160203,119.8820579
CCCSF3,HSPCSF5,24.60515522,21.18347884,118.7150386,172.3160203,126.5917311
CCCSF3,HSPMEF3,26.48306546,25.30927617,117.4997666,172.3160203,120.7385843
CCCSF3,HSPMEF4,26.40764596,21.95006661,117.4997666,172.3160203,122.640488
CCCSF3,HSPMEF5,28.86642756,18.66141675,117.4997666,172.3160203,128.0332403
CCCSF3,SSBCHF1,83.19085922,23.35249344,14.84837483,91.40002673,56.47645811
CCCSF3,SSBCHF3,82.57166285,28.6399627,14.84837483,91.40002673,62.05694638
CCCSF3,SSBCHF4,12.78439493,21.89006401,14.84837483,91.40002673,59.63449585
CCCSF3,SSBCSF1,82.3230667,21.67857558,14.84837483,91.40002673,155.6505627
CCCSF3,SSBCSF3,82.92275645,16.64515282,14.84837483,91.40002673,150.8487798
CCCSF3,SSBCSF4,82.72419117,19.02153032,14.84837483,91.40002673,150.42372
CCCSF3,SSBMEF2,83.17922389,35.20052221,12.67627241,91.40002673,75.38512487
CCCSF3,SSBMEF4,82.60318984,43.6103045,12.67627241,91.40002673,69.02877712
CCCSF3,SSBMEF5,82.65075566,36.77458356,12.67627241,91.40002673,76.61312341
CCCSF3,XGCHF1,80.70491039,29.2069782,34.66539971,101.8312005,175.8860783
CCCSF3,XGCHF3,82.57905987,23.02832571,34.66539971,101.8312005,216.6387886
CCCSF3,XGCHF4,83.07332492,15.80383443,34.66539971,101.8312005,179.417755
CCCSF3,XGCSF1,82.24201768,19.24221806,34.44545085,101.8312005,94.04366969
CCCSF3,XGCSF2,81.9982672,15.14608995,34.44545085,101.8312005,75.33944853
CCCSF3,XGCSF3,82.02518892,15.80547112,34.44545085,101.8312005,75.23687173
CCCSF3,XGMEF1,82.75920212,15.62387032,36.2446224,101.8312005,123.5027738
CCCSF3,XGMEF2,81.98366906,15.62829212,36.2446224,101.8312005,108.5967194
CCCSF3,XGMEF3,82.81547991,18.06910064,36.2446224,101.8312005,87.38435204
CCCSF3,YSCHF1,17.15640061,48.36275444,38.73616893,83.03735115,109.2514257
CCCSF3,YSCHF4,8.903838544,28.64998551,38.73616893,83.03735115,111.4682694
CCCSF3,YSCHF5,12.99133395,24.68566217,38.73616893,83.03735115,111.9186917
CCCSF3,YSCSF1,27.95734697,18.8569473,33.85679581,77.00725583,117.4098032
CCCSF3,YSCSF3,25.9007556,27.1353385,33.85679581,77.00725583,117.9594921
CCCSF3,YSCSF5,25.24019198,14.27567947,33.85679581,77.00725583,119.9546577
CCCSF3,YSMEF1,33.22284191,13.24340298,38.73616893,77.00725583,100.6851587
CCCSF3,YSMEF3,29.33952528,12.09267543,38.73616893,77.00725583,102.0033701
CCCSF3,YSMEF4,29.70991115,15.13368503,38.73616893,77.00725583,107.2428487
CCCSF4,CCCHF2,81.87870315,45.75167637,0,0,32.10105083
CCCSF4,CCCHF3,82.23884182,67.9524937,0,0,32.97358806
CCCSF4,CCCHF5,61.33677753,64.9817136,0,0,28.29542707
CCCSF4,CCCSF1,83.65890213,66.69728628,0,0,50.18508869
CCCSF4,CCCSF3,83.04176597,73.14440471,0,0,50.62351356
CCCSF4,CCCSF4,0,0,0,0,0
CCCSF4,CCMEF1,72.55151191,56.452198,0,0,57.01630371
CCCSF4,CCMEF4,74.61330592,64.4994554,0,0,59.37314192
CCCSF4,CCMEF5,58.68176869,40.22141746,0,0,59.87834143
CCCSF4,HDCHF2,9.516366588,42.16559859,73.55307958,29.76084727,145.0487874
CCCSF4,HDCHF4,14.2597073,42.68442015,73.55307958,29.76084727,163.549064
CCCSF4,HDCHF5,12.79592028,41.01642744,73.55307958,29.76084727,136.9550732
CCCSF4,HDCSF1,17.10386607,30.67674757,73.55307958,29.76084727,119.1463801
CCCSF4,HDCSF2,12.28481333,28.31028917,73.55307958,29.76084727,114.7264206
CCCSF4,HDCSF4,5.602290504,28.32344839,73.55307958,29.76084727,124.925442
CCCSF4,HDMEF2,22.9951481,27.30576293,73.55307958,29.76084727,124.5114961
CCCSF4,HDMEF3,23.19044679,24.59410903,73.55307958,29.76084727,121.030805
CCCSF4,HDMEF5,27.3803494,22.41917683,73.55307958,29.76084727,134.7297237
CCCSF4,HSPCHF1,25.15123834,15.35353824,116.6382244,172.3160203,112.4117344
CCCSF4,HSPCHF2,25.84127315,22.65716322,116.6382244,172.3160203,103.7583695
CCCSF4,HSPCHF3,24.78754271,19.22711281,116.6382244,172.3160203,86.36276517
CCCSF4,HSPCSF2,23.17710809,25.15019191,118.7150386,172.3160203,118.1525795
CCCSF4,HSPCSF3,26.73300393,22.39151344,118.7150386,172.3160203,117.9653271
CCCSF4,HSPCSF5,24.10092683,19.23914112,118.7150386,172.3160203,122.6661452
CCCSF4,HSPMEF3,26.47154863,22.0746204,117.4997666,172.3160203,114.8665462
CCCSF4,HSPMEF4,26.10818739,18.84746052,117.4997666,172.3160203,118.0090864
CCCSF4,HSPMEF5,28.84396715,15.32528383,117.4997666,172.3160203,122.1519368
CCCSF4,SSBCHF1,82.35136268,23.240725,14.84837483,91.40002673,88.6850766
CCCSF4,SSBCHF3,82.46605958,28.50493432,14.84837483,91.40002673,86.13412932
CCCSF4,SSBCHF4,12.72640569,18.61967272,14.84837483,91.40002673,91.08201314
CCCSF4,SSBCSF1,82.06524927,19.26014526,14.84837483,91.40002673,149.5200028
CCCSF4,SSBCSF3,82.03679888,13.26261099,14.84837483,91.40002673,145.0013998
CCCSF4,SSBCSF4,82.06920774,16.30018783,14.84837483,91.40002673,143.7930592
CCCSF4,SSBMEF2,81.98431691,34.09118525,12.67627241,91.40002673,97.16892988
CCCSF4,SSBMEF4,81.7990579,46.68033329,12.67627241,91.40002673,96.28774828
CCCSF4,SSBMEF5,81.7325015,46.65626334,12.67627241,91.40002673,100.9013408
CCCSF4,XGCHF1,79.50859135,27.19367368,34.66539971,101.8312005,172.0431928
CCCSF4,XGCHF3,82.38392378,21.47132541,34.66539971,101.8312005,200.8152363
CCCSF4,XGCHF4,82.74848615,12.58106449,34.66539971,101.8312005,173.3999074
CCCSF4,XGCSF1,81.72210368,17.83945754,34.44545085,101.8312005,105.847545
CCCSF4,XGCSF2,81.51843127,12.50355336,34.44545085,101.8312005,101.4163748
CCCSF4,XGCSF3,81.52939798,13.73093513,34.44545085,101.8312005,101.4227785
CCCSF4,XGMEF1,81.92787282,12.51632158,36.2446224,101.8312005,114.0541262
CCCSF4,XGMEF2,81.86572058,12.26199265,36.2446224,101.8312005,103.1702963
CCCSF4,XGMEF3,81.78469302,14.90083999,36.2446224,101.8312005,87.60488514
CCCSF4,YSCHF1,17.04903639,48.63744592,38.73616893,83.03735115,103.3605312
CCCSF4,YSCHF4,8.844321015,31.5422546,38.73616893,83.03735115,106.6143223
CCCSF4,YSCHF5,13.27697126,25.32308,38.73616893,83.03735115,107.1268711
CCCSF4,YSCSF1,27.57585804,17.56622891,33.85679581,77.00725583,115.0694903
CCCSF4,YSCSF3,25.84520004,25.43966994,33.85679581,77.00725583,119.7516593
CCCSF4,YSCSF5,25.20545122,11.42776675,33.85679581,77.00725583,120.5393196
CCCSF4,YSMEF1,33.91299789,10.82222698,38.73616893,77.00725583,97.35610919
CCCSF4,YSMEF3,29.85309998,9.607533164,38.73616893,77.00725583,96.45856507
CCCSF4,YSMEF4,29.59500204,13.45064961,38.73616893,77.00725583,102.1671453
CCMEF1,CCCHF2,71.83626929,57.74429691,0,0,47.73814155
