"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae",0.00701452128968742,0.00479940930347034,0.00340470916400033,0.00529165641151858,0.00594798588891624,0.00627615062761506,0.00603002707359094,0.00488145048814505,0.00332266797932562,0.000533267700385594,0.00250225613257855,0.00180490606284355,0.0006153088850603,0.00106653540077119,0.000574288292722947,0.00356879153334974,0.00758880958241037,0.00479940930347034,0.00771187135942243,0.00590696529657888,0.010337189269013,0.0066863565509886,0.00680941832800066,0.00652227418163918,0.00603002707359094,0.00582492411190418,0.00598900648125359,0.00512757404216917,0.00594798588891624,0,0.0073016654360489,0.00709656247436213,0.00611206825826565,0.00697350069735007,0.00590696529657888,0.00734268602838625,0.00525063581918123,0.00561982115021741,0.00566084174255476,0.00496349167281976,0.00623513003527771,0.00742472721306096,0.00549675937320535,0.00512757404216917,0.00504553285749446,0.00073837066207236,0.000451226515710887,0.00233817376322914,0.0086143243908442,0.0100090245303142,0.00488145048814505,0.00947575682992862,0.0101731068996636,0.00804003609812126
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae",0.00992698334563951,0.0104192304536878,0.00697350069735007,0.0105012716383625,0.00886044794486832,0.010337189269013,0.00972188038395275,0.00795799491344655,0.00467634752645828,0.000410205923373534,0.000820411846747067,4.10205923373534e-05,0.00229715317089179,0.00086143243908442,0.000328164738698827,0.00159980310115678,0.000820411846747067,0.00114857658544589,0.000697350069735007,0.00221511198621708,0.00168184428583149,0.000164082369349413,0.00168184428583149,0.00127163836245795,0.00155878250881943,0.00176388547050619,0.000902453031421774,0.0085322832061695,0.0104602510460251,0.0107884157847239,0.00816309787513332,0.0106653540077119,0.0114037246697842,0.00988596275330216,0.0105012716383625,0.00927065386824186,0.00869636557551891,0.0098449421609648,0.00849126261383214,0.0100090245303142,0.0100910657149889,0.0111986217080975,0.00795799491344655,0.00726064484371154,0.00877840676019362,0.00278940027894003,0.000574288292722947,0.00049224710804824,0.00205102961686767,0.00147674132414472,0.000656329477397654,0.00188694724751825,0.00159980310115678,0.00110755599310854
"k__Bacteria|p__Acidobacteria|c__Holophagae|o__Subgroup_7|f__",0.00443022397243416,0.00652227418163918,0.00315858560997621,0.00590696529657888,0.00496349167281976,0.0066863565509886,0.005455738780868,0.00385593567971121,0.00270735909426532,0.000410205923373534,0.00274837968660267,0.00131265895479531,0.00036918533103618,0.00135367954713266,8.20411846747067e-05,0.00566084174255476,0.00172286487816884,0.0055377799655427,0.00943473623759127,0.00877840676019362,0.010214127492001,0.00873738616785626,0.00689145951267536,0.00996800393797686,0.00820411846747067,0.00939371564525392,0.00525063581918123,0.00697350069735007,0.00500451226515711,0.00147674132414472,0.00578390351956682,0.00475838871113299,0.00635819181228977,0.00549675937320535,0.00504553285749446,0.00652227418163918,0.00533267700385594,0.00656329477397654,0.00726064484371154,0.0055377799655427,0.00516859463450652,0.00463532693412093,0.00586594470424153,0.00529165641151858,0.00434818278775946,0.00225613257855443,0.000451226515710887,0.00188694724751825,0.00467634752645828,0.0066863565509886,0.00873738616785626,0.00746574780539831,0.00512757404216917,0.00627615062761506
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae",0.00697350069735007,0.00894248912954303,0.00520961522684388,0.0073016654360489,0.00881942735253097,0.00955779801460333,0.00520961522684388,0.00623513003527771,0.00582492411190418,0.00024612355402412,0.00086143243908442,0.000533267700385594,0.00098449421609648,0.000943473623759127,0.00024612355402412,0.00295348264828944,0.00233817376322914,0.0018459266551809,0.00360981212568709,0.00332266797932562,0.00254327672491591,0.00348675034867503,0.00262531790959061,0.00147674132414472,0.00278940027894003,0.00233817376322914,0.00319960620231356,0.00865534498318156,0.00906555090655509,0.000205102961686767,0.0109524981540733,0.00812207728279596,0.00927065386824186,0.00832718024448273,0.00918861268356715,0.00754778899007302,0.00648125358930183,0.00886044794486832,0.00869636557551891,0.00787595372877184,0.00816309787513332,0.00820411846747067,0.0086143243908442,0.0106653540077119,0.0100910657149889,0.00139470013947001,0.00049224710804824,0.00098449421609648,0.00258429731725326,0.00389695627204857,0.0024612355402412,0.00455328574944622,0.00537369759619329,0.00373287390269915
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__TRA3-20",0.00549675937320535,0.0066863565509886,0.00410205923373533,0.00873738616785626,0.0073837066207236,0.00726064484371154,0.00578390351956682,0.00504553285749446,0.00471736811879564,0.00012306177701206,0.000656329477397654,0.000574288292722947,0.000656329477397654,0.0006153088850603,0.000205102961686767,0.00393797686438592,0.0150545573878087,0.00488145048814505,0.00611206825826565,0.00619410944294036,0.00360981212568709,0.00438920338009681,0.00381491508737386,0.00287144146361473,0.00356879153334974,0.00627615062761506,0.00685043892033801,0.0073016654360489,0.00701452128968742,0,0.00787595372877184,0.00771187135942243,0.00619410944294036,0.0073837066207236,0.00734268602838625,0.00816309787513332,0.00598900648125359,0.00623513003527771,0.00574288292722947,0.00627615062761506,0.00709656247436213,0.00680941832800066,0.00787595372877184,0.00697350069735007,0.00762983017474772,8.20411846747067e-05,0.000164082369349413,0.00073837066207236,0.0036918533103618,0.00566084174255476,0.00262531790959061,0.00443022397243416,0.00406103864139798,0.00418410041841004
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae",0.00947575682992862,0.00992698334563951,0.00397899745672328,0.00877840676019362,0.00693248010501272,0.00947575682992862,0.00697350069735007,0.00574288292722947,0.00570186233489212,0.00012306177701206,0.00086143243908442,0.0006153088850603,0.00024612355402412,8.20411846747067e-05,4.10205923373534e-05,0.00377389449503651,0.00118959717778325,0.0030765444253015,0.00471736811879564,0.00438920338009681,0.00549675937320535,0.00410205923373533,0.00131265895479531,0.00278940027894003,0.00299450324062679,0.00360981212568709,0.00406103864139798,0.00836820083682008,0.0086143243908442,4.10205923373534e-05,0.00771187135942243,0.00894248912954303,0.00689145951267536,0.00726064484371154,0.00771187135942243,0.00836820083682008,0.00762983017474772,0.00845024202149479,0.00693248010501272,0.0067683977356633,0.0100090245303142,0.00808105669045861,0.006153088850603,0.00660431536631389,0.00939371564525392,0,4.10205923373534e-05,0.000902453031421774,0.0030765444253015,0.00385593567971121,0.0043071621954221,0.0024612355402412,0.00352777094101239,0.00385593567971121
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae",0.00660431536631389,0.00500451226515711,0.00352777094101239,0.00455328574944622,0.00603002707359094,0.00635819181228977,0.00644023299696448,0.00438920338009681,0.00451226515710887,0.00233817376322914,0.00164082369349413,0.00196898843219296,0.00812207728279596,0.00266633850192797,0.00196898843219296,0.00262531790959061,0.00225613257855443,0.00832718024448273,0.00229715317089179,0.00254327672491591,0.00451226515710887,0.00135367954713266,0.00685043892033801,0.00455328574944622,0.00287144146361473,0.00151776191648207,0.00639921240462712,0.00693248010501272,0.00516859463450652,0.0201411108376405,0.00537369759619329,0.0055377799655427,0.00541471818853064,0.00611206825826565,0.00463532693412093,0.0048404298958077,0.00455328574944622,0.00709656247436213,0.00434818278775946,0.0049224710804824,0.00598900648125359,0.0049224710804824,0.00414307982607269,0.00443022397243416,0.00443022397243416,0.0169825252276643,0.00258429731725326,0.000902453031421774,0.00434818278775946,0.00438920338009681,0.00270735909426532,0.00582492411190418,0.00270735909426532,0.00414307982607269
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Solimonadaceae",0.00180490606284355,0.00233817376322914,0.00205102961686767,0.00225613257855443,0.00287144146361473,0.00135367954713266,0.00118959717778325,0.00176388547050619,0.00168184428583149,8.20411846747067e-05,0.00258429731725326,0.00201000902453031,0.000164082369349413,0.000574288292722947,8.20411846747067e-05,0.0100910657149889,0.0018459266551809,0.00968085979161539,0.00972188038395275,0.00959881860694068,0.012880465993929,0.0153417015341702,0.010337189269013,0.0109524981540733,0.00816309787513332,0.00951677742226598,0.00886044794486832,0.00135367954713266,0.00266633850192797,0,0.00295348264828944,0.00180490606284355,0.00229715317089179,0.00213307080154237,0.00270735909426532,0.00283042087127738,0.0024612355402412,0.00168184428583149,0.00172286487816884,0.00287144146361473,0.00229715317089179,0.00213307080154237,0.00242021494790385,0.00250225613257855,0.00209205020920502,0,0,0.00299450324062679,0.00939371564525392,0.0118959717778325,0.0138239396176881,0.00832718024448273,0.00947575682992862,0.0079990155057839
"k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__C0119|f__",0.00254327672491591,0.000943473623759127,0.00135367954713266,0.00151776191648207,0.00151776191648207,0.00168184428583149,0.00131265895479531,0.0012306177701206,0.00106653540077119,0.000205102961686767,0.00278940027894003,0.00225613257855443,0.000574288292722947,0.00036918533103618,0,0.00750676839773566,0.00324062679465091,0.010337189269013,0.0129625071786037,0.0110345393387481,0.011608827631471,0.0165723193042908,0.0098449421609648,0.0127163836245795,0.00963983919927804,0.0102961686766757,0.00812207728279596,0.00131265895479531,0.0018459266551809,0,0.00159980310115678,0.00192796783985561,0.00147674132414472,0.00196898843219296,0.000943473623759127,0.00225613257855443,0.00217409139387973,0.00159980310115678,0.00147674132414472,0.00213307080154237,0.00205102961686767,0.00168184428583149,0.00188694724751825,0.00139470013947001,0.00188694724751825,0,0,0.00360981212568709,0.00963983919927804,0.0127163836245795,0.0114037246697842,0.00935269505291656,0.0112396423004348,0.00939371564525392
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae",0.00479940930347034,0.00348675034867503,0.00319960620231356,0.00360981212568709,0.00381491508737386,0.0042251210107474,0.00594798588891624,0.00381491508737386,0.00360981212568709,0.0006153088850603,0.00147674132414472,0.00176388547050619,0.00151776191648207,0.000820411846747067,0.00036918533103618,0.00475838871113299,0.00168184428583149,0.00603002707359094,0.0113627040774469,0.00644023299696448,0.005455738780868,0.00660431536631389,0.00968085979161539,0.00561982115021741,0.00746574780539831,0.00783493313643449,0.00549675937320535,0.00402001804906063,0.00332266797932562,0.00168184428583149,0.00516859463450652,0.00385593567971121,0.00443022397243416,0.00365083271802445,0.00451226515710887,0.00541471818853064,0.0030765444253015,0.00393797686438592,0.00406103864139798,0.00373287390269915,0.00426614160308475,0.00426614160308475,0.0049224710804824,0.00561982115021741,0.0042251210107474,0.00324062679465091,0.00385593567971121,0.00176388547050619,0.00603002707359094,0.00537369759619329,0.00574288292722947,0.00520961522684388,0.00570186233489212,0.00504553285749446
"k__Bacteria|p__Acidobacteria|c__Blastocatellia_Subgroup_4|o__Blastocatellales|f__Blastocatellaceae",0.00693248010501272,0.00828615965214538,0.00570186233489212,0.00787595372877184,0.00680941832800066,0.00849126261383214,0.00631717121995242,0.00586594470424153,0.00426614160308475,0.000328164738698827,0.000656329477397654,0.000410205923373534,0.00106653540077119,0.000656329477397654,0.000164082369349413,0.00328164738698827,0.00102551480843383,0.00147674132414472,0.00242021494790385,0.00229715317089179,0.00188694724751825,0.00344572975633768,0.00315858560997621,0.00176388547050619,0.00434818278775946,0.00324062679465091,0.00397899745672328,0.0079990155057839,0.00693248010501272,0.0006153088850603,0.00713758306669948,0.0067683977356633,0.00779391254409714,0.0073016654360489,0.00742472721306096,0.00639921240462712,0.00762983017474772,0.00578390351956682,0.0086143243908442,0.00648125358930183,0.00705554188202478,0.0079990155057839,0.00639921240462712,0.00598900648125359,0.00840922142915744,0.00036918533103618,4.10205923373534e-05,0.00049224710804824,0.0036918533103618,0.00237919435556649,0.00225613257855443,0.00340470916400033,0.00229715317089179,0.00188694724751825
"k__Bacteria|p__Chloroflexi|c__OLB14|o__|f__",0.000902453031421774,0.000820411846747067,0.00098449421609648,0.00110755599310854,0.0006153088850603,0.00102551480843383,0.00073837066207236,0.00131265895479531,0.00086143243908442,0.000164082369349413,0.00283042087127738,0.00196898843219296,4.10205923373534e-05,0.000451226515710887,0,0.00828615965214538,0.0320781032078103,0.0092296332759045,0.00988596275330216,0.00980392156862745,0.0130855689556157,0.0123882188858807,0.00832718024448273,0.00828615965214538,0.0085322832061695,0.00918861268356715,0.0100090245303142,0.0012306177701206,0.00127163836245795,0,0.00192796783985561,0.00098449421609648,0.00110755599310854,0.000533267700385594,0.00114857658544589,0.000410205923373534,0.000656329477397654,0.00114857658544589,0.00106653540077119,0.000779391254409714,0.00118959717778325,0.000779391254409714,0.000902453031421774,0.00118959717778325,0.00127163836245795,0,0,0.00242021494790385,0.00906555090655509,0.012880465993929,0.00972188038395275,0.0097629009762901,0.00648125358930183,0.00877840676019362
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae",0.00328164738698827,0.00443022397243416,0.00283042087127738,0.00504553285749446,0.00598900648125359,0.00434818278775946,0.00254327672491591,0.00365083271802445,0.00196898843219296,0.0006153088850603,0.000533267700385594,0.000943473623759127,0.00127163836245795,0.000820411846747067,0.00024612355402412,0.00328164738698827,0.00832718024448273,0.00258429731725326,0.00434818278775946,0.0043071621954221,0.0024612355402412,0.00397899745672328,0.00340470916400033,0.00611206825826565,0.00324062679465091,0.00373287390269915,0.00451226515710887,0.00356879153334974,0.0030765444253015,0.00377389449503651,0.00397899745672328,0.00324062679465091,0.00287144146361473,0.00291246205595209,0.00319960620231356,0.00373287390269915,0.00348675034867503,0.00287144146361473,0.00397899745672328,0.00242021494790385,0.00385593567971121,0.00336368857166297,0.00360981212568709,0.00475838871113299,0.00344572975633768,0.0273607350890147,0.0265403232422676,0.000943473623759127,0.00377389449503651,0.00229715317089179,0.00258429731725326,0.00283042087127738,0.00504553285749446,0.00644023299696448
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Elsterales|f__",0.00980392156862745,0.00672737714332595,0.0036918533103618,0.00849126261383214,0.0085322832061695,0.0073016654360489,0.00475838871113299,0.00529165641151858,0.00451226515710887,0.00012306177701206,0.000328164738698827,0.00024612355402412,0.00012306177701206,0.00012306177701206,4.10205923373534e-05,0.0012306177701206,0.00143572073180737,0.00168184428583149,0.00295348264828944,0.00151776191648207,0.00287144146361473,0.00168184428583149,0.00102551480843383,0.00114857658544589,0.00270735909426532,0.00164082369349413,0.00172286487816884,0.0067683977356633,0.00828615965214538,0.000697350069735007,0.0079169743211092,0.00721962425137419,0.00783493313643449,0.00824513905980802,0.00808105669045861,0.0085322832061695,0.00816309787513332,0.00566084174255476,0.00693248010501272,0.00939371564525392,0.0079990155057839,0.00742472721306096,0.00955779801460333,0.00816309787513332,0.00902453031421774,0.000410205923373534,0.000205102961686767,0.000205102961686767,0.00159980310115678,0.00188694724751825,0.00102551480843383,0.00250225613257855,0.00127163836245795,0.00164082369349413
"k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__Acidobacteria_bacterium_IGE-011|f__",0.00557880055788006,0.00594798588891624,0.0036918533103618,0.00648125358930183,0.0073016654360489,0.00598900648125359,0.00377389449503651,0.00726064484371154,0.00393797686438592,0.000287144146361473,0.0006153088850603,0.000451226515710887,0.000533267700385594,0.00049224710804824,8.20411846747067e-05,0.00225613257855443,0.000533267700385594,0.00168184428583149,0.00237919435556649,0.00192796783985561,0.00295348264828944,0.00188694724751825,0.00303552383296415,0.0006153088850603,0.00143572073180737,0.00299450324062679,0.000902453031421774,0.0067683977356633,0.00717860365903684,0,0.00467634752645828,0.00697350069735007,0.00717860365903684,0.00697350069735007,0.0079169743211092,0.00713758306669948,0.00611206825826565,0.00459430634178358,0.00623513003527771,0.0066863565509886,0.00541471818853064,0.00557880055788006,0.00463532693412093,0.00693248010501272,0.00701452128968742,0,0,0.000943473623759127,0.00319960620231356,0.0024612355402412,0.00201000902453031,0.0042251210107474,0.00590696529657888,0.00520961522684388
"k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__|f__",0.00467634752645828,0.0049224710804824,0.00274837968660267,0.00373287390269915,0.00303552383296415,0.00352777094101239,0.00385593567971121,0.00217409139387973,0.00229715317089179,0.00012306177701206,0.00164082369349413,0.0006153088850603,0.00127163836245795,0.00024612355402412,0,0.0048404298958077,0.00168184428583149,0.00623513003527771,0.00467634752645828,0.00377389449503651,0.00541471818853064,0.0066863565509886,0.00549675937320535,0.00533267700385594,0.0048404298958077,0.00426614160308475,0.00734268602838625,0.00443022397243416,0.00451226515710887,0.000943473623759127,0.00397899745672328,0.00352777094101239,0.00381491508737386,0.00389695627204857,0.00377389449503651,0.00365083271802445,0.00237919435556649,0.00274837968660267,0.00402001804906063,0.00283042087127738,0.00328164738698827,0.00393797686438592,0.00496349167281976,0.0060710476659283,0.00664533595865124,0.00611206825826565,0.000533267700385594,0.00131265895479531,0.00443022397243416,0.00549675937320535,0.005455738780868,0.00570186233489212,0.0043071621954221,0.00516859463450652
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae_1",0.00397899745672328,0.00672737714332595,0.0036918533103618,0.00479940930347034,0.0043071621954221,0.00356879153334974,0.00500451226515711,0.00434818278775946,0.00319960620231356,0.000902453031421774,0.00024612355402412,0.00036918533103618,0.00311756501763885,0.00151776191648207,0.000656329477397654,0.000779391254409714,0.0012306177701206,0.00106653540077119,0.000533267700385594,0.00114857658544589,0.000533267700385594,0.000164082369349413,0.00073837066207236,0.00151776191648207,0.0012306177701206,0.00086143243908442,0.00143572073180737,0.0055377799655427,0.00520961522684388,0.00701452128968742,0.00402001804906063,0.00586594470424153,0.00385593567971121,0.00418410041841004,0.00516859463450652,0.00443022397243416,0.00508655344983182,0.00496349167281976,0.00385593567971121,0.00475838871113299,0.00726064484371154,0.00611206825826565,0.00525063581918123,0.00463532693412093,0.00644023299696448,0.00295348264828944,0.00311756501763885,0.00180490606284355,0.00159980310115678,0.000451226515710887,0.000943473623759127,0.00849126261383214,0.00775289195175978,0.00205102961686767
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__",0.0030765444253015,0.00225613257855443,0.00118959717778325,0.00283042087127738,0.00443022397243416,0.00311756501763885,0.00164082369349413,0.00262531790959061,0.00106653540077119,0.000205102961686767,0.00106653540077119,0.0012306177701206,0.00036918533103618,0.00049224710804824,0,0.00619410944294036,0.0024612355402412,0.00463532693412093,0.00660431536631389,0.00705554188202478,0.00537369759619329,0.00697350069735007,0.00406103864139798,0.0066863565509886,0.0042251210107474,0.00451226515710887,0.00726064484371154,0.00336368857166297,0.00402001804906063,0,0.00262531790959061,0.00324062679465091,0.00291246205595209,0.00328164738698827,0.00196898843219296,0.00315858560997621,0.00205102961686767,0.00201000902453031,0.00172286487816884,0.00270735909426532,0.00254327672491591,0.00151776191648207,0.00274837968660267,0.00143572073180737,0.00213307080154237,0.00127163836245795,4.10205923373534e-05,0.00151776191648207,0.00619410944294036,0.00652227418163918,0.00566084174255476,0.0048404298958077,0.00561982115021741,0.00426614160308475
"k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__JG30-KF-CM45",0.00024612355402412,0.000533267700385594,0.00012306177701206,0.000451226515710887,0.000697350069735007,0.00049224710804824,0.000451226515710887,0.000451226515710887,0.00024612355402412,0.000410205923373534,0.00168184428583149,0.00110755599310854,0.000656329477397654,0.000820411846747067,8.20411846747067e-05,0.00746574780539831,0.00262531790959061,0.00496349167281976,0.00902453031421774,0.0113627040774469,0.00767085076708508,0.0108294363770613,0.00992698334563951,0.0118959717778325,0.00927065386824186,0.00672737714332595,0.00639921240462712,0.00024612355402412,0.000410205923373534,0.00135367954713266,8.20411846747067e-05,0.000697350069735007,0.00036918533103618,0.0006153088850603,0.000328164738698827,0.000533267700385594,0.000287144146361473,0.00024612355402412,0.000533267700385594,0.000205102961686767,0.000287144146361473,0.00012306177701206,0.000328164738698827,0.000164082369349413,0.00086143243908442,0.00270735909426532,0.00049224710804824,0.00295348264828944,0.00672737714332595,0.00598900648125359,0.00627615062761506,0.00869636557551891,0.0079169743211092,0.00721962425137419
"k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__S085|f__",0.000779391254409714,0.00151776191648207,0.0006153088850603,0.00086143243908442,0.00151776191648207,0.000287144146361473,0.000451226515710887,0.000902453031421774,0.0012306177701206,0.000205102961686767,0.00205102961686767,0.00110755599310854,0.000574288292722947,0.000574288292722947,4.10205923373534e-05,0.00672737714332595,0.00311756501763885,0.00775289195175978,0.00680941832800066,0.0120600541471819,0.00463532693412093,0.00988596275330216,0.00574288292722947,0.0115267864467963,0.00701452128968742,0.006153088850603,0.00680941832800066,0.00118959717778325,0.00135367954713266,0,0.000697350069735007,0.00098449421609648,0.00098449421609648,0.0012306177701206,0.00114857658544589,0.000451226515710887,0.00143572073180737,0.00127163836245795,0.00127163836245795,0.000820411846747067,0.00143572073180737,0.00098449421609648,0.00131265895479531,0.00151776191648207,0.00073837066207236,0,0.00036918533103618,0.00176388547050619,0.00471736811879564,0.0101320863073263,0.00479940930347034,0.00762983017474772,0.00590696529657888,0.0073837066207236
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae",0.00155878250881943,0.00258429731725326,0.00168184428583149,0.00258429731725326,0.00365083271802445,0.00254327672491591,0.00192796783985561,0.00201000902453031,0.00192796783985561,0.00024612355402412,0.00049224710804824,0.000410205923373534,0.000902453031421774,0.000779391254409714,0.00036918533103618,0.00192796783985561,0.00566084174255476,0.00151776191648207,0.00332266797932562,0.00283042087127738,0.00135367954713266,0.0012306177701206,0.00073837066207236,0.00118959717778325,0.00143572073180737,0.000820411846747067,0.00192796783985561,0.00242021494790385,0.00233817376322914,0.00225613257855443,0.00217409139387973,0.00250225613257855,0.00188694724751825,0.00242021494790385,0.00196898843219296,0.00270735909426532,0.00233817376322914,0.00291246205595209,0.00336368857166297,0.00225613257855443,0.00319960620231356,0.0018459266551809,0.00319960620231356,0.00221511198621708,0.00262531790959061,0.0221100992698335,0.0284272704897859,0.00049224710804824,0.00242021494790385,0.00168184428583149,0.00291246205595209,0.0030765444253015,0.00529165641151858,0.00291246205595209
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__BIrii41",0.00397899745672328,0.00410205923373533,0.00225613257855443,0.00381491508737386,0.00332266797932562,0.00414307982607269,0.00266633850192797,0.0030765444253015,0.00233817376322914,0.00012306177701206,0.000697350069735007,0.000287144146361473,0.00012306177701206,8.20411846747067e-05,0.00012306177701206,0.00262531790959061,0.005455738780868,0.0030765444253015,0.00139470013947001,0.00340470916400033,0.00348675034867503,0.00303552383296415,0.00406103864139798,0.00389695627204857,0.0036918533103618,0.00332266797932562,0.00406103864139798,0.00434818278775946,0.00434818278775946,0,0.00418410041841004,0.0036918533103618,0.00365083271802445,0.00389695627204857,0.00406103864139798,0.00278940027894003,0.00315858560997621,0.00414307982607269,0.00389695627204857,0.00373287390269915,0.00360981212568709,0.00332266797932562,0.00315858560997621,0.00443022397243416,0.00373287390269915,0.00012306177701206,8.20411846747067e-05,0.00073837066207236,0.00393797686438592,0.00291246205595209,0.00352777094101239,0.00291246205595209,0.00250225613257855,0.00516859463450652
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae",0.00578390351956682,0.00295348264828944,0.00479940930347034,0.00447124456477152,0.00303552383296415,0.00324062679465091,0.00360981212568709,0.00475838871113299,0.00217409139387973,0.000164082369349413,0.000451226515710887,0.000164082369349413,0.000697350069735007,4.10205923373534e-05,0.00024612355402412,0.00188694724751825,0.00192796783985561,0.00795799491344655,0.00114857658544589,0.00217409139387973,0.00012306177701206,0.000205102961686767,0.00209205020920502,0.00143572073180737,0.000574288292722947,0.00135367954713266,0.00660431536631389,0.00319960620231356,0.00385593567971121,0.00172286487816884,0.0042251210107474,0.00426614160308475,0.00504553285749446,0.00438920338009681,0.00463532693412093,0.00496349167281976,0.00496349167281976,0.00508655344983182,0.00352777094101239,0.0060710476659283,0.00406103864139798,0.00455328574944622,0.00356879153334974,0.00389695627204857,0.00541471818853064,0.00845024202149479,0.000287144146361473,0.00024612355402412,0.00098449421609648,0.000451226515710887,0.00049224710804824,0.00270735909426532,0.00073837066207236,0.00143572073180737
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae",0.000328164738698827,0.00127163836245795,0.00049224710804824,0.00147674132414472,0.000574288292722947,0.000820411846747067,0.0141931249487243,0.0111165805234228,0.0100910657149889,0.00049224710804824,0,0.000287144146361473,0.000574288292722947,0,0.00110755599310854,0.00024612355402412,8.20411846747067e-05,0.00024612355402412,0.000164082369349413,0.00024612355402412,8.20411846747067e-05,4.10205923373534e-05,0.000164082369349413,0.000943473623759127,0.000656329477397654,0.00012306177701206,0.00106653540077119,0.00036918533103618,0.00073837066207236,0.00951677742226598,0.00110755599310854,0.000410205923373534,0.000287144146361473,0.00102551480843383,0.00106653540077119,0.000902453031421774,0.000451226515710887,0.00073837066207236,0.00196898843219296,0.000574288292722947,0.000533267700385594,0.000287144146361473,0.00073837066207236,0.000779391254409714,0.000697350069735007,0.0395028304208713,0.0437279514316187,0.000164082369349413,0.000943473623759127,0.00049224710804824,0.000697350069735007,0.00114857658544589,0.000205102961686767,0.000164082369349413
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__CCD24|f__",0.00303552383296415,0.00373287390269915,0.00233817376322914,0.00385593567971121,0.00389695627204857,0.00340470916400033,0.00311756501763885,0.00291246205595209,0.0018459266551809,0.000287144146361473,0.0006153088850603,0.000287144146361473,0.000410205923373534,0.00012306177701206,8.20411846747067e-05,0.00360981212568709,0.00348675034867503,0.00172286487816884,0.00295348264828944,0.00324062679465091,0.00233817376322914,0.00287144146361473,0.00147674132414472,0.00213307080154237,0.00176388547050619,0.00221511198621708,0.00315858560997621,0.00336368857166297,0.00406103864139798,0.000164082369349413,0.00479940930347034,0.00475838871113299,0.00508655344983182,0.00455328574944622,0.00627615062761506,0.0043071621954221,0.00381491508737386,0.00447124456477152,0.00344572975633768,0.00365083271802445,0.00393797686438592,0.00426614160308475,0.00504553285749446,0.00611206825826565,0.00365083271802445,0.00143572073180737,0.000533267700385594,0.000533267700385594,0.0024612355402412,0.00324062679465091,0.00242021494790385,0.00258429731725326,0.00217409139387973,0.00131265895479531
