"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Chloroflexi|c__Ktedonobacteria",0.00402001804906063,0.00233817376322914,0.00188694724751825,0.00229715317089179,0.00266633850192797,0.00237919435556649,0.00221511198621708,0.00254327672491591,0.00172286487816884,0.000287144146361473,0.00278940027894003,0.00225613257855443,0.000574288292722947,0.00086143243908442,0,0.00754778899007302,0.00324062679465091,0.010337189269013,0.0129625071786037,0.0110345393387481,0.011608827631471,0.0165723193042908,0.00988596275330216,0.0127163836245795,0.00968085979161539,0.0102961686766757,0.00816309787513332,0.00205102961686767,0.00283042087127738,0,0.00303552383296415,0.0030765444253015,0.00237919435556649,0.00373287390269915,0.00258429731725326,0.00365083271802445,0.00254327672491591,0.00287144146361473,0.00217409139387973,0.00315858560997621,0.00303552383296415,0.00250225613257855,0.00287144146361473,0.00270735909426532,0.00274837968660267,0,0,0.00360981212568709,0.00968085979161539,0.0127574042169169,0.0114037246697842,0.00943473623759127,0.0112396423004348,0.00939371564525392
"k__Bacteria|p__Chloroflexi|c__OLB14",0.000902453031421774,0.000820411846747067,0.00098449421609648,0.00110755599310854,0.0006153088850603,0.00102551480843383,0.00073837066207236,0.00131265895479531,0.00086143243908442,0.000164082369349413,0.00283042087127738,0.00196898843219296,4.10205923373534e-05,0.000451226515710887,0,0.00828615965214538,0.0320781032078103,0.0092296332759045,0.00988596275330216,0.00980392156862745,0.0130855689556157,0.0123882188858807,0.00832718024448273,0.00828615965214538,0.0085322832061695,0.00918861268356715,0.0100090245303142,0.0012306177701206,0.00127163836245795,0,0.00192796783985561,0.00098449421609648,0.00110755599310854,0.000533267700385594,0.00114857658544589,0.000410205923373534,0.000656329477397654,0.00114857658544589,0.00106653540077119,0.000779391254409714,0.00118959717778325,0.000779391254409714,0.000902453031421774,0.00118959717778325,0.00127163836245795,0,0,0.00242021494790385,0.00906555090655509,0.012880465993929,0.00972188038395275,0.0097629009762901,0.00648125358930183,0.00877840676019362
"k__Bacteria|p__Chloroflexi|c__Dehalococcoidia",0.000779391254409714,0.00151776191648207,0.0006153088850603,0.00086143243908442,0.00151776191648207,0.00036918533103618,0.000451226515710887,0.000902453031421774,0.0012306177701206,0.000287144146361473,0.00242021494790385,0.00151776191648207,0.000656329477397654,0.000574288292722947,4.10205923373534e-05,0.00828615965214538,0.00373287390269915,0.00881942735253097,0.0091475920912298,0.0132086307326278,0.00697350069735007,0.0116908688161457,0.0073837066207236,0.0143161867257363,0.00808105669045861,0.00828615965214538,0.00783493313643449,0.00118959717778325,0.00135367954713266,0,0.000697350069735007,0.00098449421609648,0.00098449421609648,0.0012306177701206,0.00114857658544589,0.000451226515710887,0.00147674132414472,0.00127163836245795,0.00127163836245795,0.000820411846747067,0.00143572073180737,0.00098449421609648,0.00131265895479531,0.00159980310115678,0.00073837066207236,0,0.00036918533103618,0.00196898843219296,0.00561982115021741,0.0123471982935434,0.00582492411190418,0.0092296332759045,0.00685043892033801,0.00886044794486832
"k__Bacteria|p__Planctomycetes|c__Phycisphaerae",0,4.10205923373534e-05,0,0,4.10205923373534e-05,0,0,0.00012306177701206,0,0.00036918533103618,0.00168184428583149,0.00164082369349413,0.000164082369349413,8.20411846747067e-05,0,0.00754778899007302,0.00180490606284355,0.00840922142915744,0.0105833128230372,0.0101731068996636,0.0079169743211092,0.0140700631717122,0.0109935187464107,0.0108294363770613,0.00845024202149479,0.0107884157847239,0.00836820083682008,0,4.10205923373534e-05,4.10205923373534e-05,0,0,4.10205923373534e-05,8.20411846747067e-05,0,0,4.10205923373534e-05,0,0.000287144146361473,4.10205923373534e-05,0,4.10205923373534e-05,0,4.10205923373534e-05,8.20411846747067e-05,0,4.10205923373534e-05,0.0030765444253015,0.00881942735253097,0.00762983017474772,0.0109524981540733,0.00894248912954303,0.0121831159241939,0.0105012716383625
"k__Bacteria|p__Acidobacteria|c__Subgroup_25",4.10205923373534e-05,4.10205923373534e-05,0,8.20411846747067e-05,0,0,0,4.10205923373534e-05,8.20411846747067e-05,0.000287144146361473,0.00233817376322914,0.00114857658544589,0,0.000451226515710887,4.10205923373534e-05,0.00939371564525392,0.00151776191648207,0.00656329477397654,0.00742472721306096,0.00910657149889244,0.00951677742226598,0.0113627040774469,0.0116498482238084,0.00935269505291656,0.00578390351956682,0.00648125358930183,0.00742472721306096,0,4.10205923373534e-05,0.000943473623759127,0.00012306177701206,0,8.20411846747067e-05,8.20411846747067e-05,8.20411846747067e-05,0,0,0,0.00024612355402412,8.20411846747067e-05,0,8.20411846747067e-05,0.000164082369349413,4.10205923373534e-05,0.000164082369349413,0,0.000164082369349413,0.00217409139387973,0.006153088850603,0.0079990155057839,0.00902453031421774,0.00869636557551891,0.00795799491344655,0.00877840676019362
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia",0.00213307080154237,0.00118959717778325,0.00213307080154237,0.00291246205595209,0.00270735909426532,0.0018459266551809,0.00266633850192797,0.00196898843219296,0.00225613257855443,0.000328164738698827,0.00110755599310854,0.00114857658544589,0.00172286487816884,0.00073837066207236,0.00024612355402412,0.00537369759619329,0.00127163836245795,0.00512757404216917,0.00463532693412093,0.00512757404216917,0.00525063581918123,0.00557880055788006,0.00447124456477152,0.00459430634178358,0.00570186233489212,0.00672737714332595,0.00266633850192797,0.00270735909426532,0.00262531790959061,0.000164082369349413,0.00250225613257855,0.0030765444253015,0.00196898843219296,0.00242021494790385,0.00159980310115678,0.00229715317089179,0.0024612355402412,0.00225613257855443,0.00270735909426532,0.00180490606284355,0.00237919435556649,0.00196898843219296,0.00237919435556649,0.00225613257855443,0.00159980310115678,0.00168184428583149,0.000287144146361473,0.000902453031421774,0.00344572975633768,0.00352777094101239,0.0060710476659283,0.00402001804906063,0.00336368857166297,0.00402001804906063
"k__Bacteria|p__Gemmatimonadetes|c__BD2-11_terrestrial_group",0.0006153088850603,0.000902453031421774,0.000410205923373534,0.00049224710804824,0.000656329477397654,0.00012306177701206,0.000697350069735007,0.000410205923373534,0.00024612355402412,0.00036918533103618,0.00176388547050619,0.000779391254409714,0,4.10205923373534e-05,0,0.0036918533103618,0.00143572073180737,0.00656329477397654,0.00508655344983182,0.00512757404216917,0.00557880055788006,0.00685043892033801,0.00463532693412093,0.00644023299696448,0.00389695627204857,0.00742472721306096,0.00496349167281976,0.0006153088850603,0.000533267700385594,0,0.000205102961686767,0.0006153088850603,0.00036918533103618,0.00188694724751825,0.000287144146361473,0.000779391254409714,0.000697350069735007,0.00036918533103618,0.000820411846747067,0.000697350069735007,0.000820411846747067,0.000656329477397654,0.000656329477397654,0.000697350069735007,0.000820411846747067,0,0,0.00131265895479531,0.00381491508737386,0.00508655344983182,0.00639921240462712,0.00360981212568709,0.00402001804906063,0.00385593567971121
"k__Bacteria|p__Gemmatimonadetes|c__AKAU4049",8.20411846747067e-05,0,4.10205923373534e-05,4.10205923373534e-05,0.000410205923373534,0,8.20411846747067e-05,4.10205923373534e-05,0.000164082369349413,0.000328164738698827,0.00118959717778325,0.00102551480843383,0.000779391254409714,0.00036918533103618,0.00024612355402412,0.0048404298958077,0.00164082369349413,0.0049224710804824,0.0060710476659283,0.00537369759619329,0.00574288292722947,0.0066863565509886,0.00783493313643449,0.00434818278775946,0.00365083271802445,0.00680941832800066,0.00590696529657888,8.20411846747067e-05,0.00024612355402412,0,0,0.00012306177701206,4.10205923373534e-05,0,0.000287144146361473,8.20411846747067e-05,0.000164082369349413,0,0.000410205923373534,0.00012306177701206,8.20411846747067e-05,0.00012306177701206,0.000574288292722947,0.000451226515710887,0.000697350069735007,0,0,0.00180490606284355,0.00635819181228977,0.00685043892033801,0.00611206825826565,0.0048404298958077,0.00467634752645828,0.00533267700385594
"k__Bacteria|p__Chloroflexi|c__TK10",0.00475838871113299,0.00360981212568709,0.00131265895479531,0.00315858560997621,0.00283042087127738,0.00242021494790385,0.00258429731725326,0.00254327672491591,0.00250225613257855,0,0.00012306177701206,0.00036918533103618,0.00024612355402412,0.00024612355402412,0,0.000656329477397654,0.000697350069735007,0,0.00131265895479531,0.000820411846747067,0.00114857658544589,0.00086143243908442,0.00217409139387973,0.000697350069735007,0.000697350069735007,0.00139470013947001,0.000820411846747067,0.00266633850192797,0.0030765444253015,0.00073837066207236,0.00324062679465091,0.00348675034867503,0.00278940027894003,0.00377389449503651,0.00352777094101239,0.00360981212568709,0.00373287390269915,0.00328164738698827,0.00365083271802445,0.00348675034867503,0.00295348264828944,0.00229715317089179,0.00332266797932562,0.00373287390269915,0.00336368857166297,0,0,0.000164082369349413,0.000574288292722947,0.00073837066207236,0.0012306177701206,0.00262531790959061,0.00118959717778325,0.00254327672491591
"k__Bacteria|p__Actinobacteria|c__MB-A2-108",0.00192796783985561,0.00110755599310854,0.00139470013947001,0.00135367954713266,0.000820411846747067,0.00168184428583149,0.00201000902453031,0.000779391254409714,0.00086143243908442,0.00024612355402412,0.00164082369349413,0.000697350069735007,0.00049224710804824,0.000410205923373534,4.10205923373534e-05,0.00336368857166297,0.00098449421609648,0.00295348264828944,0.00299450324062679,0.00516859463450652,0.0012306177701206,0.00311756501763885,0.00352777094101239,0.00213307080154237,0.00291246205595209,0.00262531790959061,0.00414307982607269,0.00135367954713266,0.00209205020920502,0.00049224710804824,0.00106653540077119,0.00172286487816884,0.00098449421609648,0.00229715317089179,0.00114857658544589,0.00180490606284355,0.00155878250881943,0.00151776191648207,0.00139470013947001,0.00135367954713266,0.00143572073180737,0.00102551480843383,0.00217409139387973,0.00176388547050619,0.00233817376322914,0.00287144146361473,0.00012306177701206,0.000779391254409714,0.00426614160308475,0.00209205020920502,0.00262531790959061,0.00410205923373533,0.00352777094101239,0.00340470916400033
"k__Bacteria|p__Planctomycetes|c__OM190",0.00229715317089179,0.00283042087127738,0.0018459266551809,0.00270735909426532,0.00201000902453031,0.00188694724751825,0.00139470013947001,0.00188694724751825,0.00176388547050619,0.00024612355402412,0.000451226515710887,0.000328164738698827,0,8.20411846747067e-05,0,0.00254327672491591,0.00036918533103618,0.00205102961686767,0.00217409139387973,0.00299450324062679,0.00192796783985561,0.00344572975633768,0.00229715317089179,0.00225613257855443,0.00315858560997621,0.00217409139387973,0.00229715317089179,0.00139470013947001,0.00147674132414472,0,0.00254327672491591,0.00209205020920502,0.00324062679465091,0.00143572073180737,0.00344572975633768,0.00172286487816884,0.00303552383296415,0.00225613257855443,0.00237919435556649,0.00315858560997621,0.00303552383296415,0.00315858560997621,0.00188694724751825,0.00258429731725326,0.00164082369349413,0,0,0.000410205923373534,0.00127163836245795,0.00287144146361473,0.00381491508737386,0.00196898843219296,0.00106653540077119,0.00168184428583149
"k__Bacteria|p__Latescibacteria|c__",0.00520961522684388,0.00303552383296415,0.0024612355402412,0.00373287390269915,0.00434818278775946,0.00324062679465091,0.00176388547050619,0.00324062679465091,0.00176388547050619,4.10205923373534e-05,4.10205923373534e-05,0.00012306177701206,0.000410205923373534,0.00012306177701206,0,4.10205923373534e-05,4.10205923373534e-05,4.10205923373534e-05,0.000164082369349413,0,0,4.10205923373534e-05,4.10205923373534e-05,0.000328164738698827,0.000164082369349413,4.10205923373534e-05,0.000205102961686767,0.00557880055788006,0.00471736811879564,0,0.00336368857166297,0.00381491508737386,0.00377389449503651,0.00319960620231356,0.00406103864139798,0.00348675034867503,0.00274837968660267,0.00377389449503651,0.00406103864139798,0.00365083271802445,0.00381491508737386,0.00389695627204857,0.00352777094101239,0.00360981212568709,0.00479940930347034,0,0,0.00012306177701206,0.000328164738698827,0.000205102961686767,0.00012306177701206,0.000410205923373534,0.000164082369349413,0.00102551480843383
"k__Bacteria|p__Gemmatimonadetes|c__Longimicrobia",0.00188694724751825,0.0012306177701206,0.00180490606284355,0.00237919435556649,0.00196898843219296,0.0018459266551809,0.00110755599310854,0.00159980310115678,0.00102551480843383,0.000164082369349413,0.000574288292722947,0.000410205923373534,0.000205102961686767,0.00114857658544589,0.000164082369349413,0.00192796783985561,0.000779391254409714,0.00176388547050619,0.00221511198621708,0.0024612355402412,0.00377389449503651,0.00225613257855443,0.00233817376322914,0.00110755599310854,0.00229715317089179,0.00106653540077119,0.00147674132414472,0.00135367954713266,0.000779391254409714,0.00139470013947001,0.00188694724751825,0.00131265895479531,0.00217409139387973,0.00188694724751825,0.00237919435556649,0.00114857658544589,0.00127163836245795,0.00110755599310854,0.00188694724751825,0.00164082369349413,0.00168184428583149,0.00139470013947001,0.00180490606284355,0.00242021494790385,0.00254327672491591,0.000328164738698827,0.000205102961686767,0.000451226515710887,0.00151776191648207,0.00221511198621708,0.00303552383296415,0.00164082369349413,0.00155878250881943,0.00118959717778325
"k__Bacteria|p__Chloroflexi|c__JG30-KF-CM66",0.000820411846747067,0.00073837066207236,0.000574288292722947,0.000697350069735007,0.00172286487816884,0.000410205923373534,0.000574288292722947,0.00036918533103618,0.000697350069735007,0,0.00073837066207236,0.000328164738698827,0.00024612355402412,4.10205923373534e-05,8.20411846747067e-05,0.00176388547050619,0.00972188038395275,0.00221511198621708,0.00418410041841004,0.0018459266551809,0.00324062679465091,0.00242021494790385,0.00291246205595209,0.00328164738698827,0.00168184428583149,0.00180490606284355,0.00508655344983182,0.000902453031421774,0.00168184428583149,0.00024612355402412,0.00086143243908442,0.000697350069735007,0.000779391254409714,0.000287144146361473,0.00114857658544589,0.00049224710804824,0.00086143243908442,0.00114857658544589,0.00106653540077119,0.000779391254409714,0.000820411846747067,0.00106653540077119,0.00164082369349413,0.00118959717778325,0.00143572073180737,0.000164082369349413,0,0.000410205923373534,0.00356879153334974,0.00258429731725326,0.00283042087127738,0.00283042087127738,0.00201000902453031,0.00262531790959061
"k__Bacteria|p__Epsilonbacteraeota|c__Campylobacteria",0.00159980310115678,0.00131265895479531,0.000656329477397654,0.00151776191648207,0.00164082369349413,0.00192796783985561,0.00201000902453031,0.00114857658544589,0.00131265895479531,8.20411846747067e-05,0.00012306177701206,4.10205923373534e-05,0.00278940027894003,0.000205102961686767,8.20411846747067e-05,0.000410205923373534,0.000205102961686767,0.000164082369349413,0.00036918533103618,0.000902453031421774,8.20411846747067e-05,0.000164082369349413,0.00012306177701206,0.0012306177701206,0.000205102961686767,0.000328164738698827,0.000205102961686767,0.00180490606284355,0.00180490606284355,0.00229715317089179,0.00143572073180737,0.00172286487816884,0.00147674132414472,0.00172286487816884,0.0018459266551809,0.00131265895479531,0.00131265895479531,0.00147674132414472,0.00201000902453031,0.00812207728279596,0.006153088850603,0.005455738780868,0.00172286487816884,0.00213307080154237,0.00209205020920502,0.00024612355402412,0.000451226515710887,0.00049224710804824,0.000205102961686767,0.00024612355402412,0.00036918533103618,0.000574288292722947,0.000287144146361473,0.000287144146361473
"k__Bacteria|p__Spirochaetes|c__MVP-15",0,0,0,0,0,0,0,0.00024612355402412,0,0,0,0,0,0,0,0,0,0.00012306177701206,8.20411846747067e-05,8.20411846747067e-05,0,0,4.10205923373534e-05,0,0,0,0,0,4.10205923373534e-05,0.0638280416769218,0,0,0,0.000164082369349413,0,0,4.10205923373534e-05,0,0,0,0,0,8.20411846747067e-05,0,4.10205923373534e-05,0,0,4.10205923373534e-05,0,0,4.10205923373534e-05,0,0,0.000205102961686767
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia",0.00225613257855443,0.00159980310115678,0.00118959717778325,0.00196898843219296,0.00180490606284355,0.00135367954713266,0.000779391254409714,0.00172286487816884,0.00143572073180737,0.00012306177701206,0,0.00012306177701206,4.10205923373534e-05,0,4.10205923373534e-05,4.10205923373534e-05,0.000328164738698827,0.00114857658544589,0.00036918533103618,0.000205102961686767,0.00049224710804824,0.0006153088850603,0.000943473623759127,0.000410205923373534,0.000410205923373534,0.000902453031421774,0.000574288292722947,0.00172286487816884,0.00155878250881943,0.00086143243908442,0.000943473623759127,0.00147674132414472,0.00283042087127738,0.00393797686438592,0.00192796783985561,0.00135367954713266,0.00139470013947001,0.00229715317089179,0.00221511198621708,0.00168184428583149,0.00217409139387973,0.00110755599310854,0.000943473623759127,0.00254327672491591,0.00135367954713266,0,0.00036918533103618,0.00049224710804824,0.00036918533103618,0.000574288292722947,0.000533267700385594,0.00131265895479531,0.00155878250881943,0.000697350069735007
"k__Bacteria|p__Cyanobacteria|c__Oxyphotobacteria",0.00217409139387973,0.00192796783985561,0.00114857658544589,0.0018459266551809,0.00164082369349413,0.00151776191648207,0.00155878250881943,0.00159980310115678,0.0006153088850603,0.000205102961686767,0.000287144146361473,0.00036918533103618,0.000451226515710887,0.000779391254409714,0.00024612355402412,0.000328164738698827,0.000697350069735007,0.000410205923373534,0.00024612355402412,0.000451226515710887,0.000656329477397654,8.20411846747067e-05,0.000656329477397654,0.00151776191648207,0.000779391254409714,0.00110755599310854,0.000574288292722947,0.00106653540077119,0.00135367954713266,0.00036918533103618,0.00233817376322914,0.00127163836245795,0.00127163836245795,0.00139470013947001,0.00205102961686767,0.00110755599310854,0.00242021494790385,0.00155878250881943,0.00233817376322914,0.0012306177701206,0.00143572073180737,0.00188694724751825,0.00168184428583149,0.00147674132414472,0.00114857658544589,0.00012306177701206,0.000287144146361473,0.000533267700385594,0.000287144146361473,0.000943473623759127,0.000410205923373534,0.000533267700385594,0.00373287390269915,0.000574288292722947
"k__Bacteria|p__Elusimicrobia|c__Elusimicrobia",0,0,0,0,4.10205923373534e-05,0,0,0,0,0,0.00106653540077119,0.000410205923373534,0,0,0,0.000820411846747067,0.000410205923373534,0.00303552383296415,0.00414307982607269,0.00201000902453031,0.00344572975633768,0.0048404298958077,0.00205102961686767,0.00242021494790385,0.00118959717778325,0.00250225613257855,0.000943473623759127,0,0,0,0,8.20411846747067e-05,0,0,0,0,0,0,0.00012306177701206,0,0,0,0,0,0,0,0,0.000574288292722947,0.00529165641151858,0.00164082369349413,0.00418410041841004,0.00344572975633768,0.00336368857166297,0.00336368857166297
"k__Bacteria|p__Acidobacteria|c__Subgroup_5",0.00213307080154237,0.00266633850192797,0.00131265895479531,0.00110755599310854,0.00176388547050619,0.00176388547050619,0.00192796783985561,0.00114857658544589,0.00147674132414472,0.00012306177701206,4.10205923373534e-05,4.10205923373534e-05,0.00012306177701206,8.20411846747067e-05,0,0.000164082369349413,0.00135367954713266,0.00024612355402412,0.000164082369349413,4.10205923373534e-05,0.000574288292722947,0.000451226515710887,0.000779391254409714,0.00024612355402412,0.000164082369349413,0.000287144146361473,0,0.00168184428583149,0.00147674132414472,0.000287144146361473,0.00172286487816884,0.000820411846747067,0.00188694724751825,0.00159980310115678,0.00213307080154237,0.0006153088850603,0.00192796783985561,0.00168184428583149,0.00143572073180737,0.00196898843219296,0.0012306177701206,0.00192796783985561,0.00139470013947001,0.00118959717778325,0.00274837968660267,0,0,8.20411846747067e-05,0.000287144146361473,0.000410205923373534,0,0.00012306177701206,8.20411846747067e-05,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia",0.00098449421609648,0.000656329477397654,0.000451226515710887,0.0036918533103618,0.00340470916400033,0.00332266797932562,0.000164082369349413,0.0006153088850603,0.000451226515710887,8.20411846747067e-05,0,0,0.00049224710804824,0.00024612355402412,4.10205923373534e-05,4.10205923373534e-05,0.00024612355402412,0.00024612355402412,0,4.10205923373534e-05,0.000164082369349413,8.20411846747067e-05,0.00012306177701206,0.000164082369349413,4.10205923373534e-05,0.000656329477397654,0.000656329477397654,0.00114857658544589,0.00049224710804824,0.00336368857166297,0.000574288292722947,0.000328164738698827,0.00036918533103618,0.000697350069735007,0.000533267700385594,0.00049224710804824,0.00024612355402412,0.000779391254409714,0.00086143243908442,0.000656329477397654,0.000533267700385594,0.000410205923373534,0.000697350069735007,0.00086143243908442,0.000943473623759127,0.0101320863073263,0.00278940027894003,8.20411846747067e-05,0.000328164738698827,4.10205923373534e-05,4.10205923373534e-05,0.00237919435556649,0.000451226515710887,0.000902453031421774
"k__Bacteria|p__Firmicutes|c__Negativicutes",0.00086143243908442,0.000205102961686767,0.0006153088850603,0.00110755599310854,0.000451226515710887,0.00106653540077119,0.00110755599310854,0.00086143243908442,0.00049224710804824,8.20411846747067e-05,0.000205102961686767,0.000451226515710887,0.00131265895479531,0.000287144146361473,0.00106653540077119,0.000656329477397654,0.00073837066207236,0.000779391254409714,0.00213307080154237,0.00127163836245795,0.00205102961686767,0.000533267700385594,0.000656329477397654,0.00102551480843383,0.00118959717778325,0.000533267700385594,0.00049224710804824,0.00024612355402412,0.000451226515710887,0.0030765444253015,0.00024612355402412,0.000697350069735007,0.00036918533103618,0.000902453031421774,0.0006153088850603,0.000820411846747067,0.000205102961686767,0.00073837066207236,0.000451226515710887,0.000656329477397654,0.00024612355402412,0.0006153088850603,0.0006153088850603,0.000820411846747067,0.00073837066207236,0.00418410041841004,0.000533267700385594,4.10205923373534e-05,0.00151776191648207,0.000451226515710887,0.00229715317089179,0.00049224710804824,0.00036918533103618,0.000328164738698827
"k__Bacteria|p__Deinococcus-Thermus|c__Deinococci",0.00012306177701206,0,0,0.00012306177701206,0.0006153088850603,0.000287144146361473,0.000287144146361473,4.10205923373534e-05,0,4.10205923373534e-05,0.00049224710804824,0.000205102961686767,8.20411846747067e-05,0.00049224710804824,4.10205923373534e-05,0.00024612355402412,0.00135367954713266,4.10205923373534e-05,4.10205923373534e-05,8.20411846747067e-05,4.10205923373534e-05,0,0.000410205923373534,8.20411846747067e-05,0.000656329477397654,0.000328164738698827,0.00118959717778325,0.000205102961686767,0,0.00742472721306096,0.000164082369349413,0,0.00012306177701206,0,0.00012306177701206,0.00012306177701206,0,0.00012306177701206,0.00098449421609648,0.00012306177701206,0,0.000164082369349413,0.00106653540077119,0.000451226515710887,0.000287144146361473,0.00344572975633768,0.00348675034867503,0.000656329477397654,0.00332266797932562,0.0048404298958077,0.00340470916400033,0.00221511198621708,0.00049224710804824,0.000574288292722947
"k__Bacteria|p__Bacteroidetes|c__Rhodothermia",0,0,4.10205923373534e-05,0,0,0,0,0,0,8.20411846747067e-05,0.00012306177701206,0.000533267700385594,0,0,0,0.00283042087127738,0.000205102961686767,0.0018459266551809,0.00402001804906063,0.0036918533103618,0.00418410041841004,0.00258429731725326,0.00176388547050619,0.00155878250881943,0.00159980310115678,0.00213307080154237,0.00151776191648207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024612355402412,0,0.00073837066207236,0.00209205020920502,0.00143572073180737,0.00270735909426532,0.000943473623759127,0.00118959717778325,0.00143572073180737
"k__Bacteria|p__Fibrobacteres|c__Fibrobacteria",0.00036918533103618,0.000410205923373534,0.00049224710804824,0.000328164738698827,0.00110755599310854,0.00098449421609648,0.000451226515710887,0.00049224710804824,0.000287144146361473,4.10205923373534e-05,0.000328164738698827,0.000287144146361473,0,4.10205923373534e-05,0,0.00110755599310854,0.00024612355402412,0.00147674132414472,0.000574288292722947,0.000164082369349413,0.00135367954713266,0.00151776191648207,0.00127163836245795,0.00155878250881943,0.00106653540077119,0.000820411846747067,0.000410205923373534,0.000410205923373534,0.000820411846747067,0.00110755599310854,0.000697350069735007,0.00049224710804824,0.000410205923373534,0.0012306177701206,0.00073837066207236,0.000943473623759127,0.0006153088850603,0.000656329477397654,0.000779391254409714,0.00131265895479531,0.000656329477397654,0.000943473623759127,0.000533267700385594,0.000820411846747067,0.0006153088850603,0,0,0.000287144146361473,0.00114857658544589,0.000656329477397654,0.00127163836245795,0.00164082369349413,0.000902453031421774,0.00118959717778325
"k__Bacteria|p__Bacteroidetes|c__Ignavibacteria",0.00073837066207236,0.000656329477397654,0.000656329477397654,0.00151776191648207,0.000410205923373534,0.000410205923373534,0.0006153088850603,0.000328164738698827,0.00036918533103618,0.000164082369349413,0.000451226515710887,8.20411846747067e-05,0.000164082369349413,0.00012306177701206,8.20411846747067e-05,0.00102551480843383,0.00036918533103618,0.00118959717778325,0.000697350069735007,0.00102551480843383,0.000328164738698827,0.00143572073180737,0.00110755599310854,0.000451226515710887,0.00168184428583149,0.00118959717778325,0.000574288292722947,0.000574288292722947,0.00049224710804824,0,0.0006153088850603,0.00110755599310854,0.0006153088850603,0.0006153088850603,0.000820411846747067,0.00024612355402412,0.000943473623759127,0.000697350069735007,0.00086143243908442,0.00049224710804824,0.000697350069735007,0.000820411846747067,0.000574288292722947,0.0006153088850603,0.000697350069735007,0,0,8.20411846747067e-05,0.000779391254409714,0.000410205923373534,0.00172286487816884,0.00110755599310854,0.000410205923373534,0.00127163836245795
"k__Bacteria|p__Tenericutes|c__Mollicutes",0.000533267700385594,0.000656329477397654,8.20411846747067e-05,4.10205923373534e-05,0.000205102961686767,0.000205102961686767,0.000164082369349413,0.00012306177701206,0.000205102961686767,0,0.00012306177701206,0.00036918533103618,0.000533267700385594,8.20411846747067e-05,0,0.00192796783985561,0.000287144146361473,0.00114857658544589,0.00147674132414472,0.000410205923373534,0.00098449421609648,0.00012306177701206,0.0006153088850603,0.00201000902453031,0.000451226515710887,0.000656329477397654,0.000656329477397654,0.000943473623759127,0.000656329477397654,0.000943473623759127,0.000205102961686767,0.000574288292722947,0.000205102961686767,0.000697350069735007,0.00036918533103618,0.0006153088850603,0.00036918533103618,0.000205102961686767,0.000205102961686767,0.00012306177701206,0.0006153088850603,0.00024612355402412,0.000205102961686767,0.000328164738698827,0.000574288292722947,0.00258429731725326,0.000533267700385594,0.000164082369349413,0.00147674132414472,0.00098449421609648,0.00131265895479531,0.00118959717778325,0.000451226515710887,0.00205102961686767
"k__Bacteria|p__Chloroflexi|c__P2-11E",0.00024612355402412,4.10205923373534e-05,0,0.000205102961686767,0.000328164738698827,4.10205923373534e-05,0.00036918533103618,0.000205102961686767,8.20411846747067e-05,0,0.000410205923373534,0.000533267700385594,0,0,0,0.00073837066207236,0.00012306177701206,0.000943473623759127,0.00176388547050619,0.00233817376322914,0.00098449421609648,0.00127163836245795,0.00127163836245795,0.000328164738698827,0.00114857658544589,0.000779391254409714,0.000287144146361473,0.000287144146361473,0.00049224710804824,0,0.000410205923373534,0.000164082369349413,0.00012306177701206,0.00024612355402412,0.000205102961686767,0.000205102961686767,0.000164082369349413,0.000287144146361473,0.000328164738698827,0.000287144146361473,0.000410205923373534,0.00012306177701206,0,0.000533267700385594,0.00024612355402412,0,0.00073837066207236,0.000287144146361473,0.000656329477397654,0.00209205020920502,0.00106653540077119,0.000779391254409714,0.000820411846747067,0.00114857658544589
