Taxa,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
p__Chloroflexi_c__Ktedonobacteria_o__Ktedonobacterales_f__Ktedonobacteraceae,0.001066535,0.000738371,0.000287144,0.000369185,0.00069735,0.000615309,0.000410206,0.000656329,0.000451227,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,4.10E-05,0,0,0.000369185,0.000492247,0,0.000492247,0.000574288,0.000328165,0.001435721,0.001148577,0.000820412,8.20E-05,0.000820412,0.000574288,0.000533268,8.20E-05,0.000410206,0.000492247,0.000615309,0.000410206,0,0,0,0,0,0,0,0,0
p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptococcaceae,0.000410206,0.000246124,8.20E-05,0.000164082,0.000246124,0.000369185,0.000287144,0.000246124,4.10E-05,8.20E-05,0.000205103,4.10E-05,0.000738371,0.000492247,8.20E-05,0.000164082,0.000287144,0,0,4.10E-05,0,0,0.001476741,0.000533268,0,0,0.001517762,0.000451227,0.000164082,0.000205103,0.000574288,8.20E-05,0.000205103,0.000164082,0.000123062,0.000246124,0.000410206,0.00069735,0.000369185,0.000410206,0.000410206,0.000738371,0.000287144,0.000451227,0.000287144,0,0.000410206,8.20E-05,0,0.000369185,4.10E-05,8.20E-05,0,0
p__Proteobacteria_c__Gammaproteobacteria_o__Betaproteobacteriales_f__,0,0,4.10E-05,0,0,0,0.000123062,0,0,0,0.000164082,4.10E-05,0,8.20E-05,0,0.000861432,4.10E-05,0.000369185,0.000205103,0.001148577,0.000369185,0.000738371,0.000451227,0.000410206,0.000287144,0.000451227,0.000369185,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0.001312659,0.001968988,0.001271638,0,0,0,4.10E-05,0.000164082,0.000246124,0.001066535,0.000861432,0.000123062,0.000656329,0.000574288,0.000492247
p__Acidobacteria_c___o___f__,0,0,0,0,0,0,0,0,0,0.000123062,0.000123062,0.000205103,0,0,0,0.000492247,0.000164082,0.000820412,0.000738371,0.000943474,0.000820412,0.000984494,0.000287144,0.000287144,0.000574288,0.000820412,0.001722865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287144,0.001025515,0.000410206,0.000943474,0.001968988,0.000205103,0.000738371
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Dermabacteraceae,4.10E-05,0,8.20E-05,0,0.000246124,0,0,4.10E-05,0.000328165,4.10E-05,8.20E-05,0.000246124,0.000246124,0.000287144,0,0.000820412,4.10E-05,0.000451227,4.10E-05,0.000164082,0.000287144,4.10E-05,0.000328165,0.000410206,0.000410206,0.000492247,8.20E-05,0.000164082,0.000123062,0.003568792,0,0,0,4.10E-05,0.000123062,8.20E-05,0.000328165,8.20E-05,0.000123062,4.10E-05,0,0.000164082,8.20E-05,0,0,0.00209205,0.000205103,0.000205103,0.000820412,0.000328165,0.000246124,0.000246124,0.000164082,0.000164082
p__Deinococcus_Thermus_c__Deinococci_o__Deinococcales_f__Deinococcaceae,0.000123062,0,0,8.20E-05,4.10E-05,0.000123062,0.000205103,0,0,4.10E-05,0.000451227,0.000205103,0,0.000451227,0,8.20E-05,0.000205103,0,0,0,4.10E-05,0,0.000410206,8.20E-05,4.10E-05,4.10E-05,0.000205103,0,0,0.000451227,4.10E-05,0,0.000123062,0,4.10E-05,0,0,0,0,4.10E-05,0,0,4.10E-05,4.10E-05,4.10E-05,0.00344573,0.00348675,0.000123062,0.000164082,0.000533268,0,0.002174091,0.000451227,0.000533268
p__Chloroflexi_c__Anaerolineae_o__Ardenticatenales_f__Ardenticatenaceae,0,0.000205103,0.000451227,0,4.10E-05,0,0.000287144,0.000287144,8.20E-05,4.10E-05,4.10E-05,4.10E-05,8.20E-05,0,0,0.000451227,0.000369185,0.00069735,0.000451227,0.000205103,0.001189597,0.000820412,0.000123062,0.000615309,0.000123062,0.001845927,0.000164082,0.000205103,4.10E-05,8.20E-05,0.000205103,0.000164082,0.000246124,0,0.000123062,0.000164082,0.000205103,0,0.000123062,0.000164082,0.000369185,8.20E-05,0.000451227,0.000246124,8.20E-05,0,0,0.000164082,0.000738371,0.000164082,0.000451227,0.000410206,4.10E-05,0.000820412
p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Rubritaleaceae,0,4.10E-05,0.000246124,0.000205103,0.000246124,8.20E-05,0.000164082,4.10E-05,0.000369185,8.20E-05,0,0,0.000123062,0.000123062,0,0.000287144,0.000123062,0.000205103,0,0.000164082,0,0.00069735,0.000287144,0,0,0.000820412,0.000123062,0.000123062,8.20E-05,0.001148577,0.000328165,0.000164082,8.20E-05,0.000164082,0.000738371,0,0.000205103,8.20E-05,8.20E-05,0.000123062,0.000369185,0,0,8.20E-05,4.10E-05,0.003076544,0.000164082,4.10E-05,0.000533268,0.000533268,0.000287144,0.000246124,0.000533268,0.000615309
p__Proteobacteria_c__Gammaproteobacteria_o__Legionellales_f__Legionellaceae,0,0,0,0,0,4.10E-05,0,0,0,0,0.000328165,4.10E-05,0,0,0,0.000328165,0.000123062,0.001025515,0.000369185,0.001886947,0.001148577,0.0013947,0.000451227,0.000861432,0.001271638,0.000246124,0.000615309,0,0,0.000328165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123062,0.000205103,0.000820412,0.000451227,0.000656329,0.000328165,0.001107556
p__Planctomycetes_c__Pla4_lineage_o___f__,0.000205103,8.20E-05,0.000164082,0.000410206,0.000533268,0.000410206,0.000328165,0.000369185,0.000820412,0,0,0,0,0,0,0,0,0,0.000861432,0.000615309,0,0.00069735,0.000615309,0,4.10E-05,0,0.000246124,0.000369185,0.000533268,0,0.000369185,4.10E-05,0.000820412,0.000246124,0.000656329,0.000492247,0.000369185,0.000246124,0.000574288,0.000451227,0.000328165,0.000533268,0.000287144,0.000205103,4.10E-05,0,0,0.000123062,0,8.20E-05,0.000328165,0.000123062,0.000123062,0.000369185
p__Proteobacteria_c__Gammaproteobacteria_o__KI89A_clade_f__,0.000164082,0.000328165,4.10E-05,0,4.10E-05,0.000287144,0.000123062,4.10E-05,0.000123062,0,0,4.10E-05,0,0,0,0.000738371,0.000205103,0,0,0.000533268,0.00069735,0.000656329,0,0.000902453,0.000656329,0.001107556,0.000492247,0.000451227,0.000164082,0,8.20E-05,0.000205103,0,0.000205103,0.000164082,0,0.000164082,0.000287144,0.000656329,0.000123062,0.000451227,0.000328165,0.000410206,0.000205103,8.20E-05,0,0,0.000123062,0.000410206,0.000943474,8.20E-05,0.000574288,0.000492247,8.20E-05
p__Chloroflexi_c__Ktedonobacteria_o__Ktedonobacterales_f__JG30_KF_AS9,0.000410206,0.000656329,0.000246124,0.000410206,0.000451227,8.20E-05,0.000492247,0.000656329,0.000205103,8.20E-05,0,0,0,0.000492247,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,4.10E-05,0.000369185,0.000492247,0,0.000943474,0.000574288,0.000574288,0.000328165,0.000492247,0.000574288,0.000287144,0.000451227,0.000123062,0.000492247,0.000902453,0.000410206,0.000492247,0.00069735,0.000451227,0,0,0,4.10E-05,4.10E-05,0,8.20E-05,0,0
p__Acidobacteria_c__Subgroup_18_o___f__,0.000123062,0.000205103,0.000656329,0.000410206,0.000287144,0.000451227,0.000574288,0.000205103,0.000246124,0,0,0,0.000123062,4.10E-05,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0.000656329,0.000328165,0,0.000656329,0.000738371,0.000451227,0.000574288,0.000328165,0.000205103,0.000246124,0.000656329,0.000533268,0.000902453,0.000574288,0.000410206,0.000820412,0.000533268,0.000164082,0,0,0,0,0,0,0.000164082,4.10E-05,0.000410206
p__Actinobacteria_c__Actinobacteria_o__PeM15_f__,0.000410206,0.000369185,0.000164082,0.000287144,0.000492247,0.000123062,0.000533268,0.000410206,0.000287144,4.10E-05,0,8.20E-05,0.000246124,0.000123062,4.10E-05,0,4.10E-05,0.000164082,8.20E-05,8.20E-05,0,0,0,4.10E-05,8.20E-05,0.000164082,0,0.000574288,8.20E-05,0,0.000779391,0.000246124,0.000205103,0.000205103,0.000533268,0.000984494,0.000287144,0.000574288,0.000205103,0.000328165,0.000410206,0.000410206,0.000369185,0.001107556,0.000328165,0,0,0.000123062,0.000246124,0,0,0.000164082,0,0.000123062
p__Proteobacteria_c__Alphaproteobacteria_o__Azospirillales_f__Inquilinaceae,8.20E-05,0.000861432,0.000328165,0.000328165,0.000451227,0.000492247,0.000164082,0.000246124,8.20E-05,4.10E-05,0,0,8.20E-05,0,0,8.20E-05,0,0,0.000123062,8.20E-05,0,0,0,0,0.000205103,4.10E-05,4.10E-05,0.000205103,0.000369185,0,0.000123062,0.000328165,0.000861432,0.000164082,0.000410206,0.000246124,0,0.000451227,0.000328165,0.000246124,0.000369185,0.000369185,0.000164082,0.000205103,0.000123062,0,0.000738371,4.10E-05,0.000451227,4.10E-05,0,0.000328165,0.001886947,0.000369185
p__Bacteroidetes_c__Bacteroidia_o___f__,0.000205103,8.20E-05,0,4.10E-05,0,4.10E-05,0.000123062,0.000164082,0,4.10E-05,0.000246124,0.000328165,0,0,0,0.000820412,0.000164082,0.000902453,0.000574288,0,0.000328165,0.000820412,0.000410206,0.000123062,0.001066535,0.000492247,0.000779391,4.10E-05,0,0,0,0,0,0,0,0,0.000123062,0.000164082,8.20E-05,0,4.10E-05,0,0.000246124,0,8.20E-05,0,0,0.000205103,0.000943474,4.10E-05,0.000451227,0.000656329,0.000574288,0.000779391
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Bogoriellaceae,0,0,0,8.20E-05,0,0.000123062,4.10E-05,0,0.000164082,0,0.000123062,4.10E-05,8.20E-05,0.000451227,0,0.000205103,0,8.20E-05,0,4.10E-05,0.000123062,0,0.000328165,0.000164082,0.000246124,0.000615309,8.20E-05,0.000164082,0.000123062,0.002994503,0.000246124,0,4.10E-05,0.000205103,4.10E-05,8.20E-05,0.000369185,4.10E-05,0.000123062,0.000451227,4.10E-05,0,0,4.10E-05,0.000123062,0,0.000492247,4.10E-05,0.000574288,0.000369185,0.000328165,0.000205103,0.000246124,0.001804906
p__Rokubacteria_c__NC10_o__Rokubacteriales_f__bacterium_WX65,0.000738371,0.000246124,0.000369185,0.000533268,0.000123062,0.000779391,0.000574288,0.000574288,0.000410206,4.10E-05,0,0,0,0,0,8.20E-05,0.000451227,4.10E-05,0,0,8.20E-05,0.000123062,0,0,0.000164082,0.000123062,0,0.000287144,0.000205103,0,0.000328165,0.000246124,0.000779391,8.20E-05,0.000246124,0.000123062,0.000369185,0.000287144,0.000246124,0.000615309,0.000533268,0.000123062,0.000615309,0.000123062,0.000328165,4.10E-05,0,4.10E-05,0.000164082,4.10E-05,4.10E-05,4.10E-05,0.000287144,0.000123062
p__Proteobacteria_c__Gammaproteobacteria_o__Coxiellales_f__Coxiellaceae,0,0,0,0,0,0,0,0,0,0,8.20E-05,0.000164082,0,0,0,0.000820412,0.000123062,0.000123062,0.000656329,0.001148577,0.001107556,0.000779391,0.000943474,0.000820412,8.20E-05,0.000984494,0.000820412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0.000328165,0.000205103,0.000451227,0.000369185,0.001230618,0.000123062
p__Planctomycetes_c__Planctomycetacia_o___f__,0.000451227,0.000533268,0.000205103,0.000410206,0.000369185,0.000246124,8.20E-05,0.000615309,0.000246124,0,0,0,0,0,0,0,0,0,0,0,0,0.000123062,0,0,0,0,0,4.10E-05,0.000451227,0,4.10E-05,0.000410206,0.000246124,0.000574288,0.000615309,0.000246124,0.00069735,0.001025515,0.000943474,0.000287144,0.000615309,0.000164082,0.000246124,0.000902453,0.000369185,0,0,0,0,0.000123062,4.10E-05,4.10E-05,4.10E-05,0
p__Actinobacteria_c__Rubrobacteria_o__Rubrobacterales_f__Rubrobacteriaceae,0,0,0,0,0,0,0,0,4.10E-05,0,0.000615309,0.000533268,0,0,0,0,0,0.000205103,0.000451227,0.000574288,0.000328165,0.000943474,0.000451227,0.001107556,0.000656329,0.000410206,0.000410206,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,4.10E-05,0,0,0,0,0,0,8.20E-05,0.00069735,0.000656329,0.001230618,0.000779391,0.000615309,0.000369185
p__Armatimonadetes_c___o___f__,0.000574288,0.000369185,0.000287144,0.000246124,0.000779391,0.000410206,0.000123062,0.000246124,8.20E-05,0,0,4.10E-05,0,0,0,0,0.000123062,0,0.000164082,0,0,0.000205103,0.000205103,0.000205103,0,0.000205103,8.20E-05,0.000205103,0.000164082,0,0.000246124,0.000287144,0.000205103,0.000287144,0.000328165,0.000574288,0.000451227,0.000123062,0.000164082,0.000574288,0.000779391,0.000615309,0.000656329,0.000205103,0.000164082,0,0,0.000123062,0,0.000123062,0,0.000164082,0.000287144,8.20E-05
p__Verrucomicrobia_c__Verrucomicrobiae_o__Verrucomicrobiales_f__Verrucomicrobiaceae,0,0.000205103,8.20E-05,8.20E-05,0.000287144,0.000369185,8.20E-05,0.000164082,8.20E-05,0,0.000164082,0.000369185,4.10E-05,8.20E-05,0,0.000287144,8.20E-05,0.000287144,0.000410206,0,0,8.20E-05,8.20E-05,0.000328165,0.00069735,0.000369185,0.000205103,0.000205103,8.20E-05,0,0.000574288,0.000287144,0.000164082,0.000123062,0.000164082,0.000410206,0,8.20E-05,0.000123062,0.000287144,4.10E-05,0,0,0.000164082,0.000123062,0,0,0.000123062,0.000205103,0,0.000779391,0.000861432,0.000738371,0.000615309
p__Actinobacteria_c__Actinobacteria_o__Glycomycetales_f__Glycomycetaceae,8.20E-05,4.10E-05,0,8.20E-05,0.000164082,0.000123062,0.000410206,0.000164082,4.10E-05,0,4.10E-05,4.10E-05,0.000328165,0.000533268,0.000328165,8.20E-05,8.20E-05,0,0,0,8.20E-05,0,0,8.20E-05,0.000123062,0,8.20E-05,0.000205103,4.10E-05,0,0.000123062,0.000164082,0.000328165,8.20E-05,0.000246124,0.000369185,0,0.000123062,0.000246124,0.000164082,4.10E-05,0.000369185,0.000164082,0.000205103,0,0.003281647,0.000902453,8.20E-05,0,0,8.20E-05,0.000287144,8.20E-05,8.20E-05
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__Archangiaceae,0.000369185,0.00069735,0.000164082,0.000328165,0.000246124,0.000164082,4.10E-05,0.000164082,0.000205103,0.000123062,8.20E-05,8.20E-05,0.000123062,0.000164082,0,0,0,0,4.10E-05,4.10E-05,0,0,0.000451227,8.20E-05,0.000246124,0,0,0.000287144,8.20E-05,0,0.000123062,0.000328165,4.10E-05,0.000123062,0.000287144,0.000369185,0.000205103,0.000287144,0.000123062,0.000328165,0.000656329,8.20E-05,0.000205103,0.000287144,0.000492247,0.000656329,0.000246124,0,8.20E-05,0.000369185,0.000410206,0.000205103,0.000123062,0.000164082
p__Bacteroidetes_c__Bacteroidia_o__Chitinophagales_f__37_13,0.000123062,0,0,4.10E-05,8.20E-05,4.10E-05,0,0,0,0,0.000410206,0,0,0,0,0.001107556,0.000410206,0.000410206,0.000123062,0.000205103,4.10E-05,0.000861432,0.00069735,0.000410206,0.000287144,0.000738371,0.000246124,4.10E-05,0.000205103,0,0.000123062,0,8.20E-05,0,0,0.000246124,0,0.000328165,8.20E-05,0,0,0.000164082,0.000164082,0,4.10E-05,0,0,4.10E-05,0.000533268,0.000369185,0.000738371,0.000287144,0.000287144,0.000246124
p__Bacteroidetes_c__Bacteroidia_o__Sphingobacteriales_f__env.OPS_17,0.000287144,0.000246124,0.000328165,4.10E-05,0.000328165,0.000328165,0.000287144,8.20E-05,0.000205103,0,0,0,0,0,0,0.000205103,0,0,0,0,8.20E-05,0.000123062,0.000615309,4.10E-05,0,0,0,0.000287144,0.000328165,0,0.000410206,0.000164082,0.000287144,0.000328165,0.000451227,0.000451227,0.00069735,4.10E-05,8.20E-05,0.00069735,0.000574288,0.000164082,0.000902453,0.000287144,0.000615309,0,0,0,8.20E-05,0,0,0,0,0
p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae,8.20E-05,0.000205103,0.000164082,0.000205103,0.000410206,0.000451227,0.000451227,0.000164082,0.000287144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246124,0.000451227,0,0.000451227,0.000205103,0,0.000492247,0.000328165,0.000738371,0.000246124,0.000492247,0.000533268,0.000369185,0.000123062,0.000246124,0.000369185,0.000451227,0.000369185,0.000779391,0.000328165,0.000328165,0,0,0,0,0,0,0,0,0
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__KD3_10,4.10E-05,0.000287144,0,0.000123062,4.10E-05,0,8.20E-05,0.000123062,0.000164082,0,0.000123062,8.20E-05,0,0,0,0.000574288,0,0.001599803,0.000123062,0.000246124,0.000164082,0.000615309,0.000246124,0.000410206,0.000574288,0.000533268,0.000492247,0,0,4.10E-05,8.20E-05,4.10E-05,4.10E-05,4.10E-05,0,0,0,0,0.000164082,4.10E-05,0.000287144,8.20E-05,8.20E-05,0.000246124,0,0,0,4.10E-05,0,0.000574288,0.000615309,0.000164082,0.000369185,0.000287144
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Kaistiaceae,0.000410206,0.000328165,0.000164082,0.000205103,0.000492247,0.000574288,0.000164082,0.000246124,0.000410206,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0.000328165,0.000574288,0,0.000123062,0.000451227,0.000451227,0.000369185,0.000287144,0.000246124,0.000287144,0.000369185,0.000779391,0.000533268,0.000369185,0.000205103,0.000369185,0.000164082,0.000738371,0,0,0,0,0,0,8.20E-05,0,0
p__Deinococcus_Thermus_c__Deinococci_o__Thermales_f__Thermaceae,0,0,0,0,0.000205103,0,0,0,0,0,0,0,0,0,0,0,0.000205103,0,0,0,0,0,0,0,0.000287144,0.000205103,0.000369185,4.10E-05,0,0,8.20E-05,0,0,0,0,0.000123062,0,0,0.000943474,8.20E-05,0,8.20E-05,0.000984494,0.000164082,0.000123062,0,0,0,0.001968988,0.002174091,0.001312659,0,0,4.10E-05
p__Actinobacteria_c__Nitriliruptoria_o__Euzebyales_f__Euzebyaceae,0,0,0,0,0,0,0,0,0,0,0.000410206,8.20E-05,0,0.000123062,0,0.000861432,0.000164082,0.000574288,0.000123062,0.000779391,0.000246124,0.000533268,0.000656329,0.000533268,0.000328165,0.000246124,0.000779391,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0.000246124,0.000943474,0.000205103,0.000369185,0.000779391,0
p__Chloroflexi_c__Anaerolineae_o__Caldilineales_f__Caldilineaceae,0.000205103,8.20E-05,0.000205103,0.000164082,0.000328165,0,0,0,4.10E-05,0,0,4.10E-05,0,8.20E-05,0,0.000328165,0,0.000656329,0.000246124,0,0.000533268,0.000492247,0,0,0,0.000246124,0.001148577,8.20E-05,0.000328165,0,0,4.10E-05,0.000205103,0,4.10E-05,0.000123062,4.10E-05,0.000246124,0.000164082,0,4.10E-05,0,8.20E-05,0.000205103,8.20E-05,0,0,4.10E-05,0.000779391,0.000738371,0.000246124,0,0.000451227,0.000287144
p__Proteobacteria_c__Deltaproteobacteria_o__MBNT15_f__,0.000164082,0.000328165,8.20E-05,0.000246124,8.20E-05,0.00069735,0.000246124,4.10E-05,0.000246124,0,0,0.000164082,0,4.10E-05,0,0,0.000123062,0,0.000205103,0,0,4.10E-05,0,0,0,8.20E-05,0.000246124,0.000369185,0.000656329,0,0.000369185,0.000287144,0.000246124,0.000574288,0.000246124,8.20E-05,8.20E-05,0.000451227,0.000410206,0.000164082,0,0.000287144,0.000451227,4.10E-05,0.000205103,0,0,0,4.10E-05,0.000328165,4.10E-05,0.000287144,8.20E-05,4.10E-05
p__Cyanobacteria_c__Sericytochromatia_o___f__,0.000369185,0.000205103,0.000164082,0,0.000533268,0.000246124,0.000287144,0.000533268,0.000164082,0,0,4.10E-05,0,8.20E-05,0,0.000246124,0.000164082,0,0.000164082,0,0.000164082,0.000123062,0.000205103,0.000410206,0,0,0,0.000287144,0.000246124,0,0.000246124,0.000164082,0.000369185,8.20E-05,0.000369185,0.000205103,0.000123062,0.000287144,0.000164082,0.000164082,0.000451227,0.000164082,0.000164082,0,0.000656329,0,0,0,4.10E-05,0,0,0.000369185,0,0
p__Halanaerobiaeota_c__Halanaerobiia_o__Halanaerobiales_f__Halanaerobiaceae,0.000492247,8.20E-05,0.000205103,0.000574288,0.000246124,8.20E-05,0.000369185,0.000328165,0.000123062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369185,4.10E-05,0.000164082,0.000779391,0.000205103,0.000287144,0.000410206,0.000246124,0.000205103,0.000410206,0,0.00069735,0.000451227,0.000451227,0.000615309,0.000287144,0.000205103,4.10E-05,0,0,0,0,0,0,0,0,0
p__Actinobacteria_c__Actinobacteria_o__Kineosporiales_f__Kineosporiaceae,0,0.000123062,0,4.10E-05,0,4.10E-05,4.10E-05,0.000164082,0,0.000328165,0,4.10E-05,0.001189597,0.000820412,4.10E-05,4.10E-05,0.000123062,4.10E-05,0.000287144,0,0.000287144,8.20E-05,8.20E-05,0.001066535,4.10E-05,0.000205103,0,0,0,0.000861432,0,4.10E-05,0,0,0,4.10E-05,4.10E-05,4.10E-05,0.000246124,0,0.000123062,0,8.20E-05,0.000123062,0,0,0.000246124,0,0.000205103,8.20E-05,0.000533268,4.10E-05,4.10E-05,0
p__Bacteroidetes_c__Bacteroidia_o__Chitinophagales_f__,0.000164082,0,0,4.10E-05,0.000123062,8.20E-05,0,8.20E-05,4.10E-05,0,0,0,0,0,0,4.10E-05,0,0,0.000656329,0.000246124,0.000410206,0.000287144,0.000902453,0.000984494,0.000205103,0,0,4.10E-05,0.000287144,0,0,8.20E-05,0.000246124,0,0.000164082,0,0,8.20E-05,4.10E-05,4.10E-05,0,0.000246124,4.10E-05,0,0,0,0,0.000123062,0.000943474,0.000205103,0,0.000287144,4.10E-05,0.000451227
p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae,0.000123062,0,0,0.000164082,0.000164082,0,8.20E-05,8.20E-05,4.10E-05,0,0,8.20E-05,0.000164082,0,0,4.10E-05,0.000164082,0.000164082,0,0,4.10E-05,0,0,4.10E-05,0.000123062,4.10E-05,0,8.20E-05,0.000123062,0.001312659,4.10E-05,0,0.000287144,4.10E-05,0,0.000123062,0.000451227,0,4.10E-05,0,8.20E-05,0,0,4.10E-05,0.000246124,0.000902453,0.000902453,0,0.000369185,0.000328165,0,0.000205103,0.000205103,0
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__D05_2,0,0,0.000164082,0,0.000123062,0,0,0.000123062,4.10E-05,0.000205103,4.10E-05,0.000123062,0,4.10E-05,0,0,0.000205103,0,0,0.000246124,0,4.10E-05,0.000287144,0.000123062,0,4.10E-05,4.10E-05,4.10E-05,8.20E-05,0.001435721,0.000205103,4.10E-05,4.10E-05,0.000164082,0,0.000123062,0.000164082,4.10E-05,0.000164082,8.20E-05,8.20E-05,0.000205103,0.000123062,8.20E-05,0.000123062,0.000369185,0.000820412,8.20E-05,4.10E-05,0,0.000451227,0.000246124,4.10E-05,0.000164082
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Promicromonosporaceae,0,0,4.10E-05,8.20E-05,0,0.000205103,0,0,0,0.000123062,0,0,0.000246124,4.10E-05,4.10E-05,0.000164082,0,0.000123062,8.20E-05,0,0.000287144,4.10E-05,8.20E-05,0,0.000246124,4.10E-05,0,4.10E-05,4.10E-05,4.10E-05,8.20E-05,0,8.20E-05,4.10E-05,0.000123062,4.10E-05,4.10E-05,0,0.000123062,4.10E-05,0,0,0.000164082,8.20E-05,0.000164082,0.000328165,0.002133071,0,0.000902453,0.000287144,0.000287144,4.10E-05,0.000123062,0.000164082
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Amb_16S_1323,8.20E-05,0.000164082,0.000123062,0.000328165,0.000451227,0.000205103,0.000123062,4.10E-05,8.20E-05,4.10E-05,4.10E-05,0.000164082,0.000164082,8.20E-05,4.10E-05,0.000164082,0.000410206,8.20E-05,0.000205103,0,0,0.000287144,0,4.10E-05,0.000246124,0.000164082,0,0.000369185,4.10E-05,0.000328165,8.20E-05,0.000328165,8.20E-05,0.000123062,0.000123062,0.000246124,0.000164082,4.10E-05,0.000164082,0,0,0,0.000123062,0.000164082,0.000123062,0,4.10E-05,8.20E-05,4.10E-05,0.000123062,0.000123062,4.10E-05,0.000246124,4.10E-05
p__Proteobacteria_c__Gammaproteobacteria_o__R7C24_f__,4.10E-05,8.20E-05,4.10E-05,4.10E-05,0.000164082,8.20E-05,0.000164082,8.20E-05,0.000205103,0,0,0.000164082,0,0.000123062,0,4.10E-05,0.000123062,0,0.000123062,0,0,0.000410206,0.000287144,0.000328165,4.10E-05,0.000205103,4.10E-05,4.10E-05,0,0,0.000205103,0.000656329,0,0.000328165,0.000205103,0.000246124,8.20E-05,0,8.20E-05,4.10E-05,0.000246124,0.000328165,8.20E-05,0,8.20E-05,0,0,0,0.000492247,4.10E-05,0.000123062,4.10E-05,0.000246124,0
p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_f__Rhodospirillaceae,4.10E-05,0.000451227,0.000123062,0,0.000328165,0.000287144,0,0,0.000205103,0,0,8.20E-05,0,8.20E-05,0,0.000123062,0.000287144,0.00069735,4.10E-05,0,0.000328165,8.20E-05,0,0,0,8.20E-05,0.000410206,0.000287144,0.000246124,0,4.10E-05,4.10E-05,0,0,4.10E-05,0,0.000123062,0.000205103,0,4.10E-05,8.20E-05,0.000123062,4.10E-05,8.20E-05,0.000164082,0,4.10E-05,0,0.000164082,0.000246124,0.000246124,0.000246124,0,8.20E-05
p__Proteobacteria_c__Gammaproteobacteria_o__Diplorickettsiales_f__Diplorickettsiaceae,0.000205103,0,0,0,0,0,0,8.20E-05,8.20E-05,0,4.10E-05,4.10E-05,0,0,0,0.000287144,0.000164082,0,0.000164082,0.000123062,0,0.000574288,0.000574288,0.000246124,0.000287144,0.000164082,0.000205103,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0.000164082,0.000738371,0.000328165,0.000492247,8.20E-05,0.000123062,0.000615309
p__Proteobacteria_c__Gammaproteobacteria_o__211ds20_f__,0.000369185,4.10E-05,0.000328165,0.000246124,0.000205103,0.000656329,8.20E-05,4.10E-05,4.10E-05,0,0,0,4.10E-05,0,0,0,0.000246124,0,0,4.10E-05,0,4.10E-05,0,0,0,0,0,0.000164082,0.000205103,0,4.10E-05,0.000123062,8.20E-05,0.000328165,0,0.000205103,0.000369185,4.10E-05,8.20E-05,0.000246124,0.000369185,8.20E-05,0.000369185,0.000328165,0.000164082,0,0.000205103,0,0,0,0,4.10E-05,0,0
