,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
OTU11,0.033513824,0.033390762,0.022602346,0.030109115,0.030519321,0.030314218,0.028222168,0.026950529,0.018377225,0.000369185,0.000451227,0.000656329,0.006030027,0.003281647,0.000328165,0.003158586,0.003322668,0.011978013,0.001230618,0.001681844,0.001968988,0.000492247,0.006727377,0.00348675,0.0013947,0.002379194,0.008778407,0.033759947,0.031093609,0.033390762,0.031873,0.031873,0.028345229,0.033883009,0.034088112,0.032078103,0.03183198,0.034047092,0.03183198,0.034990565,0.032693412,0.034375256,0.031421774,0.03113463,0.031421774,0.006850439,0.003199606,0.000820412,0.002994503,0.002256133,0.00209205,0.004676348,0.001968988,0.003404709
OTU12,0.021822955,0.019156617,0.015587825,0.019238658,0.018336205,0.018541308,0.016900484,0.018049061,0.010624333,0.001025515,0.004471245,0.003322668,0.001599803,0.001681844,0.000779391,0.01800804,0.00762983,0.017597834,0.016408237,0.015013537,0.01661334,0.016531299,0.014316187,0.018746411,0.014480269,0.018500287,0.008655345,0.019566823,0.022971532,0.005701862,0.017515793,0.019977028,0.016982525,0.018869472,0.019812946,0.022028058,0.021576832,0.020018049,0.019689884,0.019894987,0.017761916,0.019977028,0.021412749,0.018500287,0.019812946,0.045286734,0.017228649,0.004389203,0.021617852,0.014070063,0.015136599,0.016695381,0.016859463,0.019115596
OTU13,0.025022561,0.029206662,0.016736402,0.026089097,0.028017065,0.027894003,0.02219214,0.024612355,0.015998031,0.00135368,0.0013947,0.001025515,0.003609812,0.002666339,0.000369185,0.005906965,0.012060054,0.0041841,0.007178604,0.004758389,0.006809418,0.005455739,0.004102059,0.004061039,0.006317171,0.005701862,0.006645336,0.028304209,0.026827467,0.016941505,0.028960538,0.028099106,0.028468291,0.027237673,0.025022561,0.025268685,0.022602346,0.021904996,0.026950529,0.026827467,0.026540323,0.026007056,0.026786447,0.025391747,0.028017065,0.007957995,0.003609812,0.001722865,0.006645336,0.006399212,0.007383707,0.012388219,0.011198622,0.00828616
OTU14,0.017269669,0.016941505,0.011444745,0.019730905,0.01595701,0.016695381,0.017556814,0.015013537,0.009803922,0.000943474,0.005291656,0.003322668,0.001968988,0.001886947,0.000738371,0.012675363,0.004553286,0.017843958,0.017228649,0.014398228,0.020264173,0.020305193,0.017515793,0.01456231,0.015300681,0.018869472,0.015177619,0.015792928,0.019320699,0.001271638,0.018623349,0.017228649,0.019894987,0.018254164,0.019279678,0.01940274,0.018500287,0.019484781,0.018992534,0.019484781,0.019443761,0.017597834,0.017802937,0.018131102,0.018910493,0.004963492,0.002256133,0.00414308,0.016367216,0.017761916,0.016039052,0.016408237,0.01521864,0.015054557
OTU15,0.019033555,0.023094593,0.013905981,0.023627861,0.021617852,0.022561326,0.017761916,0.018541308,0.014767413,0.001312659,0.002215112,0.001271638,0.011526786,0.002256133,0.000820412,0.004512265,0.002912462,0.019279678,0.001886947,0.003117565,0.003773894,0.000328165,0.008491263,0.004471245,0.001722865,0.003609812,0.004512265,0.023873985,0.022766429,0.034785462,0.019977028,0.024653376,0.023463779,0.024489294,0.022397243,0.022520305,0.019074575,0.024694397,0.02010009,0.028796456,0.02424317,0.025350726,0.021822955,0.024530314,0.023504799,0.015464763,0.003691853,0.000902453,0.002953483,0.003978997,0.002461236,0.004594306,0.002707359,0.005045533
OTU16,0.007547789,0.005045533,0.007342686,0.007957995,0.006030027,0.009844942,0.00488145,0.006153089,0.003650833,0.130281401,0.105874149,0.129789154,0.005701862,0.043317746,0.000656329,0.007383707,0.011321683,0.002871441,0.001435721,0.00135368,0.001476741,0.000574288,0.002584297,0.002297153,0.005865945,0.003568792,0.003568792,0.005865945,0.006440233,0.020223152,0.005373698,0.005989006,0.005989006,0.006686357,0.007670851,0.007096562,0.005455739,0.006440233,0.005209615,0.006645336,0.006358192,0.00689146,0.007055542,0.006071048,0.006440233,0.008614324,0.0041841,0.000861432,0.007301665,0.003937977,0.002215112,0.00828616,0.006358192,0.002543277
OTU17,0.014726393,0.011978013,0.00898351,0.010050045,0.010829436,0.009885963,0.008573304,0.008040036,0.00623513,0.002133071,0.003609812,0.002666339,0.00623513,0.003896956,0.001107556,0.009147592,0.004389203,0.007711871,0.008163098,0.008122077,0.008901469,0.004307162,0.007424727,0.007711871,0.008696366,0.008573304,0.007916974,0.010337189,0.009803922,0.021207646,0.011608828,0.011854951,0.010911478,0.009762901,0.009106571,0.008778407,0.010009025,0.009598819,0.01107556,0.012306178,0.008901469,0.01041923,0.011116581,0.013085569,0.012224137,0.099680039,0.079046681,0.002666339,0.01041923,0.01037821,0.010132086,0.01382394,0.016818443,0.015833949
OTU18,0.026540323,0.024366232,0.01665436,0.023176635,0.024202149,0.022356223,0.018787431,0.021371729,0.013331693,8.20E-05,0,4.10E-05,0.000615309,8.20E-05,4.10E-05,0.000164082,0.000287144,0.000369185,0.000328165,0.000738371,0.000615309,0.000205103,0.000287144,0.000574288,0.000574288,0.000205103,0.000820412,0.025555829,0.021371729,0.000820412,0.0248995,0.022889491,0.025350726,0.026130117,0.024735417,0.025966035,0.027114612,0.025801953,0.023873985,0.020674379,0.025186644,0.028058085,0.025022561,0.023668882,0.023709902,0,0.000123062,8.20E-05,0.000123062,0.000410206,0.000246124,0.001230618,0.000615309,0.000123062
OTU19,0.000533268,0.000451227,0.000451227,0.000369185,0.000164082,0.000246124,0.000246124,0.000615309,0.000656329,0.000738371,0.008245139,0.005701862,0.000492247,0.000451227,0.000123062,0.028345229,0.039174666,0.03257035,0.032201165,0.033390762,0.030273197,0.035113627,0.026171138,0.033513824,0.019977028,0.03043728,0.03252933,0.000123062,0.000287144,0,0.000369185,0.000533268,0.000861432,0.000533268,0.000205103,0.000533268,8.20E-05,0.000369185,0.000615309,8.20E-05,0.000943474,0.000943474,0.000574288,0.000861432,0.001271638,0,0,0.007055542,0.030929527,0.030519321,0.031298712,0.020920502,0.02699155,0.028263188
OTU20,0.00902453,0.009968004,0.005660842,0.006850439,0.010132086,0.007875954,0.008655345,0.007178604,0.005906965,0.000615309,0.005209615,0.002256133,0.0013947,0.000902453,0.000123062,0.017269669,0.012675363,0.018746411,0.015464763,0.021412749,0.019648864,0.020469276,0.017802937,0.019566823,0.016039052,0.014275166,0.017269669,0.008040036,0.007670851,0.000369185,0.008696366,0.008737386,0.010542292,0.009803922,0.011485766,0.010214127,0.008655345,0.009065551,0.008081057,0.009926983,0.008081057,0.008245139,0.007793913,0.011034539,0.008614324,0,0.000656329,0.004266142,0.015874969,0.017884978,0.018787431,0.01661334,0.015792928,0.016859463
OTU21,0.000328165,0.000287144,0.000287144,0.000615309,0.000369185,0.000410206,0.000492247,0.000451227,8.20E-05,0.001722865,0.008819427,0.006645336,0.001230618,0.001927968,0.000205103,0.026540323,0.005947986,0.025309705,0.037697924,0.032242186,0.036754451,0.033349742,0.027894003,0.025186644,0.030232177,0.025063582,0.027770941,0.000369185,0.000451227,0.001558783,0.000656329,0.000246124,0.000492247,0.000287144,0.000123062,0.000123062,0.000246124,0.000205103,0.00069735,0.000123062,0.000246124,0.000410206,0.000779391,0.000410206,0.000451227,0.00205103,0.000615309,0.008614324,0.030765444,0.029411765,0.029986053,0.025514808,0.022233161,0.022561326
OTU22,0.014439249,0.015013537,0.012142095,0.014193125,0.01661334,0.01595701,0.014480269,0.014111084,0.010337189,0.000984494,0.001722865,0.001599803,0.002133071,0.002256133,0.000451227,0.002502256,0.002379194,0.005578801,0.00414308,0.005250636,0.005250636,0.004758389,0.00414308,0.005086553,0.007465748,0.005332677,0.005209615,0.017351711,0.018582328,0.003404709,0.016572319,0.020141111,0.019730905,0.014275166,0.017556814,0.016900484,0.015628846,0.016244155,0.01591599,0.017967019,0.014931496,0.016080072,0.017802937,0.016859463,0.017597834,0.000287144,0.00069735,0.001189597,0.007342686,0.005989006,0.00488145,0.008163098,0.005332677,0.007916974
OTU23,0.010009025,0.010706375,0.006358192,0.008368201,0.01037821,0.010009025,0.007301665,0.008368201,0.007424727,0.000656329,0.002871441,0.002379194,0.000984494,0.00069735,0.000369185,0.009229633,0.024448273,0.013249651,0.015874969,0.013988022,0.013536795,0.017679875,0.012921487,0.015177619,0.013659857,0.016777422,0.012880466,0.011280663,0.009598819,0.001312659,0.007342686,0.009065551,0.011321683,0.008942489,0.010173107,0.010747395,0.01037821,0.008942489,0.010993519,0.006850439,0.011034539,0.012429239,0.008491263,0.01041923,0.009762901,0,0.000123062,0.003322668,0.015382722,0.015341702,0.013741898,0.012552301,0.011690869,0.014480269
OTU24,0.012511281,0.013700878,0.007342686,0.013618837,0.014029043,0.015998031,0.00972188,0.01316761,0.008450242,0.000902453,0.001148577,0.001025515,0.001599803,0.001804906,0.000861432,0.004307162,0.01037821,0.006153089,0.004389203,0.006030027,0.006973501,0.008081057,0.005332677,0.006645336,0.007916974,0.005906965,0.008409221,0.014685372,0.013700878,0.000492247,0.015095578,0.014726393,0.015095578,0.015505784,0.013988022,0.014234146,0.013741898,0.014931496,0.012880466,0.012880466,0.014398228,0.016162113,0.01177291,0.015341702,0.015300681,0.002543277,0.001230618,0.001845927,0.00623513,0.007342686,0.004512265,0.012388219,0.015998031,0.004758389
OTU25,0.001722865,0.002010009,0.000738371,0.001681844,0.002174091,0.001968988,0.002256133,0.00205103,0.000738371,0.00135368,0.0013947,0.001558783,0.005701862,0.004225121,0.000492247,0.006850439,0.002010009,0.003978997,0.002912462,0.005906965,0.003281647,0.003650833,0.003527771,0.004963492,0.005496759,0.003568792,0.003322668,0.0013947,0.001763885,0.01177291,0.001968988,0.001517762,0.002584297,0.001230618,0.002133071,0.001189597,0.000902453,0.002215112,0.002010009,0.002133071,0.001517762,0.001640824,0.001804906,0.002830421,0.002256133,0.05057839,0.289974567,0.00205103,0.005332677,0.004676348,0.003814915,0.002625318,0.004471245,0.003814915
OTU26,0.016080072,0.014193125,0.010788416,0.016818443,0.015587825,0.015669866,0.011813931,0.013618837,0.00968086,0.000287144,0.000984494,0.000861432,0.000369185,0.000574288,8.20E-05,0.005373698,0.001804906,0.007178604,0.005291656,0.005701862,0.004717368,0.005332677,0.005865945,0.002584297,0.003322668,0.004758389,0.004430224,0.015423743,0.014275166,0.000902453,0.015341702,0.015587825,0.017802937,0.015669866,0.017023546,0.015013537,0.013782919,0.018377225,0.015013537,0.016982525,0.015874969,0.01665436,0.017515793,0.016039052,0.01521864,0.001886947,0.000246124,0.002256133,0.003158586,0.005127574,0.003896956,0.003322668,0.002420215,0.00344573
OTU27,0.006358192,0.007342686,0.004758389,0.006112068,0.007875954,0.007096562,0.007260645,0.006727377,0.003568792,0.000861432,0.003158586,0.00344573,0.0013947,0.001148577,0.000451227,0.012142095,0.009106571,0.015546804,0.012511281,0.018131102,0.017064566,0.024038067,0.015792928,0.013947001,0.011485766,0.012306178,0.011526786,0.008778407,0.007752892,0.001066535,0.007752892,0.008737386,0.007383707,0.00693248,0.007178604,0.007424727,0.007219624,0.007834933,0.00898351,0.007506768,0.007301665,0.007999016,0.008901469,0.00972188,0.007547789,0.00135368,4.10E-05,0.003609812,0.017392731,0.015095578,0.010542292,0.013003528,0.017023546,0.012265157
OTU28,0.009393716,0.008409221,0.005004512,0.009106571,0.010665354,0.011485766,0.010952498,0.007424727,0.006030027,0.001599803,0.002707359,0.001476741,0.009393716,0.003240627,0.000984494,0.004553286,0.002994503,0.00762983,0.008204118,0.00623513,0.007424727,0.002133071,0.037697924,0.005619821,0.00553778,0.00484043,0.00693248,0.009270654,0.010173107,0.018049061,0.00689146,0.010296169,0.010993519,0.007711871,0.009762901,0.009434736,0.007793913,0.008040036,0.010132086,0.010993519,0.009762901,0.006686357,0.008860448,0.010255148,0.009516777,0.024407252,0.004225121,0.002871441,0.005414718,0.004799409,0.008901469,0.008614324,0.008081057,0.005742883
OTU29,0.010665354,0.010173107,0.007383707,0.009434736,0.010911478,0.009844942,0.006850439,0.007957995,0.006153089,0.000656329,0.004102059,0.002338174,0.00135368,0.001230618,0.000287144,0.007506768,0.007219624,0.011608828,0.013495775,0.008368201,0.011280663,0.012183116,0.008245139,0.00968086,0.01107556,0.012880466,0.008573304,0.008122077,0.007999016,0.001517762,0.009311674,0.011280663,0.010091066,0.009803922,0.007875954,0.008245139,0.009885963,0.009844942,0.009147592,0.010337189,0.008778407,0.009516777,0.009926983,0.012634342,0.009926983,0.000820412,0.000328165,0.003322668,0.011895972,0.007999016,0.008901469,0.010542292,0.00762983,0.008163098
OTU30,0.005619821,0.005742883,0.003691853,0.006768398,0.004430224,0.005250636,0.004471245,0.003978997,0.00274838,0.000533268,0.00488145,0.002707359,0.001148577,0.000820412,0.000246124,0.012142095,0.002625318,0.017474772,0.019607843,0.016162113,0.014152104,0.018459267,0.015710887,0.017228649,0.015464763,0.018418246,0.017884978,0.006481254,0.005373698,0.000820412,0.004676348,0.00693248,0.006522274,0.004512265,0.005701862,0.006194109,0.004307162,0.006645336,0.005701862,0.005414718,0.005455739,0.005127574,0.003937977,0.005086553,0.00488145,0.004430224,0.000533268,0.003650833,0.014316187,0.016982525,0.012142095,0.016941505,0.014849454,0.018090081
OTU31,0.006563295,0.006809418,0.004922471,0.006399212,0.006522274,0.005086553,0.005332677,0.005906965,0.004348183,0.000574288,0.003281647,0.003773894,0.002625318,0.000861432,0,0.010255148,0.013947001,0.011239642,0.017023546,0.012552301,0.01525966,0.015833949,0.013905981,0.013577816,0.014029043,0.013782919,0.015505784,0.007301665,0.007014521,0.00274838,0.006850439,0.006973501,0.00693248,0.00758881,0.005373698,0.005414718,0.005619821,0.006768398,0.005989006,0.006317171,0.005414718,0.006071048,0.006194109,0.005742883,0.006481254,0.003363689,0.000738371,0.003896956,0.012224137,0.013659857,0.012388219,0.015628846,0.014316187,0.014111084
OTU32,0.003855936,0.002953483,0.00274838,0.004594306,0.001845927,0.004758389,0.003609812,0.004348183,0.001968988,0.000369185,0.00488145,0.004266142,0.001230618,0.000328165,0,0.016941505,0.003896956,0.01312659,0.020961523,0.019443761,0.017433752,0.024038067,0.018418246,0.017433752,0.017761916,0.018500287,0.01731069,0.0027894,0.00274838,8.20E-05,0.004922471,0.003199606,0.003568792,0.003240627,0.004061039,0.004307162,0.002871441,0.003404709,0.002953483,0.002707359,0.004553286,0.004430224,0.005496759,0.005045533,0.003773894,4.10E-05,0.000615309,0.004471245,0.017925999,0.014603331,0.019443761,0.013495775,0.017720896,0.017761916
OTU33,0.013454754,0.016859463,0.008819427,0.016162113,0.01525966,0.013947001,0.011567807,0.015095578,0.007957995,0.000164082,0,4.10E-05,0.000246124,4.10E-05,8.20E-05,0,0.001148577,0.000205103,0,0.000738371,0.000246124,4.10E-05,8.20E-05,0.000492247,0.000369185,0.000287144,0.000574288,0.017679875,0.015751907,0.000492247,0.016941505,0.015382722,0.014275166,0.016121093,0.017474772,0.015792928,0.01591599,0.014931496,0.014890475,0.018213143,0.01595701,0.014808434,0.016490278,0.01452129,0.015177619,0,0.000287144,0.000328165,0.000656329,0.000615309,0.000533268,0.001148577,0.000205103,0.00069735
OTU34,0.00205103,0.001189597,0.001435721,0.004225121,0.002215112,0.00209205,0.003527771,0.002297153,0.001476741,0.003773894,0.003650833,0.005004512,0.012429239,0.012265157,0.000738371,0.02149479,0.002379194,0.003035524,0.003281647,0.003568792,0.003158586,0.001640824,0.004553286,0.00693248,0.032324227,0.019771926,0.009598819,0.002133071,0.001804906,0.032734433,0.002215112,0.002707359,0.002338174,0.002215112,0.002502256,0.003076544,0.002912462,0.00205103,0.003322668,0.002420215,0.002461236,0.002297153,0.002502256,0.00348675,0.002215112,0.028181147,0.07342686,0.001517762,0.008860448,0.003609812,0.004553286,0.005250636,0.006276151,0.016162113
OTU35,0.006645336,0.0041841,0.004676348,0.006850439,0.005619821,0.006317171,0.005127574,0.005045533,0.002543277,0.000820412,0.000738371,0.000861432,0.000984494,0.001189597,0.000328165,0.003937977,0.116703585,0.003404709,0.005578801,0.002871441,0.00488145,0.003117565,0.005127574,0.003240627,0.004799409,0.002871441,0.019115596,0.006727377,0.007999016,0.000451227,0.005989006,0.006850439,0.007424727,0.005250636,0.005701862,0.005496759,0.004676348,0.006727377,0.005004512,0.005250636,0.006563295,0.005824924,0.006522274,0.004348183,0.005209615,0.00205103,0.000369185,0.001148577,0.005209615,0.017556814,0.002420215,0.004758389,0.004676348,0.003568792
OTU36,0.009475757,0.008163098,0.004963492,0.007916974,0.007875954,0.009352695,0.006768398,0.008819427,0.005168595,0.000369185,0.001230618,0.002256133,0.001271638,0.000943474,8.20E-05,0.006317171,0.001927968,0.008942489,0.01037821,0.008409221,0.008491263,0.011526786,0.006194109,0.008163098,0.007055542,0.013249651,0.006399212,0.007260645,0.008081057,0.000738371,0.007999016,0.00762983,0.009147592,0.010296169,0.009106571,0.009475757,0.007670851,0.009434736,0.009968004,0.007547789,0.00762983,0.009270654,0.009106571,0.008368201,0.010132086,0,4.10E-05,0.00209205,0.005373698,0.009557798,0.007834933,0.009311674,0.006604315,0.009598819
OTU37,0.007055542,0.008081057,0.005168595,0.006112068,0.006973501,0.007752892,0.00689146,0.005824924,0.0041841,0.000902453,0.001886947,0.001558783,0.0013947,0.001599803,0.001763885,0.007301665,0.004225121,0.00689146,0.007752892,0.005250636,0.006481254,0.006399212,0.007219624,0.006686357,0.009598819,0.008778407,0.00828616,0.006727377,0.008368201,0.000369185,0.007957995,0.008491263,0.006727377,0.006809418,0.005578801,0.007711871,0.004717368,0.006809418,0.007055542,0.005045533,0.006112068,0.007999016,0.00762983,0.00689146,0.00828616,0.000574288,0.000451227,0.002379194,0.011608828,0.006850439,0.008778407,0.019279678,0.032283206,0.010952498
OTU38,0.003855936,0.003814915,0.002297153,0.003158586,0.004225121,0.003404709,0.003158586,0.004963492,0.00274838,0.000492247,0.002215112,0.002379194,0.000902453,0.001763885,4.10E-05,0.008532283,0.035769957,0.010337189,0.011649848,0.009352695,0.010583313,0.015382722,0.013988022,0.011978013,0.010829436,0.008901469,0.014029043,0.005209615,0.005045533,0.00069735,0.005619821,0.003855936,0.003691853,0.005086553,0.003609812,0.004471245,0.004020018,0.003363689,0.005989006,0.004758389,0.004348183,0.006071048,0.006522274,0.004717368,0.005291656,0,0.000246124,0.003158586,0.010870457,0.011854951,0.011198622,0.011198622,0.009803922,0.009844942
OTU39,0.003650833,0.004758389,0.002830421,0.005660842,0.00488145,0.005004512,0.003937977,0.003650833,0.003527771,0.000533268,0.00274838,0.003117565,0.000984494,0.002010009,4.10E-05,0.012962507,0.018910493,0.012060054,0.013208631,0.011526786,0.014111084,0.014111084,0.011444745,0.009352695,0.009475757,0.012839445,0.013782919,0.004963492,0.004717368,0.000656329,0.003937977,0.005373698,0.003855936,0.005086553,0.004471245,0.00484043,0.004225121,0.004553286,0.00488145,0.00344573,0.003281647,0.005004512,0.005373698,0.003650833,0.004922471,0.002010009,0.000574288,0.003117565,0.008655345,0.013372713,0.013782919,0.009844942,0.010255148,0.009803922
OTU40,0.001271638,0.000492247,0.000943474,0.001271638,0.001476741,0.003281647,0.002215112,0.001968988,0.000287144,0.109114776,0.050947576,0.077775043,0.003896956,0.012675363,0.000246124,0.001927968,0.005865945,0.000451227,0.000492247,0.000533268,0.00135368,0.000164082,0.001107556,0.001025515,0.004758389,0.003117565,0.001230618,0.000984494,0.000451227,0.017638855,0.000369185,0.000984494,0.000861432,0.000820412,0.000615309,0.001107556,0.001230618,0.000861432,0.001107556,0.000738371,0.000738371,0.001271638,0.000615309,0.000943474,0.000287144,0.004594306,0.014767413,0.000492247,0.001886947,0.001927968,0.000779391,0.000779391,0.001312659,0.001681844
