"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__",0.126138321437362,0.128066289277217,0.0834358848141767,0.119123800147674,0.124497497743867,0.122692591681024,0.10214127492001,0.10275658380507,0.0758470752317663,0.00438920338009681,0.0239970465173517,0.0180490606284355,0.0121831159241939,0.00865534498318156,0.00229715317089179,0.0826975141521044,0.18102387398474,0.100295348264829,0.100623513003528,0.0988186069406842,0.105258839937649,0.0972188038395274,0.0961932890310936,0.101608007219624,0.0986545245713348,0.0860612027237673,0.103823119205841,0.130240380671097,0.128435474608253,0.010911477561736,0.135039789974567,0.128886701123964,0.127984248092542,0.12523586840594,0.131347936664205,0.131019771925507,0.12088768561818,0.129378948232012,0.131799163179916,0.126917712691771,0.127779145130856,0.128722618754615,0.131306916071868,0.129460989416687,0.137049798999098,0.0131265895479531,0.00336368857166297,0.0237099023709902,0.103043727951432,0.102961686766757,0.0877840676019362,0.107514972516203,0.0847075231766347,0.117565017638855
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea",0.00406103864139798,0.0118139305931578,0.322216752809911,0.0042251210107474,0.00213307080154237,0.0048404298958077,0.00902453031421774,0.012880465993929,0.00557880055788006,0.563048650422512,0.395479530724424,0.0592337353351382,0.145048814504881,0.295307244236607,0.929157437033391,0.0567314792025597,0.0230535728935926,0.0129625071786037,0.00356879153334974,0.00131265895479531,0.00131265895479531,0.000656329477397654,0.00250225613257855,0.00209205020920502,0.00336368857166297,0.000902453031421774,0.00311756501763885,0.000451226515710887,0.00118959717778325,0.00180490606284355,0.000943473623759127,0.000164082369349413,0.000574288292722947,0.000533267700385594,0.000779391254409714,0.00106653540077119,0.00180490606284355,0.00098449421609648,0.00467634752645828,0.00131265895479531,0.00217409139387973,0.00098449421609648,0.00229715317089179,0.00164082369349413,0.000820411846747067,0.00385593567971121,0.00155878250881943,0.746984986463205,0.00229715317089179,0.00229715317089179,0.0343752563787021,0.0112806628927722,0.013003527770941,0.0116908688161457
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas",0.00627615062761506,0.00972188038395275,0.00266633850192797,0.00352777094101239,0.00717860365903684,0.0105012716383625,0.168963819837558,0.155509065550907,0.38871113298876,0.0590696529657888,0.12088768561818,0.402576093198786,0.560013126589548,0.443924850274838,0.0234227582246288,0.0358519977028468,0.0251046025104603,0.0131676101402904,0.00500451226515711,0.00590696529657888,0.00574288292722947,0.00373287390269915,0.0114857658544589,0.0055377799655427,0.00217409139387973,0.00561982115021741,0.006153088850603,0.00274837968660267,0.00512757404216917,0.0418820247764378,0.00319960620231356,0.00250225613257855,0.00250225613257855,0.00278940027894003,0.00324062679465091,0.00348675034867503,0.0367134301419312,0.00402001804906063,0.00360981212568709,0.00393797686438592,0.00295348264828944,0.00336368857166297,0.00488145048814505,0.00324062679465091,0.00274837968660267,0.0336779063089671,0.016367216342604,0.00217409139387973,0.0036918533103618,0.00705554188202478,0.00631717121995242,0.00402001804906063,0.00570186233489212,0.00619410944294036
"k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__",0.0370005742882927,0.0393797686438592,0.0267454262039544,0.0393387480515219,0.0403232422676183,0.035523832964148,0.0287144146361473,0.0308064648453524,0.0227254081548938,0.00311756501763885,0.0147674132414472,0.0117729100008204,0.0042251210107474,0.00315858560997621,0.000533267700385594,0.0550496349167282,0.0596029206661744,0.05734678808762,0.0591516941504635,0.0598490442201985,0.0604233325129215,0.0671917302485848,0.0466404134875708,0.0634178357535483,0.0457789810484863,0.0563622938715235,0.0542292230699811,0.0404873246369678,0.0363442448108951,0.00287144146361473,0.037615883173353,0.042251210107474,0.0389285421281483,0.0394207892361966,0.0369595536959554,0.0378620067273771,0.0372466978423168,0.0393387480515219,0.0354007711871359,0.0388465009434736,0.0374518008040036,0.0373287390269915,0.0379440479120519,0.0417589629994257,0.0390926244974977,0.000943473623759127,0.000943473623759127,0.0153827221265075,0.0502912462055952,0.0641151858232833,0.0565263762408729,0.0520141110837641,0.0490606284354746,0.0631717121995242
"k__Bacteria|p__Rokubacteria|c__NC10|o__Rokubacteriales|f__|g__",0.0158339486422184,0.0165723193042908,0.0124702600705554,0.0133727131019772,0.0141521043563869,0.0133727131019772,0.0114037246697842,0.0113216834851095,0.0109935187464107,0.0024612355402412,0.0151776191648207,0.0136188366560013,0.00176388547050619,0.00274837968660267,0.000287144146361473,0.0517679875297399,0.0158339486422184,0.05455738780868,0.0641562064156206,0.0742062515382722,0.0575108704569694,0.0657560095167774,0.0627204856838133,0.0663302978095004,0.0518500287144146,0.0519730904914267,0.0470095988186069,0.0151776191648207,0.019156616621544,0.000943473623759127,0.0165723193042908,0.0182541635901222,0.0168594634506522,0.0180490606284355,0.0187464106981705,0.0171055870046763,0.0179670194437608,0.0157519074575437,0.0161210927885799,0.0165723193042908,0.0160800721962425,0.0178849782590861,0.0184182459594717,0.0167774222659775,0.0147674132414472,0.00410205923373533,0.00131265895479531,0.0146853720567725,0.0587004676347526,0.0632127327918615,0.0626794650914759,0.0509885962753302,0.0528755435228485,0.0561982115021741
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas",0.0278119616047256,0.0322832061694971,0.0207974403150381,0.0308474854376897,0.0318730002461236,0.0333497415702683,0.0277709410123882,0.0269505291656412,0.0187053901058331,0.00242021494790385,0.00451226515710887,0.00656329477397654,0.0169415046353269,0.0155057839035196,0.0012306177701206,0.0161621133809172,0.0153006809418328,0.0158339486422184,0.0157519074575437,0.0180490606284355,0.0181721224054475,0.0206333579456887,0.0193617195832308,0.0178849782590861,0.025309705472147,0.0210025432767249,0.0185002871441464,0.0349085240790877,0.0349085240790877,0.0158749692345557,0.0288374764131594,0.0298629912215932,0.0338009680859792,0.0312166707687259,0.0326113709081959,0.0318319796537862,0.0306013618836656,0.0322832061694971,0.0339240298629912,0.0338830092706539,0.0353187300024612,0.0315448355074247,0.0325293297235212,0.0342521946016901,0.0278119616047256,0.0322421855771597,0.0121010747395192,0.00590696529657888,0.0190745754368693,0.0153417015341702,0.0208794814997129,0.0190745754368693,0.0182131429977849,0.0186643695134958
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Cavicella",0.0318730002461236,0.0322011649848224,0.0167364016736402,0.0331856592009189,0.0324472885388465,0.0326934120928706,0.0223972434161949,0.0220280580851588,0.0174337517433752,0.000205102961686767,4.10205923373534e-05,4.10205923373534e-05,8.20411846747067e-05,0.000205102961686767,0.00012306177701206,0.00012306177701206,0.00012306177701206,0.00012306177701206,0.000164082369349413,8.20411846747067e-05,0.000287144146361473,0.00012306177701206,4.10205923373534e-05,0.000410205923373534,0.000164082369349413,4.10205923373534e-05,0.000287144146361473,0.0327754532775453,0.035523832964148,0.00098449421609648,0.0358930182951842,0.036918533103618,0.0344162769710395,0.0335958651242924,0.0310525883993765,0.0333087209779309,0.032037082615473,0.0356468947411601,0.0339240298629912,0.0317499384691115,0.0323652473541718,0.0342111740093527,0.0315038149150874,0.0294527852982197,0.0350315858560998,0,0,4.10205923373534e-05,0.000287144146361473,0.00024612355402412,0.000205102961686767,0.00155878250881943,0.000328164738698827,8.20411846747067e-05
"k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira",0.0172696693740258,0.0169415046353269,0.0114447452621216,0.019730904914267,0.0159570104192305,0.0166953810813028,0.0175568135203872,0.0150135367954713,0.00980392156862745,0.000943473623759127,0.00529165641151858,0.00332266797932562,0.00196898843219296,0.00188694724751825,0.00073837066207236,0.0126753630322422,0.00455328574944622,0.0178439576667487,0.0172286487816884,0.014398227910411,0.0202641726146526,0.0203051932069899,0.0175157929280499,0.0145623102797604,0.0153006809418328,0.0188694724751825,0.0151776191648207,0.015792928049881,0.0193206989908934,0.00127163836245795,0.0186233489211584,0.0172286487816884,0.0198949872836164,0.0182541635901222,0.0192796783985561,0.0194027401755681,0.0185002871441464,0.0194847813602428,0.0189925342521946,0.0194847813602428,0.0194437607679055,0.0175978341127246,0.0178029370744114,0.0181311018131102,0.0189104930675199,0.00496349167281976,0.00225613257855443,0.00414307982607269,0.016367216342604,0.017761916482074,0.0160390516039052,0.0164082369349413,0.0152186397571581,0.0150545573878087
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__",0.019033554844532,0.0230945934859299,0.0139059808023628,0.0236278611863155,0.0216178521617852,0.0225613257855443,0.017761916482074,0.0185413077364837,0.0147674132414472,0.00131265895479531,0.00221511198621708,0.00127163836245795,0.0115267864467963,0.00225613257855443,0.000820411846747067,0.00451226515710887,0.00291246205595209,0.0192796783985561,0.00188694724751825,0.00311756501763885,0.00377389449503651,0.000328164738698827,0.00849126261383214,0.00447124456477152,0.00172286487816884,0.00360981212568709,0.00451226515710887,0.0238739847403397,0.0227664287472311,0.0347854623020756,0.0199770284682911,0.0246533759947494,0.0234637788169661,0.0244892936253999,0.0223972434161949,0.022520305193207,0.0190745754368693,0.0246943965870867,0.0201000902453031,0.0287964558208221,0.0242431700713758,0.0253507260644844,0.021822955123472,0.0245303142177373,0.0235047994093035,0.0154647633111822,0.0036918533103618,0.000902453031421774,0.00295348264828944,0.00397899745672328,0.0024612355402412,0.00459430634178358,0.00270735909426532,0.00504553285749446
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__",0.0205102961686767,0.0252686848798097,0.015792928049881,0.0252276642874723,0.0246533759947494,0.0243662318483879,0.0193617195832308,0.0195258019525802,0.0136188366560013,0.0055377799655427,0.00336368857166297,0.00311756501763885,0.0131265895479531,0.00192796783985561,0.00315858560997621,0.00812207728279596,0.00520961522684388,0.015669866272869,0.00192796783985561,0.00365083271802445,0.00315858560997621,0.000943473623759127,0.0118549511854951,0.00360981212568709,0.000943473623759127,0.00139470013947001,0.00479940930347034,0.0230125523012552,0.0223972434161949,0.0162441545655919,0.0214947903847732,0.0239970465173517,0.025186643695135,0.0237099023709902,0.020551316761014,0.0210435638690623,0.0228894905242432,0.0242841906637132,0.0219049963081467,0.0224792846008696,0.023217655262942,0.0213307080154237,0.019033554844532,0.0202231520223152,0.0222331610468455,0.0164492575272787,0.00114857658544589,0.00024612355402412,0.00233817376322914,0.00168184428583149,0.00159980310115678,0.00270735909426532,0.0018459266551809,0.00188694724751825
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Nitrosomonadaceae|g__MND1",0.014275166133399,0.0132496513249651,0.00873738616785626,0.0169004840429896,0.0154647633111822,0.013700877840676,0.0117729100008204,0.0107063746000492,0.00845024202149479,0.00106653540077119,0.00352777094101239,0.00225613257855443,0.0024612355402412,0.00151776191648207,0.000164082369349413,0.0175978341127246,0.0161621133809172,0.0153417015341702,0.0159980310115678,0.014275166133399,0.0154237427188449,0.0174337517433752,0.0148904750184593,0.0111986217080975,0.0128394454015916,0.0138239396176881,0.0171876281893511,0.0131265895479531,0.0133316925096398,4.10205923373534e-05,0.0149314956107966,0.0144392485027484,0.0166543604889655,0.0153827221265075,0.014398227910411,0.0121420953318566,0.0132086307326278,0.0155057839035196,0.0140290425793748,0.0152596603494954,0.00972188038395275,0.0134547542866519,0.0134137336943145,0.0147263926491099,0.0150135367954713,0.00176388547050619,0.000451226515710887,0.00324062679465091,0.0133727131019772,0.0185413077364837,0.0135367954713266,0.0158339486422184,0.0146033308720978,0.0150545573878087
"k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas",0.0172286487816884,0.019730904914267,0.0109935187464107,0.0189515136598572,0.0167364016736402,0.0143572073180737,0.0127163836245795,0.0159980310115678,0.0127984248092542,0.000574288292722947,0.00192796783985561,0.00209205020920502,0.00086143243908442,0.00024612355402412,4.10205923373534e-05,0.0114037246697842,0.00188694724751825,0.012880465993929,0.00881942735253097,0.0105012716383625,0.00816309787513332,0.010337189269013,0.0106243334153745,0.0128394454015916,0.00701452128968742,0.0111165805234228,0.0118549511854951,0.0162031339732546,0.0175568135203872,0.00147674132414472,0.0188694724751825,0.0156288456805316,0.0153827221265075,0.0189925342521946,0.0199360078759537,0.0191155960292067,0.0196898843219296,0.0180490606284355,0.016367216342604,0.0171466075970137,0.0168594634506522,0.0186643695134958,0.0200590696529658,0.0173106899663631,0.0154647633111822,4.10205923373534e-05,8.20411846747067e-05,0.00250225613257855,0.0101731068996636,0.0137418984330134,0.00918861268356715,0.0067683977356633,0.00877840676019362,0.0100090245303142
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__",0.00229715317089179,0.00213307080154237,0.0260890967265567,0.0048404298958077,0.00385593567971121,0.0067683977356633,0.00348675034867503,0.00365083271802445,0.000943473623759127,0.00418410041841004,0.00664533595865124,0.00631717121995242,0.0123471982935434,0.0133727131019772,0.000410205923373534,0.0359340388875215,0.00943473623759127,0.0418820247764378,0.0340060710476659,0.0343752563787021,0.039707933382558,0.00229715317089179,0.0369595536959554,0.0376569037656904,0.0295348264828944,0.0312166707687259,0.0311756501763885,0.00693248010501272,0.0079169743211092,0.00324062679465091,0.00233817376322914,0.00266633850192797,0.00135367954713266,0.00229715317089179,0.00463532693412093,0.00935269505291656,0.00151776191648207,0.00328164738698827,0.00159980310115678,0.00172286487816884,0.00135367954713266,0.00118959717778325,0.00196898843219296,0.00131265895479531,0.00139470013947001,0.0110755599310854,0.00172286487816884,0.000656329477397654,0.0309705472147018,0.0225613257855443,0.0242431700713758,0.00270735909426532,0.00192796783985561,0.00225613257855443
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus",0.00467634752645828,0.00303552383296415,0.00590696529657888,0.00537369759619329,0.00471736811879564,0.00705554188202478,0.00377389449503651,0.00344572975633768,0.00250225613257855,0.122036262203626,0.0856920173927311,0.111247846418902,0.00496349167281976,0.0398309951595701,0.000656329477397654,0.00656329477397654,0.0111986217080975,0.00287144146361473,0.00143572073180737,0.00135367954713266,0.00147674132414472,0.000574288292722947,0.00254327672491591,0.00229715317089179,0.00549675937320535,0.0030765444253015,0.00352777094101239,0.00426614160308475,0.00438920338009681,0.0184182459594717,0.00385593567971121,0.00397899745672328,0.00397899745672328,0.00438920338009681,0.00594798588891624,0.00438920338009681,0.0024612355402412,0.0036918533103618,0.0036918533103618,0.00377389449503651,0.0042251210107474,0.00479940930347034,0.00479940930347034,0.00434818278775946,0.00438920338009681,0.00804003609812126,0.00385593567971121,0.00086143243908442,0.00656329477397654,0.0036918533103618,0.00180490606284355,0.00824513905980802,0.006153088850603,0.00242021494790385
"k__Bacteria|p__Gemmatimonadetes|c__S0134_terrestrial_group|o__|f__|g__",0.000533267700385594,0.000451226515710887,0.000451226515710887,0.00036918533103618,0.000164082369349413,0.00024612355402412,0.00024612355402412,0.0006153088850603,0.000656329477397654,0.00073837066207236,0.00824513905980802,0.00570186233489212,0.00049224710804824,0.000451226515710887,0.00012306177701206,0.0283452293051112,0.0391746656821724,0.0325703503158586,0.0322011649848224,0.0333907621626056,0.0302731971449668,0.0351136270407745,0.0261711379112314,0.0335138239396177,0.0199770284682911,0.0304372795143162,0.0325293297235212,0.00012306177701206,0.000287144146361473,0,0.00036918533103618,0.000533267700385594,0.00086143243908442,0.000533267700385594,0.000205102961686767,0.000533267700385594,8.20411846747067e-05,0.00036918533103618,0.0006153088850603,8.20411846747067e-05,0.000943473623759127,0.000943473623759127,0.000574288292722947,0.00086143243908442,0.00127163836245795,0,0,0.00705554188202478,0.0309295266223644,0.0305193206989909,0.0312987119534006,0.0209205020920502,0.0269915497579785,0.0282631881204365
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae|g__Haliangium",0.00902453031421774,0.00996800393797686,0.00566084174255476,0.00685043892033801,0.0101320863073263,0.00787595372877184,0.00865534498318156,0.00717860365903684,0.00590696529657888,0.0006153088850603,0.00520961522684388,0.00225613257855443,0.00139470013947001,0.000902453031421774,0.00012306177701206,0.0172696693740258,0.0126753630322422,0.0187464106981705,0.0154647633111822,0.0214127492000984,0.0196488637295923,0.0204692755763393,0.0178029370744114,0.0195668225449175,0.0160390516039052,0.014275166133399,0.0172696693740258,0.00804003609812126,0.00767085076708508,0.00036918533103618,0.00869636557551891,0.00873738616785626,0.0105422922306998,0.00980392156862745,0.0114857658544589,0.010214127492001,0.00865534498318156,0.00906555090655509,0.00808105669045861,0.00992698334563951,0.00808105669045861,0.00824513905980802,0.00779391254409714,0.0110345393387481,0.0086143243908442,0,0.000656329477397654,0.00426614160308475,0.0158749692345557,0.0178849782590861,0.0187874312905078,0.0166133398966281,0.015792928049881,0.0168594634506522
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__",0.0229305111165805,0.0216588727541226,0.0151365985724834,0.020551316761014,0.0210025432767249,0.0195668225449175,0.0164492575272787,0.0180490606284355,0.011608827631471,8.20411846747067e-05,0,4.10205923373534e-05,0.000533267700385594,8.20411846747067e-05,4.10205923373534e-05,8.20411846747067e-05,0.00024612355402412,0.00036918533103618,0.000328164738698827,0.00073837066207236,0.0006153088850603,0.000205102961686767,0.000205102961686767,0.00049224710804824,0.000574288292722947,0.000205102961686767,0.000328164738698827,0.0230125523012552,0.0185002871441464,0.000820411846747067,0.0222741816391829,0.0193206989908934,0.0224792846008696,0.0230945934859299,0.0217819345311346,0.0230945934859299,0.0236278611863155,0.022520305193207,0.0214947903847732,0.0177208958897366,0.0221100992698335,0.0249815407334482,0.021946016900484,0.0209615226843876,0.0204692755763393,0,8.20411846747067e-05,8.20411846747067e-05,0.00012306177701206,0.000328164738698827,0.00024612355402412,0.000902453031421774,0.00036918533103618,0.00012306177701206
"k__Bacteria|p__Acidobacteria|c__Blastocatellia_Subgroup_4|o__Pyrinomonadales|f__Pyrinomonadaceae|g__RB41",0.0144392485027484,0.0150135367954713,0.0121420953318566,0.0141931249487243,0.0166133398966281,0.0159570104192305,0.0144802690950857,0.0141110837640496,0.010337189269013,0.00098449421609648,0.00172286487816884,0.00159980310115678,0.00213307080154237,0.00225613257855443,0.000451226515710887,0.00250225613257855,0.00237919435556649,0.00557880055788006,0.00414307982607269,0.00525063581918123,0.00525063581918123,0.00475838871113299,0.00414307982607269,0.00508655344983182,0.00746574780539831,0.00533267700385594,0.00520961522684388,0.0173517105587005,0.0185823283288211,0.00340470916400033,0.0165723193042908,0.0201411108376405,0.019730904914267,0.014275166133399,0.0175568135203872,0.0169004840429896,0.0156288456805316,0.0162441545655919,0.0159159898268931,0.0179670194437608,0.0149314956107966,0.0160800721962425,0.0178029370744114,0.0168594634506522,0.0175978341127246,0.000287144146361473,0.000697350069735007,0.00118959717778325,0.00734268602838625,0.00598900648125359,0.00488145048814505,0.00816309787513332,0.00533267700385594,0.0079169743211092
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Tistrellales|f__Geminicoccaceae|g__",8.20411846747067e-05,0.00012306177701206,0.00024612355402412,0.00049224710804824,0.00024612355402412,0.000287144146361473,0.000328164738698827,0.00024612355402412,4.10205923373534e-05,0.00159980310115678,0.00881942735253097,0.00656329477397654,0.00118959717778325,0.00192796783985561,8.20411846747067e-05,0.0264993026499303,0.00590696529657888,0.025309705472147,0.0376569037656904,0.0322421855771597,0.0366724095495939,0.0333087209779309,0.0275658380507015,0.0247354171794241,0.0296578882599065,0.0248994995487735,0.027401755681352,0.000205102961686767,0.000328164738698827,0.000779391254409714,0.00036918533103618,0.00012306177701206,0.00036918533103618,0.000205102961686767,4.10205923373534e-05,4.10205923373534e-05,0.000164082369349413,8.20411846747067e-05,0.00036918533103618,4.10205923373534e-05,0,0.000328164738698827,0.00024612355402412,0.000287144146361473,0.000164082369349413,0.00205102961686767,0.0006153088850603,0.0085322832061695,0.0304783001066535,0.0292887029288703,0.0297399294445812,0.025309705472147,0.0221921404545082,0.0222331610468455
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__|f__|g__",0.0100090245303142,0.0107063746000492,0.00635819181228977,0.00836820083682008,0.0103782098613504,0.0100090245303142,0.0073016654360489,0.00836820083682008,0.00742472721306096,0.000656329477397654,0.00287144146361473,0.00237919435556649,0.00098449421609648,0.000697350069735007,0.00036918533103618,0.0092296332759045,0.0244482730330626,0.0132496513249651,0.0158749692345557,0.0139880219870375,0.0135367954713266,0.0176798752973993,0.0129214865862663,0.0151776191648207,0.0136598572483387,0.0167774222659775,0.012880465993929,0.0112806628927722,0.00959881860694068,0.00131265895479531,0.00734268602838625,0.00906555090655509,0.0113216834851095,0.00894248912954303,0.0101731068996636,0.0107473951923866,0.0103782098613504,0.00894248912954303,0.0109935187464107,0.00685043892033801,0.0110345393387481,0.0124292394782181,0.00849126261383214,0.0104192304536878,0.0097629009762901,0,0.00012306177701206,0.00332266797932562,0.0153827221265075,0.0153417015341702,0.0137418984330134,0.0125523012552301,0.0116908688161457,0.0144802690950857
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium",0.0210025432767249,0.0197719255066043,0.0148494544261219,0.0199360078759537,0.0185823283288211,0.0169825252276643,0.0165723193042908,0.0175157929280499,0.0107473951923866,0,0,8.20411846747067e-05,0.00024612355402412,8.20411846747067e-05,8.20411846747067e-05,0.000205102961686767,0.000287144146361473,0.000287144146361473,0.000574288292722947,0.00036918533103618,0.000410205923373534,4.10205923373534e-05,0.00024612355402412,0.000410205923373534,0.00012306177701206,4.10205923373534e-05,0.000287144146361473,0.0193206989908934,0.0187874312905078,0.000902453031421774,0.0203872343916646,0.0193617195832308,0.0163261957502666,0.0189925342521946,0.0220280580851588,0.0182541635901222,0.0196078431372549,0.0207564197227008,0.0185002871441464,0.020428254984002,0.0201821314299778,0.021125605053737,0.0181311018131102,0.0178849782590861,0.0173517105587005,8.20411846747067e-05,0,8.20411846747067e-05,0.000287144146361473,0.000287144146361473,0.000451226515710887,0.00114857658544589,0.000287144146361473,0.000410205923373534
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter",0.015669866272869,0.0151365985724834,0.0104192304536878,0.013700877840676,0.0133727131019772,0.0123882188858807,0.0117729100008204,0.0127984248092542,0.0079169743211092,0.000574288292722947,0.00180490606284355,0.00118959717778325,0.000574288292722947,0.0006153088850603,0.000410205923373534,0.00631717121995242,0.00168184428583149,0.00750676839773566,0.0067683977356633,0.00561982115021741,0.00603002707359094,0.00619410944294036,0.00438920338009681,0.00808105669045861,0.00590696529657888,0.00713758306669948,0.00242021494790385,0.0136598572483387,0.0155468044958569,0,0.0121010747395192,0.0142341455410616,0.0118139305931578,0.014275166133399,0.0148904750184593,0.0145212896874231,0.0154647633111822,0.0137418984330134,0.0145212896874231,0.015095577980146,0.0121831159241939,0.0146033308720978,0.0152596603494954,0.0135367954713266,0.0144802690950857,0.00139470013947001,0.000287144146361473,0.00172286487816884,0.00672737714332595,0.00578390351956682,0.0066863565509886,0.0079990155057839,0.00619410944294036,0.0067683977356633
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__",0.0136598572483387,0.0166953810813028,0.0100910657149889,0.0141110837640496,0.0153827221265075,0.0152186397571581,0.0126343424399048,0.0127984248092542,0.00828615965214538,0.0006153088850603,0.000820411846747067,0.000779391254409714,0.00233817376322914,0.00159980310115678,0.000287144146361473,0.00438920338009681,0.0100500451226516,0.0018459266551809,0.0048404298958077,0.00295348264828944,0.00479940930347034,0.00426614160308475,0.00225613257855443,0.00237919435556649,0.00410205923373533,0.00455328574944622,0.00566084174255476,0.0158749692345557,0.015792928049881,0.00139470013947001,0.0136598572483387,0.0145212896874231,0.016367216342604,0.0155057839035196,0.0121010747395192,0.0155057839035196,0.0137829190253507,0.0124702600705554,0.0157108868652063,0.0144392485027484,0.0157108868652063,0.0148494544261219,0.0148904750184593,0.0139470013947001,0.0169825252276643,0.00139470013947001,0.00098449421609648,0.00106653540077119,0.00402001804906063,0.00397899745672328,0.00525063581918123,0.0073837066207236,0.00639921240462712,0.00578390351956682
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",0.00939371564525392,0.00840922142915744,0.00500451226515711,0.00910657149889244,0.0106653540077119,0.0114857658544589,0.0109524981540733,0.00742472721306096,0.00603002707359094,0.00159980310115678,0.00270735909426532,0.00147674132414472,0.00939371564525392,0.00324062679465091,0.00098449421609648,0.00455328574944622,0.00299450324062679,0.00762983017474772,0.00820411846747067,0.00623513003527771,0.00742472721306096,0.00213307080154237,0.0376979243580277,0.00561982115021741,0.0055377799655427,0.0048404298958077,0.00693248010501272,0.00927065386824186,0.0101731068996636,0.0180490606284355,0.00689145951267536,0.0102961686766757,0.0109935187464107,0.00771187135942243,0.0097629009762901,0.00943473623759127,0.00779391254409714,0.00804003609812126,0.0101320863073263,0.0109935187464107,0.0097629009762901,0.0066863565509886,0.00886044794486832,0.0102551480843383,0.00951677742226598,0.0244072524407252,0.0042251210107474,0.00287144146361473,0.00541471818853064,0.00479940930347034,0.00890146853720568,0.0086143243908442,0.00808105669045861,0.00574288292722947
"k__Bacteria|p__Acidobacteria|c__Subgroup_17|o__|f__|g__",0.00561982115021741,0.00574288292722947,0.0036918533103618,0.0067683977356633,0.00443022397243416,0.00525063581918123,0.00447124456477152,0.00397899745672328,0.00274837968660267,0.000533267700385594,0.00488145048814505,0.00270735909426532,0.00114857658544589,0.000820411846747067,0.00024612355402412,0.0121420953318566,0.00262531790959061,0.0174747723357125,0.0196078431372549,0.0161621133809172,0.0141521043563869,0.018459266551809,0.0157108868652063,0.0172286487816884,0.0154647633111822,0.0184182459594717,0.0178849782590861,0.00648125358930183,0.00537369759619329,0.000820411846747067,0.00467634752645828,0.00693248010501272,0.00652227418163918,0.00451226515710887,0.00570186233489212,0.00619410944294036,0.0043071621954221,0.00664533595865124,0.00570186233489212,0.00541471818853064,0.005455738780868,0.00512757404216917,0.00393797686438592,0.00508655344983182,0.00488145048814505,0.00443022397243416,0.000533267700385594,0.00365083271802445,0.0143161867257363,0.0169825252276643,0.0121420953318566,0.0169415046353269,0.0148494544261219,0.0180900812207728
