CCCHF1,CCCHF2,CCCHF5,CCCSF1,CCCSF2,CCCSF5,CCMEF1,CCMEF2,CCMEF5,HDCHF2,HDCHF3,HDCHF5,HDCSF2,HDCSF4,HDCSF5,HDMEF2,HDMEF3,HDMEF5,HSPCHF2,HSPCHF3,HSPCHF5,HSPCSF1,HSPCSF2,HSPCSF4,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF3,SSBCHF4,SSBCHF5,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF3,SSBMEF4,XGCHF1,XGCHF2,XGCHF5,XGCSF1,XGCSF2,XGCSF4,XGMEF2,XGMEF3,XGMEF5,YSCHF2,YSCHF3,YSCHF5,YSCSF2,YSCSF3,YSCSF5,YSMEF1,YSMEF2,YSMEF4,
XGCSF1,0.202313985,0.150284812,0.138714887,0.194914202,0.192483098,0.181339059,0.24477845,0.169573936,0.334338899,0.14799567,0.134509254,0.142814047,0.120011357,0.185349493,0.222437137,0.281688641,0.305804482,0.390183309,0.539616347,0.516742676,0.48891807,0.502457722,0.492112221,0.516511987,0.512643515,0.52857878,0.525047469,0.395648856,0.38434511,0.52703494,0.542029706,0.51638777,0.526733271,0.394122762,0.288094689,0.313541426,0.367007968,0.509999468,0.54728231,0,0.551221763,0.544283357,0.480222881,0.555604848,0.532269799,0.368871222,0.317640587,0.236615619,0.55292531,0.482866928,0.274324348,0.286479868,0.280020585,0.288023708
XGCSF2,0.167621954,0.114066687,0.09930261,0.145742019,0.152715916,0.12865331,0.186485192,0.131048924,0.31160719,0.102479016,0.097190922,0.111546856,0.086419534,0.152804642,0.178712757,0.234858836,0.250066545,0.343282523,0.506645609,0.464181144,0.430429613,0.442265718,0.42084716,0.469398257,0.457473426,0.48831473,0.503646656,0.351622806,0.332298192,0.502528703,0.506929533,0.498127873,0.51672493,0.329281493,0.231753412,0.254609338,0.337284617,0.424786613,0.520540166,0.551221763,0,0.510709279,0.474118503,0.52263411,0.494880486,0.312742889,0.279576952,0.194275371,0.539367913,0.45678136,0.261494508,0.292921406,0.29004667,0.285876528
XGCSF4,0.193121928,0.123808848,0.122176282,0.142885028,0.150905897,0.131794226,0.200592692,0.131758735,0.325129097,0.10961262,0.125885046,0.127606339,0.114332866,0.158394407,0.183876635,0.235781591,0.267031037,0.349156212,0.532819903,0.500931627,0.426898302,0.455361738,0.450854435,0.519652902,0.472202012,0.511773996,0.52857878,0.35593491,0.360779373,0.540858517,0.530016148,0.555356414,0.540823026,0.351321136,0.239224176,0.273703263,0.330718861,0.463719766,0.534168545,0.544283357,0.510709279,0,0.482103881,0.550157046,0.500842901,0.33595372,0.294341029,0.197185598,0.551150782,0.474562135,0.262967366,0.295299274,0.294057104,0.296843114
XGMEF2,0.171951804,0.116551027,0.097457101,0.15330151,0.159192944,0.131031178,0.203396447,0.129434103,0.343459976,0.104537469,0.103880894,0.115805725,0.090713893,0.164623001,0.193743013,0.240626054,0.269036254,0.361897326,0.519865846,0.451457775,0.389438007,0.431281387,0.396003762,0.442159246,0.423633169,0.466434795,0.467783437,0.35495892,0.397849272,0.549145565,0.559011943,0.507674835,0.481500541,0.337142654,0.242702252,0.284545632,0.35499441,0.483239579,0.472503682,0.480222881,0.474118503,0.482103881,0,0.528898195,0.517079836,0.335119692,0.294908878,0.23413128,0.493727042,0.489397193,0.288715774,0.322964172,0.325732437,0.311926606
XGMEF3,0.179156389,0.117527017,0.109648111,0.140258726,0.155413199,0.130871471,0.194878711,0.126293188,0.348091495,0.105655422,0.121981084,0.120029102,0.105566696,0.160896492,0.187106277,0.244867177,0.276152113,0.373041364,0.558302131,0.494277146,0.424964066,0.461661314,0.438379501,0.507071496,0.478891984,0.503185279,0.516139336,0.366227175,0.363600873,0.55883449,0.558426348,0.5766685,0.549606942,0.342909872,0.23228577,0.271414122,0.348872287,0.474420173,0.554415914,0.555604848,0.52263411,0.550157046,0.528898195,0,0.533032847,0.318581087,0.306532039,0.195233617,0.541958724,0.470569446,0.290082161,0.304029954,0.302965237,0.303107199
XGMEF5,0.197398541,0.144251415,0.122531187,0.173708587,0.180735719,0.157152237,0.227955921,0.151633453,0.363281458,0.123081291,0.124767093,0.140045783,0.115592781,0.174631342,0.206714816,0.260837932,0.302770039,0.395506894,0.539740564,0.497258354,0.428992245,0.476567352,0.429524604,0.489414938,0.463914965,0.502173797,0.49358508,0.390094582,0.389899384,0.587830284,0.596773907,0.547229074,0.515642468,0.378613383,0.274803471,0.317729313,0.378027789,0.52135645,0.493194684,0.532269799,0.494880486,0.500842901,0.517079836,0.533032847,0,0.358596703,0.321367097,0.211985165,0.507497383,0.508987986,0.302894256,0.320887974,0.316025766,0.319628059
YSCHF2,0.398026724,0.466736465,0.481979664,0.490710344,0.490532891,0.501126826,0.512732241,0.482795947,0.438840878,0.406917112,0.404663461,0.423650915,0.274519546,0.417919188,0.413607084,0.419569499,0.423757386,0.44647135,0.352616542,0.389278299,0.326459993,0.431796,0.379181233,0.395081007,0.357194825,0.365286675,0.343247032,0.386350327,0.488847089,0.408744876,0.423473462,0.320568559,0.394335705,0.580678935,0.670008695,0.564725924,0.389402516,0.465441059,0.306106152,0.368871222,0.312742889,0.33595372,0.335119692,0.318581087,0.358596703,0,0.517186308,0.400653026,0.379269959,0.440207265,0.25162813,0.230191827,0.222295175,0.265966319
YSCHF3,0.276790943,0.353521552,0.334143701,0.275584263,0.281156283,0.319503842,0.313239757,0.283214736,0.355349316,0.34686707,0.36496726,0.322609267,0.282469434,0.376980817,0.389544479,0.40989832,0.43300268,0.398843007,0.313665643,0.304473586,0.278725179,0.324117616,0.311678172,0.341916136,0.299575888,0.311500719,0.284155236,0.318971483,0.410714603,0.3674516,0.371266836,0.300090501,0.351374372,0.471651909,0.612389757,0.576047415,0.294447501,0.394140507,0.284811811,0.317640587,0.279576952,0.294341029,0.294908878,0.306532039,0.321367097,0.517186308,0,0.519936827,0.356715703,0.420332547,0.252497649,0.234645893,0.216723156,0.2622753
YSCHF5,0.181498767,0.252426668,0.227139638,0.235444431,0.240821252,0.252036271,0.249392224,0.209128174,0.207318155,0.278618707,0.296328501,0.315830568,0.244902667,0.371781449,0.377211506,0.457473426,0.460703068,0.388249073,0.206022749,0.248416233,0.223359892,0.269337923,0.254538356,0.239685554,0.238798289,0.232143808,0.215995599,0.248646922,0.332156229,0.251361951,0.249161535,0.189626107,0.249622913,0.440473444,0.506556883,0.516760421,0.224992458,0.303763775,0.174737813,0.236615619,0.194275371,0.197185598,0.23413128,0.195233617,0.211985165,0.400653026,0.519936827,0,0.261849414,0.349706316,0.168030096,0.156300463,0.141270207,0.192873494
YSCSF2,0.213067627,0.163895445,0.164995652,0.180788955,0.184054088,0.171241992,0.239366138,0.173087502,0.341383777,0.172626125,0.1676397,0.18261672,0.1638777,0.222898515,0.254644828,0.305538303,0.330097777,0.39307579,0.524053733,0.499813675,0.448600784,0.495909712,0.476460881,0.517842883,0.481376324,0.517878374,0.525615318,0.399872234,0.420900396,0.558160169,0.564229056,0.540805281,0.562241584,0.397796036,0.301172963,0.329334729,0.343353504,0.5142051,0.535357479,0.55292531,0.539367913,0.551150782,0.493727042,0.541958724,0.507497383,0.379269959,0.356715703,0.261849414,0,0.495537061,0.272461093,0.312636417,0.308714709,0.332564371
YSCSF3,0.21576491,0.205224212,0.192713786,0.225826487,0.271236669,0.261388036,0.302326407,0.188827569,0.365322166,0.212020656,0.207424627,0.205561372,0.166894398,0.251290969,0.299913048,0.406384753,0.398150941,0.507373166,0.498340816,0.518801129,0.435380548,0.526467091,0.476940003,0.483026636,0.503540184,0.485315777,0.475626852,0.411388923,0.481305343,0.600482672,0.555942008,0.468120597,0.496495306,0.499707203,0.403368055,0.437971359,0.397618583,0.567387717,0.460969247,0.482866928,0.45678136,0.474562135,0.489397193,0.470569446,0.508987986,0.440207265,0.420332547,0.349706316,0.495537061,0,0.39153195,0.296363991,0.289212642,0.31691303
YSCSF5,0.156229482,0.107607403,0.101698224,0.13143932,0.141358934,0.114545809,0.174010257,0.120117829,0.277944386,0.086259826,0.108494668,0.105708658,0.094848544,0.127783791,0.166131351,0.20884425,0.222525864,0.339396305,0.284421415,0.266161518,0.238656327,0.273862971,0.253757564,0.280517452,0.263730414,0.277837915,0.268574876,0.256064451,0.277500754,0.395240715,0.34716874,0.300977765,0.289798236,0.25602896,0.222295175,0.225666779,0.248930847,0.327631182,0.289248132,0.274324348,0.261494508,0.262967366,0.288715774,0.290082161,0.302894256,0.25162813,0.252497649,0.168030096,0.272461093,0.39153195,0,0.240182422,0.233776374,0.224956968
YSMEF1,0.14047167,0.101662733,0.093198233,0.123720121,0.132486292,0.110446649,0.170940323,0.112895498,0.270136461,0.083544798,0.099746242,0.103455007,0.093411176,0.12579632,0.159370397,0.190087484,0.210015438,0.250882828,0.297322237,0.270136461,0.261760687,0.270580093,0.266126027,0.276116622,0.27036715,0.294003868,0.271538339,0.245754441,0.274927688,0.345642645,0.330434937,0.323620748,0.294358774,0.253739819,0.184941352,0.214114599,0.251131262,0.296647916,0.308040388,0.286479868,0.292921406,0.295299274,0.322964172,0.304029954,0.320887974,0.230191827,0.234645893,0.156300463,0.312636417,0.296363991,0.240182422,0,0.882614945,0.866608699
YSMEF2,0.127801537,0.085975902,0.076428939,0.107749366,0.11804163,0.094387167,0.15924618,0.094245204,0.256117687,0.066473835,0.085337072,0.086348553,0.07928593,0.110570866,0.139992547,0.171082285,0.192607315,0.237715827,0.29535251,0.265043565,0.260287829,0.262931876,0.256401611,0.263552961,0.260731461,0.288964208,0.271041471,0.229677213,0.257413092,0.337355598,0.318101964,0.321154153,0.289319113,0.239933988,0.17482654,0.201976825,0.235355704,0.286675066,0.302557095,0.280020585,0.29004667,0.294057104,0.325732437,0.302965237,0.316025766,0.222295175,0.216723156,0.141270207,0.308714709,0.289212642,0.233776374,0.882614945,0,0.860539812
YSMEF4,0.160293152,0.138679396,0.127854773,0.141252462,0.142370415,0.13362199,0.188667862,0.128191933,0.268699093,0.123063546,0.140329707,0.137277518,0.1192838,0.166681454,0.196546768,0.221745071,0.245062375,0.251131262,0.29407485,0.273348358,0.265771121,0.272762763,0.266960055,0.268432914,0.271981971,0.29719802,0.272762763,0.263961102,0.297925576,0.347186485,0.332599862,0.315759587,0.296399482,0.281866094,0.224087449,0.245257573,0.240927723,0.325501748,0.304242897,0.288023708,0.285876528,0.296843114,0.311926606,0.303107199,0.319628059,0.265966319,0.2622753,0.192873494,0.332564371,0.31691303,0.224956968,0.866608699,0.860539812,0
