ID,OTU1,OTU10,OTU100,OTU1000,OTU1002,OTU1003,OTU1005,OTU1006,OTU1007,OTU1008,OTU101,OTU1010,OTU1013,OTU1015,OTU1016,OTU1019,OTU102,OTU1020,OTU1021,OTU1022,OTU1023,OTU1024,OTU1026,OTU1028,OTU103,OTU1030,OTU1033,OTU1034,OTU1037,OTU1039,OTU104,OTU10418,OTU1045,OTU1047,OTU105,OTU1050,OTU1052,OTU10539,OTU1056,OTU1058,OTU1059,OTU106,OTU1060,OTU1061,OTU10620,OTU1066,OTU107,OTU1074,OTU1075,OTU1076,OTU1077,OTU108,OTU1080,OTU10808,OTU1082,OTU1084,OTU1085,OTU1088,OTU10885,OTU1089,OTU10892,OTU109,OTU1090,OTU1091,OTU1094,OTU1095,OTU1096,OTU1099,OTU11,OTU110,OTU11009,OTU1101,OTU1103,OTU11044,OTU11065,OTU1107,OTU1108,OTU11084,OTU111,OTU1110,OTU1111,OTU1113,OTU1114,OTU1116,OTU1117,OTU1118,OTU112,OTU1120,OTU1122,OTU11243,OTU1127,OTU113,OTU1136,OTU1137,OTU1138,OTU114,OTU1142,OTU11455,OTU1146,OTU1147,OTU115,OTU1150,OTU1153,OTU1155,OTU1156,OTU1158,OTU1159,OTU116,OTU1162,OTU1163,OTU1164,OTU117,OTU1171,OTU1173,OTU1175,OTU11753,OTU1178,OTU1179,OTU118,OTU11807,OTU1181,OTU11835,OTU1187,OTU119,OTU1192,OTU1193,OTU1196,OTU1199,OTU12,OTU120,OTU1201,OTU1205,OTU1207,OTU1208,OTU121,OTU1211,OTU1212,OTU1213,OTU12136,OTU1214,OTU1216,OTU122,OTU1220,OTU1221,OTU1222,OTU12264,OTU1227,OTU1229,OTU123,OTU12342,OTU1239,OTU124,OTU1244,OTU125,OTU1252,OTU126,OTU1265,OTU12663,OTU1268,OTU127,OTU1272,OTU1277,OTU1278,OTU1279,OTU128,OTU12833,OTU12854,OTU12879,OTU129,OTU1292,OTU13,OTU130,OTU1302,OTU1306,OTU131,OTU1310,OTU1311,OTU1312,OTU132,OTU1321,OTU1329,OTU13296,OTU133,OTU1330,OTU1333,OTU13380,OTU134,OTU1340,OTU1342,OTU135,OTU1355,OTU136,OTU13624,OTU1365,OTU1367,OTU13688,OTU137,OTU1372,OTU138,OTU1386,OTU139,OTU13928,OTU1399,OTU13994,OTU14,OTU140,OTU1400,OTU14033,OTU1408,OTU141,OTU1415,OTU1418,OTU1419,OTU142,OTU143,OTU1431,OTU1435,OTU1437,OTU144,OTU14498,OTU145,OTU14528,OTU1455,OTU146,OTU1463,OTU1465,OTU1468,OTU147,OTU1472,OTU148,OTU1482,OTU149,OTU1492,OTU15,OTU150,OTU1506,OTU151,OTU1512,OTU1516,OTU1517,OTU152,OTU15263,OTU153,OTU1530,OTU1531,OTU15363,OTU1538,OTU154,OTU1543,OTU155,OTU1557,OTU15575,OTU156,OTU15610,OTU1565,OTU157,OTU158,OTU15820,OTU159,OTU15907,OTU1597,OTU16,OTU160,OTU1602,OTU161,OTU16105,OTU1614,OTU162,OTU1620,OTU1624,OTU163,OTU16352,OTU16355,OTU1636,OTU16380,OTU164,OTU1640,OTU16443,OTU165,OTU1654,OTU166,OTU1666,OTU1668,OTU167,OTU168,OTU1680,OTU1682,OTU16864,OTU169,OTU1694,OTU17,OTU170,OTU17066,OTU1707,OTU171,OTU17110,OTU172,OTU1726,OTU1727,OTU173,OTU174,OTU1740,OTU1745,OTU175,OTU17566,OTU176,OTU177,OTU17722,OTU178,OTU1780,OTU1784,OTU179,OTU1798,OTU18,OTU180,OTU18032,OTU181,OTU18102,OTU1816,OTU18161,OTU182,OTU18247,OTU18255,OTU18267,OTU183,OTU1833,OTU184,OTU185,OTU186,OTU1861,OTU1863,OTU187,OTU1870,OTU1877,OTU188,OTU18802,OTU189,OTU19,OTU190,OTU19043,OTU191,OTU192,OTU19260,OTU19269,OTU19288,OTU193,OTU19355,OTU19398,OTU194,OTU195,OTU196,OTU197,OTU19706,OTU19737,OTU198,OTU19808,OTU1983,OTU199,OTU1991,OTU2,OTU20,OTU200,OTU20015,OTU20016,OTU201,OTU2013,OTU202,OTU20248,OTU20284,OTU203,OTU20339,OTU20373,OTU20384,OTU20391,OTU204,OTU20488,OTU205,OTU20574,OTU206,OTU207,OTU2075,OTU208,OTU20806,OTU209,OTU21,OTU210,OTU211,OTU2117,OTU212,OTU213,OTU2139,OTU214,OTU21458,OTU21461,OTU215,OTU21568,OTU216,OTU217,OTU2175,OTU21755,OTU218,OTU21876,OTU219,OTU22,OTU220,OTU221,OTU222,OTU223,OTU2238,OTU224,OTU225,OTU22565,OTU226,OTU2267,OTU227,OTU22750,OTU228,OTU22845,OTU22868,OTU22883,OTU229,OTU23,OTU230,OTU23025,OTU23027,OTU231,OTU232,OTU23220,OTU23221,OTU23298,OTU233,OTU23310,OTU23319,OTU23322,OTU23346,OTU234,OTU23425,OTU23454,OTU235,OTU23512,OTU23523,OTU236,OTU237,OTU23770,OTU238,OTU239,OTU24,OTU240,OTU241,OTU2411,OTU24173,OTU242,OTU24265,OTU243,OTU244,OTU245,OTU2454,OTU246,OTU2467,OTU247,OTU248,OTU249,OTU25,OTU250,OTU251,OTU252,OTU2522,OTU253,OTU2532,OTU2536,OTU254,OTU2548,OTU255,OTU2555,OTU256,OTU257,OTU258,OTU259,OTU26,OTU260,OTU261,OTU262,OTU263,OTU264,OTU265,OTU266,OTU267,OTU268,OTU269,OTU27,OTU270,OTU271,OTU272,OTU273,OTU274,OTU275,OTU276,OTU2762,OTU277,OTU278,OTU279,OTU28,OTU280,OTU281,OTU282,OTU283,OTU284,OTU2856,OTU286,OTU287,OTU288,OTU289,OTU29,OTU290,OTU291,OTU292,OTU293,OTU294,OTU295,OTU2959,OTU296,OTU297,OTU298,OTU299,OTU3,OTU30,OTU300,OTU301,OTU302,OTU303,OTU304,OTU305,OTU306,OTU307,OTU3073,OTU308,OTU309,OTU31,OTU310,OTU311,OTU3116,OTU312,OTU3125,OTU313,OTU314,OTU315,OTU3157,OTU316,OTU317,OTU318,OTU319,OTU32,OTU320,OTU321,OTU322,OTU323,OTU3231,OTU324,OTU325,OTU3250,OTU326,OTU3265,OTU327,OTU328,OTU329,OTU3296,OTU33,OTU330,OTU331,OTU332,OTU3323,OTU3324,OTU333,OTU334,OTU3349,OTU335,OTU336,OTU337,OTU338,OTU339,OTU3393,OTU34,OTU340,OTU341,OTU343,OTU344,OTU345,OTU346,OTU347,OTU348,OTU3484,OTU349,OTU35,OTU351,OTU352,OTU353,OTU354,OTU355,OTU356,OTU357,OTU358,OTU359,OTU36,OTU360,OTU361,OTU362,OTU363,OTU364,OTU3641,OTU365,OTU366,OTU367,OTU368,OTU369,OTU37,OTU370,OTU371,OTU372,OTU373,OTU374,OTU375,OTU376,OTU377,OTU378,OTU379,OTU38,OTU380,OTU381,OTU382,OTU383,OTU384,OTU385,OTU386,OTU387,OTU388,OTU389,OTU3895,OTU39,OTU390,OTU391,OTU392,OTU393,OTU3938,OTU394,OTU395,OTU396,OTU397,OTU3973,OTU398,OTU399,OTU4,OTU40,OTU400,OTU401,OTU402,OTU403,OTU404,OTU406,OTU407,OTU408,OTU409,OTU41,OTU410,OTU411,OTU412,OTU413,OTU414,OTU415,OTU416,OTU417,OTU418,OTU419,OTU4199,OTU42,OTU420,OTU421,OTU422,OTU423,OTU424,OTU425,OTU426,OTU427,OTU428,OTU429,OTU43,OTU430,OTU4307,OTU431,OTU432,OTU433,OTU434,OTU435,OTU436,OTU437,OTU438,OTU439,OTU44,OTU440,OTU441,OTU442,OTU443,OTU444,OTU445,OTU446,OTU447,OTU448,OTU449,OTU45,OTU450,OTU451,OTU452,OTU453,OTU454,OTU455,OTU456,OTU457,OTU458,OTU459,OTU46,OTU460,OTU461,OTU462,OTU464,OTU465,OTU4657,OTU466,OTU467,OTU468,OTU469,OTU47,OTU470,OTU471,OTU4712,OTU472,OTU473,OTU474,OTU4741,OTU475,OTU476,OTU477,OTU478,OTU479,OTU48,OTU480,OTU481,OTU482,OTU483,OTU484,OTU485,OTU486,OTU4864,OTU487,OTU488,OTU489,OTU49,OTU490,OTU491,OTU492,OTU493,OTU494,OTU495,OTU496,OTU497,OTU498,OTU4983,OTU499,OTU5,OTU50,OTU500,OTU501,OTU502,OTU503,OTU504,OTU5046,OTU505,OTU506,OTU507,OTU508,OTU509,OTU51,OTU510,OTU511,OTU512,OTU513,OTU514,OTU515,OTU516,OTU517,OTU518,OTU5184,OTU519,OTU5191,OTU52,OTU520,OTU521,OTU522,OTU523,OTU524,OTU525,OTU526,OTU5262,OTU527,OTU528,OTU529,OTU53,OTU530,OTU531,OTU532,OTU533,OTU534,OTU535,OTU536,OTU537,OTU538,OTU539,OTU54,OTU540,OTU541,OTU542,OTU543,OTU544,OTU545,OTU546,OTU547,OTU548,OTU549,OTU55,OTU550,OTU551,OTU552,OTU553,OTU554,OTU555,OTU556,OTU557,OTU558,OTU559,OTU56,OTU560,OTU561,OTU562,OTU563,OTU564,OTU565,OTU566,OTU567,OTU568,OTU569,OTU57,OTU570,OTU571,OTU572,OTU573,OTU574,OTU5744,OTU575,OTU576,OTU577,OTU578,OTU5786,OTU579,OTU58,OTU580,OTU5800,OTU581,OTU582,OTU583,OTU584,OTU585,OTU586,OTU587,OTU588,OTU589,OTU59,OTU590,OTU591,OTU592,OTU593,OTU594,OTU595,OTU596,OTU597,OTU598,OTU5980,OTU599,OTU5999,OTU6,OTU60,OTU600,OTU601,OTU602,OTU603,OTU6032,OTU604,OTU605,OTU6050,OTU606,OTU607,OTU608,OTU609,OTU61,OTU610,OTU611,OTU612,OTU613,OTU614,OTU6143,OTU615,OTU616,OTU617,OTU618,OTU619,OTU62,OTU620,OTU621,OTU6219,OTU622,OTU623,OTU624,OTU625,OTU626,OTU628,OTU629,OTU63,OTU630,OTU631,OTU632,OTU633,OTU634,OTU635,OTU6350,OTU6351,OTU636,OTU637,OTU638,OTU639,OTU64,OTU640,OTU641,OTU642,OTU643,OTU644,OTU645,OTU646,OTU647,OTU648,OTU649,OTU65,OTU650,OTU651,OTU652,OTU653,OTU654,OTU655,OTU656,OTU657,OTU658,OTU659,OTU66,OTU660,OTU661,OTU662,OTU663,OTU664,OTU665,OTU666,OTU667,OTU668,OTU669,OTU67,OTU670,OTU671,OTU672,OTU673,OTU674,OTU675,OTU676,OTU677,OTU678,OTU679,OTU68,OTU680,OTU681,OTU682,OTU6821,OTU683,OTU684,OTU685,OTU687,OTU688,OTU689,OTU69,OTU690,OTU691,OTU692,OTU694,OTU695,OTU696,OTU697,OTU698,OTU6997,OTU7,OTU70,OTU700,OTU701,OTU702,OTU703,OTU704,OTU706,OTU707,OTU708,OTU709,OTU71,OTU710,OTU711,OTU712,OTU713,OTU714,OTU715,OTU716,OTU717,OTU718,OTU719,OTU72,OTU720,OTU721,OTU722,OTU723,OTU724,OTU725,OTU7258,OTU726,OTU727,OTU728,OTU729,OTU73,OTU730,OTU731,OTU7317,OTU732,OTU733,OTU734,OTU735,OTU736,OTU737,OTU738,OTU739,OTU74,OTU740,OTU742,OTU743,OTU744,OTU745,OTU746,OTU747,OTU748,OTU749,OTU75,OTU750,OTU751,OTU752,OTU753,OTU754,OTU755,OTU756,OTU757,OTU758,OTU759,OTU76,OTU760,OTU761,OTU762,OTU763,OTU764,OTU765,OTU7652,OTU766,OTU767,OTU769,OTU77,OTU770,OTU771,OTU772,OTU773,OTU774,OTU775,OTU776,OTU777,OTU778,OTU78,OTU780,OTU781,OTU782,OTU783,OTU784,OTU785,OTU786,OTU787,OTU788,OTU789,OTU79,OTU790,OTU791,OTU792,OTU793,OTU794,OTU795,OTU796,OTU797,OTU799,OTU8,OTU80,OTU800,OTU801,OTU802,OTU803,OTU804,OTU805,OTU806,OTU807,OTU808,OTU809,OTU81,OTU810,OTU811,OTU812,OTU813,OTU814,OTU815,OTU816,OTU818,OTU819,OTU82,OTU820,OTU821,OTU822,OTU823,OTU824,OTU825,OTU826,OTU827,OTU828,OTU829,OTU83,OTU830,OTU831,OTU832,OTU833,OTU834,OTU835,OTU836,OTU837,OTU839,OTU84,OTU841,OTU843,OTU844,OTU845,OTU846,OTU847,OTU848,OTU849,OTU85,OTU850,OTU851,OTU853,OTU854,OTU856,OTU857,OTU859,OTU86,OTU860,OTU861,OTU862,OTU863,OTU864,OTU865,OTU866,OTU867,OTU868,OTU869,OTU87,OTU870,OTU872,OTU873,OTU874,OTU875,OTU876,OTU877,OTU878,OTU879,OTU88,OTU882,OTU884,OTU885,OTU8866,OTU887,OTU888,OTU889,OTU89,OTU890,OTU891,OTU892,OTU894,OTU897,OTU899,OTU9,OTU90,OTU900,OTU902,OTU9021,OTU905,OTU906,OTU907,OTU9084,OTU91,OTU910,OTU911,OTU913,OTU915,OTU916,OTU9167,OTU917,OTU9179,OTU918,OTU92,OTU920,OTU923,OTU924,OTU925,OTU927,OTU928,OTU929,OTU93,OTU931,OTU932,OTU935,OTU936,OTU94,OTU940,OTU942,OTU943,OTU945,OTU946,OTU947,OTU948,OTU95,OTU952,OTU957,OTU9585,OTU959,OTU96,OTU960,OTU963,OTU964,OTU9656,OTU966,OTU968,OTU969,OTU97,OTU970,OTU971,OTU974,OTU975,OTU977,OTU98,OTU981,OTU983,OTU984,OTU987,OTU988,OTU99,OTU990,OTU991,OTU992,OTU993,OTU9933,OTU994,OTU996,OTU997,OTU998
CCCHF2,6929,631,9,0,28,0,0,0,3,0,53,0,5,0,0,0,0,0,0,0,0,0,0,0,146,30,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,28,7,28,0,4,0,0,0,3,0,0,0,0,0,0,0,0,18,87,0,21,0,0,0,0,0,0,27,0,0,20,0,0,2,0,116,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,17,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,34,0,0,0,0,10,0,0,0,738,0,5,0,42,1,0,0,0,0,0,0,0,53,0,2,0,0,16,17,2,2,0,0,0,4,0,0,0,0,4,0,41,10,0,0,0,0,6,0,0,1,0,0,6,0,0,0,0,0,70,0,0,0,0,0,0,0,0,4,0,14,0,0,0,10,0,0,39,0,27,0,54,0,0,0,0,0,0,0,0,0,17,0,17,0,0,6,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,82,0,0,0,0,5,4047,0,0,0,3,0,3,26,0,0,51,0,25,0,0,0,26,0,0,0,27,9,0,2,17,0,0,0,0,242,0,0,0,0,0,14,21,0,0,0,0,0,0,0,9,2,0,0,0,0,3,0,0,3867,19,0,0,1,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,3,0,23243,524,0,0,5,0,0,10,0,0,7,0,0,0,0,2,27,0,0,3,0,0,12,0,0,4,5,49,0,1,4,0,0,19,14,98,0,0,21,0,0,0,0,0,446,8,0,0,99,0,0,0,0,10,0,0,0,6,11,0,1,0,365,0,0,0,10,0,0,1,0,0,2,0,0,102,0,208,3,23,0,0,0,74,0,12,0,0,0,0,6,9,0,0,0,0,0,1,2,34,0,0,7,1,27,17,0,0,7,0,8,18,0,0,0,12,0,0,0,564,0,25,1,15,16,0,5,0,4,1361,30,0,0,0,3,0,0,50,0,0,0,2,979,0,14,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,46,2,9,0,2835,0,0,0,0,0,0,0,0,0,5,0,10,1,0,5,23,0,1,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,111,0,0,0,4,2,0,1095,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,3,24,12,0,0,49,0,0,0,0,33,44,0,2,0,21,203,0,0,0,7,0,0,8,0,0,0,8,0,3,37,0,0,0,0,0,0,0,3,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,60,2,0,0,18,0,0,1036,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,82,0,1,0,0,36,0,0,0,60,0,0,88,0,0,0,0,0,0,9,5,0,81,0,0,1,0,2,0,0,7,1,0,0,57,0,0,0,0,32,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,19,0,0,57,0,0,0,0,0,0,6,2,21,3,0,0,0,0,59,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,15,8,0,0,0,2,0,0,23,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,37,0,0,41,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,9,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,0,24,0,33,0,1,0,52,0,0,0,0,1,0,30,0,0,0,87,0,0,0,0,0,0,0,8,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,23,20,0,0,10,0,0,5,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,91,0,0,0,0,0,0,0,0,0,16,80,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,94,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,144,0,28,0,0,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,139,0,0,0,0,0,0,0,0,5,0,3,0,0,0,37,0,0,0,0,0,161,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,40,0,0,0,0,0,0,0,0,0,29,46,0,0,0,0,0,0,0,7,0,133,0,0,0,0,9,0,0,4,2,0,0,0,21,0,2,0,0,0,0,0,0,0,3,121,0,13,0,0,0,3,0,0,8,0,0,0,0,10,0,19,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,260,0,8,0,0,9,0,0,0,0,38,5,7,0,0,0,32,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0
CCCHF3,21517,3981,2,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,3,7,0,0,2,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,63,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,0,3,0,0,15,0,5,0,0,0,2,0,4,0,0,0,5,7,0,7,0,254,0,23,0,2,0,3,0,2,3,0,0,0,13,0,0,11,0,18,0,0,10,0,0,0,4,1,0,0,3,4,0,98,18,0,0,6,1,0,12,0,10,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,0,2,20,0,5,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,7,0,3,444,0,0,2,0,0,0,0,0,4,0,53,0,0,0,0,0,0,0,0,0,0,3,25,0,2,0,10,0,15,5,0,0,3,0,14,0,0,0,11,0,0,0,0,0,2,3,4,0,0,0,0,41,0,0,0,0,0,0,29,0,0,0,0,0,5,0,17,0,0,12,0,0,0,0,0,518,0,0,0,0,6,0,2,1,7,0,27,16,7,0,0,0,0,0,10,1,0,16124,90,1,7,0,0,0,5,1,0,27,0,5,0,0,0,11,0,0,1,0,0,0,0,1,0,5,0,0,0,4,0,3,62,0,45,0,0,0,0,0,0,0,2,85,6,0,6,0,0,0,0,0,4,1,5,0,2,4,0,0,3,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,14,1,8,7,2,0,0,0,0,10,0,0,0,4,2,27,2,0,0,3,9,21,8,0,2,1,0,2,0,0,1,0,2,0,0,0,59,0,11,0,0,0,0,0,0,0,14,12,0,5,3,5,15,1,4,0,0,4,0,63,6,8,0,12,0,3,0,0,0,0,12,2,0,0,11,0,5,0,1,0,0,0,2145,13,4,4,0,0,0,0,6,0,1,0,0,0,0,0,7,13,0,0,1,0,0,3,8,2,0,2,0,2,0,0,0,14,0,138,0,0,0,0,1,0,190,0,0,0,0,0,0,6,0,1,8,0,1,2,0,3,0,0,0,0,0,3,0,0,0,0,16,0,1,0,9,0,0,1,0,0,1,8,3,4,0,7,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1562,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,2,3,0,0,0,0,3,31,0,0,2,0,4,2,0,0,0,0,0,123,0,4,0,0,0,0,17,18,0,10,5,0,3,0,14,0,0,9,2,0,3,19,0,5,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,14,0,0,0,0,7,0,10,0,0,0,0,0,0,0,1,16,1,3,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,19,0,0,0,0,0,0,1,4,5,0,0,10,7,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,6,54,2,0,0,3,1,0,0,0,0,7,12,0,0,0,0,0,0,3,10,0,4,0,0,0,0,0,0,0,0,7,0,0,53,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,13,11,2,0,0,0,4,0,0,0,0,10,0,1,15,0,0,0,0,0,3,0,4,0,21,0,9,0,0,10,16,2,0,0,0,0,0,100,0,4,0,0,1,0,0,1,0,0,0,0,39,15,31,0,8,0,4,0,0,0,0,5,27,0,0,5,0,0,3,0,0,1,5,0,4,0,1,6,0,12,0,0,0,2,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,1,0,0,0,0,0,14,0,0,0,5,0,0,6,0,2,5,23,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,15,2,0,1,0,0,0,8,0,2,23,0,1,0,0,4,0,0,10,0,0,0,3,0,0,0,3,90,0,2,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,14,3,7,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,2,0,0,5384,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,4,0,0,0,7,0,0,14,0,6,0,0,0,0,0,1,0,1,0,12,0,3,0,0,0,0,0,4,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,32,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,28,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
